research_period,direction,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,feature
DISCOVERY,BEAR,ALL3_CLEARED_MARKET_OPPOSING,231,221,118,103,6,4,53.39366515837104,41.99134199134199,1.397105983252234,1.334536368961904,1.0572687224669646,0.9564054400941734,97,81,all3_market_opposing_candidate
DISCOVERY,BEAR,OTHER,1890,1851,909,942,5,34,49.10858995137763,45.925925925925924,1.2951184801895603,1.2608722944111626,0.9083446994264257,0.9100584754677943,112,158,all3_market_opposing_candidate
DISCOVERY,BULL,ALL3_CLEARED_MARKET_OPPOSING,145,143,86,57,2,0,60.13986013986014,49.6551724137931,1.4405971235954338,1.5945759938233377,1.0598561957232149,1.1363760411322368,77,36,all3_market_opposing_candidate
DISCOVERY,BULL,OTHER,1907,1863,967,896,1,43,51.90552871712292,46.87991609858416,1.2593301388427829,1.1873387404717293,0.8897307846851403,0.8288253477589022,112,158,all3_market_opposing_candidate
VALIDATION,BEAR,ALL3_CLEARED_MARKET_OPPOSING,224,220,122,98,4,0,55.45454545454545,50.44642857142857,2.007236774467883,1.6441483734450377,1.6381115172495981,1.1682818018507355,91,63,all3_market_opposing_candidate
VALIDATION,BEAR,OTHER,1792,1757,872,885,20,15,49.63005122367672,47.60044642857143,1.5885231122230128,1.5424270385787413,1.131597719844537,1.1197637544772632,112,159,all3_market_opposing_candidate
VALIDATION,BULL,ALL3_CLEARED_MARKET_OPPOSING,172,169,103,66,1,2,60.946745562130175,52.906976744186046,1.809227125416974,1.2617614651613773,1.358887835012371,0.8076253198113987,86,54,all3_market_opposing_candidate
VALIDATION,BULL,OTHER,1946,1894,901,993,42,10,47.57127771911299,46.351490236382325,1.6937897125953987,1.574345310709086,1.1614604627634737,1.133960041887796,112,159,all3_market_opposing_candidate
DISCOVERY,BEAR,ALL3_CLEARED_POSITIVE_REVERSAL,82,78,45,33,4,0,57.69230769230769,50.0,1.5084676467339682,1.3579086829038907,1.2462003064000464,0.9416196467659601,54,51,all3_positive_reversal_candidate
DISCOVERY,BEAR,OTHER,2039,1994,982,1012,7,38,49.247743229689064,45.31633153506621,1.2980927232257722,1.2653153632511907,0.9142284631882025,0.9162065408652333,112,158,all3_positive_reversal_candidate
DISCOVERY,BULL,ALL3_CLEARED_POSITIVE_REVERSAL,53,51,30,21,2,0,58.8235294117647,45.283018867924525,1.3750452202621883,1.984359026355824,1.1029524716581078,1.3759543585871303,44,25,all3_positive_reversal_candidate
DISCOVERY,BULL,OTHER,1999,1955,1023,932,1,43,52.327365728900254,47.12356178089045,1.269410585803216,1.195746607697405,0.8930601110642028,0.8350202429149826,112,158,all3_positive_reversal_candidate
VALIDATION,BEAR,ALL3_CLEARED_POSITIVE_REVERSAL,65,63,39,24,2,0,61.904761904761905,55.38461538461539,2.2377787403990235,1.997157453138488,2.1754945119401348,1.4588019479810332,44,32,all3_positive_reversal_candidate
VALIDATION,BEAR,OTHER,1951,1914,955,959,22,15,49.89550679205852,47.66786263454639,1.6149660873698144,1.5389560504002004,1.1536890824938697,1.11663530999352,112,159,all3_positive_reversal_candidate
VALIDATION,BULL,ALL3_CLEARED_POSITIVE_REVERSAL,47,46,31,15,1,0,67.3913043478261,57.4468085106383,2.2095786292914967,1.0883939788978159,1.696996272747194,0.9007287714605485,34,29,all3_positive_reversal_candidate
VALIDATION,BULL,OTHER,2071,2017,973,1044,42,12,48.239960337134356,46.644133268952196,1.6916714875449856,1.5594130514917628,1.168404789494007,1.1285084964970389,112,159,all3_positive_reversal_candidate
