symbol,trade_date,direction,architecture,decision_candle,entry_timestamp,prior_rth_close,pdh,pdl,a44_prior_close_location_raw,a44_prior_close_location_dir,a44_prior_close_to_pd_extreme_dir_pct,a44_prior_day_range_from_levels_pct
AAPL,2025-09-03,BEAR,AE2_RECLAIM,2,2025-09-03 13:31:00+00:00,229.73,230.85,226.97,0.7113402061855655,0.2886597938144345,1.2014103512819359,1.6889391894833046
AAPL,2025-09-05,BEAR,AE2_RECLAIM,2,2025-09-05 13:31:00+00:00,239.71,239.8999,236.74,0.9399031614924539,0.0600968385075461,1.2389971215218385,1.318217846564596
AAPL,2025-09-08,BEAR,AE2_RECLAIM,2,2025-09-08 13:31:00+00:00,239.67,241.32,238.4901,0.4169405279338433,0.5830594720661567,0.4923019151332979,1.18074852922768
AAPL,2025-09-10,BEAR,AE2_RECLAIM,2,2025-09-10 13:31:00+00:00,234.35,238.7805,233.36,0.18263997786181813,0.8173600221381818,0.42244506080647776,2.3129933859611587
AAPL,2025-09-12,BULL,AE2_RECLAIM,2,2025-09-12 13:31:00+00:00,230.02,230.45,226.65,0.8868421052631631,0.8868421052631631,0.18694026606381114,1.6520302582384065
AAPL,2025-09-24,BEAR,AE2_RECLAIM,2,2025-09-24 13:31:00+00:00,254.53,257.34,253.58,0.2526595744680846,0.7473404255319154,0.3732369465288919,1.4772325462617224
AAPL,2025-09-26,BULL,AE2_RECLAIM,2,2025-09-26 13:31:00+00:00,256.94,257.17,251.712,0.9578600219860723,0.9578600219860723,0.08951506188215856,2.124231338055588
AAPL,2025-09-29,BEAR,AE2_RECLAIM,2,2025-09-29 13:31:00+00:00,255.46,257.6,253.78,0.43979057591622966,0.5602094240837703,0.657637203476085,1.495341736475386
AAPL,2025-10-02,BEAR,AE2_RECLAIM,2,2025-10-02 13:31:00+00:00,255.41,258.79,254.93,0.12435233160621452,0.8756476683937855,0.18793312712892593,1.5112955639951504
AAPL,2025-10-13,BEAR,AE2_RECLAIM,2,2025-10-13 13:31:00+00:00,245.28,256.38,244.0,0.10339256865912776,0.8966074313408723,0.5218525766470977,5.0472928897586415
AAPL,2025-10-24,BEAR,AE2_RECLAIM,2,2025-10-24 13:31:00+00:00,259.58,260.62,258.0101,0.6015172995133807,0.39848270048661927,0.6047846521303496,1.0054318514523393
AAPL,2025-10-27,BULL,AE2_RECLAIM,2,2025-10-27 13:31:00+00:00,262.77,264.13,259.18,0.7252525252525218,0.7252525252525218,0.5175628876964697,1.8837766868363928
AAPL,2025-11-07,BEAR,AE2_RECLAIM,2,2025-11-07 14:31:00+00:00,269.66,273.4,267.89,0.3212341197822217,0.6787658802177783,0.6563821108062147,2.043313802566191
AAPL,2025-12-03,BULL,AE2_RECLAIM,2,2025-12-03 14:31:00+00:00,286.23,287.4,282.6301,0.7547118388226228,0.7547118388226228,0.408762184257401,1.6664570450336966
AAPL,2025-12-05,BEAR,AE2_RECLAIM,2,2025-12-05 14:31:00+00:00,280.65,284.73,278.59,0.3355048859934833,0.6644951140065167,0.7340103331551763,2.187778371637286
AAPL,2025-12-09,BULL,AE2_RECLAIM,2,2025-12-09 14:31:00+00:00,277.96,279.6693,276.15,0.5143068223794447,0.5143068223794447,0.6149445963448128,1.266117426967925
AAPL,2025-12-17,BULL,AE2_RECLAIM,2,2025-12-17 14:31:00+00:00,274.46,275.5,271.79,0.719676549865222,0.719676549865222,0.3789258908402028,1.3517452452087662
AAPL,2025-12-18,BEAR,AE2_RECLAIM,2,2025-12-18 14:31:00+00:00,271.86,276.16,271.64,0.048672566371687036,0.951327433628313,0.08092400500258488,1.662620466416552
AAPL,2025-12-22,BULL,AE2_RECLAIM,2,2025-12-22 14:31:00+00:00,273.62,274.6,269.9,0.7914893617021258,0.7914893617021258,0.35816095314670643,1.7177106936627606
AAPL,2025-12-29,BULL,AE2_RECLAIM,2,2025-12-29 14:31:00+00:00,273.25,275.37,272.86,0.155378486055772,0.155378486055772,0.7758462946020145,0.9185727355901157
AAPL,2025-12-31,BULL,AE2_RECLAIM,2,2025-12-31 14:31:00+00:00,272.99,274.08,272.28,0.39444444444446214,0.39444444444446214,0.3992820249825909,0.6593648118978759
AAPL,2026-01-02,BULL,AE2_RECLAIM,2,2026-01-02 14:31:00+00:00,271.84,273.68,271.75,0.046632124352318484,0.046632124352318484,0.6768687463213773,0.7099764567392609
AAPL,2026-01-08,BULL,AE2_RECLAIM,2,2026-01-08 14:31:00+00:00,260.36,263.68,259.81,0.14211886304909838,0.14211886304909838,1.2751574742663978,1.4864034413888478
AAPL,2026-01-12,BULL,AE2_RECLAIM,2,2026-01-12 14:31:00+00:00,259.33,260.21,256.22,0.7794486215538832,0.7794486215538832,0.3393359811822757,1.5385801874059895
AAPL,2026-01-13,BULL,AE2_RECLAIM,2,2026-01-13 14:31:00+00:00,260.21,261.3,256.8,0.7577777777777707,0.7577777777777707,0.41889243303486867,1.7293724299604167
AAPL,2026-01-14,BULL,AE2_RECLAIM,2,2026-01-14 14:31:00+00:00,261.05,261.81,258.39,0.7777777777777815,0.7777777777777815,0.29113196705611605,1.3100938517525438
AAPL,2026-01-16,BULL,AE2_RECLAIM,2,2026-01-16 14:31:00+00:00,258.34,261.04,257.05,0.3233082706766819,0.3233082706766819,1.0451343191143632,1.544476271580092
AAPL,2026-01-21,BEAR,AE2_RECLAIM,2,2026-01-21 14:31:00+00:00,246.69,254.79,243.42,0.2875989445910298,0.7124010554089701,1.3255502857837813,4.609023470752768
AAPL,2026-02-02,BULL,AE2_RECLAIM,2,2026-02-02 14:31:00+00:00,259.49,261.8999,252.18,0.7520653504665692,0.7520653504665692,0.9287063085282644,3.7457705499248504
AAPL,2026-02-05,BEAR,AE2_RECLAIM,2,2026-02-05 14:31:00+00:00,276.4,278.95,272.285,0.6174043510877681,0.38259564891223186,1.4887843704775516,2.4113603473227077
AAPL,2026-02-09,BEAR,AE2_RECLAIM,2,2026-02-09 14:31:00+00:00,278.03,280.905,276.925,0.27763819095476683,0.7223618090452332,0.39743912527423714,1.4315001978203652
AAPL,2026-02-13,BEAR,AE2_RECLAIM,2,2026-02-13 14:31:00+00:00,261.54,275.72,260.18,0.08751608751608828,0.9124839124839117,0.5199969411944687,5.941729754530863
AAPL,2026-02-25,BULL,AE2_RECLAIM,2,2026-02-25 14:31:00+00:00,272.17,274.89,267.71,0.6211699164345449,0.6211699164345449,0.9993753903810009,2.6380570966675263
AAPL,2026-03-05,BEAR,AE2_RECLAIM,2,2026-03-05 14:31:00+00:00,262.45,266.15,261.42,0.21775898520084166,0.7822410147991583,0.3924557058487227,1.8022480472470799
AAPL,2026-03-10,BULL,AE2_RECLAIM,2,2026-03-10 13:31:00+00:00,259.89,261.15,253.6805,0.8313140103085891,0.8313140103085891,0.4848205009811809,2.874100581015038
AAPL,2026-03-12,BEAR,AE2_RECLAIM,2,2026-03-12 13:31:00+00:00,260.81,262.13,259.55,0.4883720930232553,0.5116279069767447,0.4831103101874893,0.9892258732410506
AAPL,2026-03-13,BEAR,AE2_RECLAIM,2,2026-03-13 13:31:00+00:00,255.75,258.95,254.18,0.3291404612159327,0.6708595387840672,0.6138807429129983,1.8651026392961807
AAPL,2026-03-20,BEAR,AE2_RECLAIM,2,2026-03-20 13:31:00+00:00,248.907,251.83,247.3,0.3547461368653419,0.645253863134658,0.6456226622794856,1.8199568513541204
AAPL,2026-04-08,BEAR,AE2_RECLAIM,2,2026-04-08 13:31:00+00:00,253.49,256.2,245.7,0.7419047619047638,0.25809523809523616,3.073099530553481,4.1421752337370314
AAPL,2026-04-10,BEAR,AE2_RECLAIM,2,2026-04-10 13:31:00+00:00,260.39,261.12,256.07,0.8554455445544522,0.1445544554455478,1.6590498867083965,1.9393985944160728
AAPL,2026-04-14,BULL,AE2_RECLAIM,2,2026-04-14 13:31:00+00:00,259.21,260.18,256.66,0.724431818181809,0.724431818181809,0.37421395779484873,1.3579723004513644
AAPL,2026-04-16,BEAR,AE2_RECLAIM,2,2026-04-16 13:31:00+00:00,266.37,266.56,257.81,0.9782857142857145,0.021714285714285464,3.213575102301311,3.284904456207531
AAPL,2026-04-24,BEAR,AE2_RECLAIM,2,2026-04-24 13:31:00+00:00,273.44,275.77,271.65,0.4344660194174802,0.5655339805825198,0.6546225863077898,1.5067290813341152
AAPL,2026-04-30,BEAR,AE2_RECLAIM,2,2026-04-30 13:31:00+00:00,270.19,271.04,267.04,0.7874999999999943,0.21250000000000568,1.165846256338124,1.4804396905881045
AAPL,2026-05-13,BULL,AE2_RECLAIM,2,2026-05-13 13:31:00+00:00,294.88,295.27,292.56,0.8560885608856128,0.8560885608856128,0.13225718936516087,0.9190179055887071
AAPL,2026-05-18,BEAR,AE2_RECLAIM,2,2026-05-18 13:31:00+00:00,300.255,303.2,296.52,0.5591317365269476,0.4408682634730524,1.2439426487485683,2.2247756074003786
AAPL,2026-05-19,BULL,AE2_RECLAIM,2,2026-05-19 13:31:00+00:00,297.83,300.66,294.91,0.5078260869565147,0.5078260869565147,0.9502064936373237,1.9306315683443578
AAPL,2026-05-20,BULL,AE2_RECLAIM,2,2026-05-20 13:31:00+00:00,298.98,300.51,296.35,0.6322115384615422,0.6322115384615422,0.5117399157134165,1.3913974178874733
AAPL,2026-05-26,BULL,AE2_RECLAIM,2,2026-05-26 13:31:00+00:00,308.81,311.4,305.84,0.5341726618705083,0.5341726618705083,0.8387034098636621,1.8004598296687289
AAPL,2026-06-01,BULL,AE2_RECLAIM,2,2026-06-01 13:31:00+00:00,312.07,315.0,309.53,0.4643510054844621,0.4643510054844621,0.9388919152754212,1.7528118691319343
AAPL,2026-06-03,BULL,AE2_RECLAIM,2,2026-06-03 13:31:00+00:00,315.22,315.45,306.685,0.9737592698231646,0.9737592698231646,0.07296491339380792,2.780597677812317
AAPL,2026-06-04,BEAR,AE2_RECLAIM,2,2026-06-04 13:31:00+00:00,310.39,316.94,308.85,0.1903584672435066,0.8096415327564934,0.49615000483261823,2.606398402010366
AAPL,2026-06-15,BEAR,AE2_RECLAIM,2,2026-06-15 13:31:00+00:00,291.07,297.14,289.62,0.19281914893616917,0.8071808510638309,0.49816195416909637,2.583570962311465
AAPL,2026-06-22,BULL,AE2_RECLAIM,2,2026-06-22 13:31:00+00:00,297.89,300.57,295.62,0.458585858585856,0.458585858585856,0.899660948672331,1.6616871999731406
AAPL,2026-06-26,BULL,AE2_RECLAIM,2,2026-06-26 13:31:00+00:00,275.05,288.8,273.75,0.08637873754152893,0.08637873754152893,4.999091074350118,5.471732412288679
AAPL,2026-07-13,BULL,AE2_RECLAIM,2,2026-07-13 13:31:00+00:00,315.3299,316.91,312.17,0.6666455696202505,0.6666455696202505,0.5010942508147865,1.503187613987766
AAPL,2026-07-15,BULL,AE2_RECLAIM,2,2026-07-15 13:31:00+00:00,314.92,316.19,311.91,0.7032710280373855,0.7032710280373855,0.4032770227359272,1.3590753207163637
AAPL,2026-07-21,BULL,AE2_RECLAIM,2,2026-07-21 13:31:00+00:00,326.7,333.71,323.68,0.30109670987038784,0.30109670987038784,2.1456994184266884,3.0700948882766985
AAPL,2026-07-30,BULL,AE2_RECLAIM,2,2026-07-30 13:31:00+00:00,338.05,344.5699,337.3501,0.0969417435386038,0.0969417435386038,1.9286791894690154,2.135719568111232
AAPL,2026-07-31,BEAR,AE2_RECLAIM,2,2026-07-31 13:31:00+00:00,333.86,334.75,329.59,0.8275193798449647,0.1724806201550353,1.2789792128437183,1.5455580183310442
AAPL,2026-08-07,BULL,AE2_RECLAIM,2,2026-08-07 13:31:00+00:00,312.49,316.2894,309.23,0.46179562002436453,0.46179562002436453,1.2158469071010245,2.259080290569292
AAPL,2026-08-21,BEAR,AE2_RECLAIM,2,2026-08-21 13:31:00+00:00,311.295,320.28,310.65,0.06697819314642149,0.9330218068535785,0.20719895918663603,3.093528646460751
AAPL,2026-08-24,BEAR,AE2_RECLAIM,2,2026-08-24 13:31:00+00:00,309.42,312.38,307.01,0.44878957169460393,0.551210428305396,0.7788766078469475,1.7355051386465012
ABBV,2025-05-27,BEAR,AE2_RECLAIM,2,2025-05-27 13:31:00+00:00,183.38,184.115,181.715,0.6937499999999951,0.3062500000000049,0.9079507034572976,1.308757770749267
ABBV,2025-06-06,BULL,AE2_RECLAIM,2,2025-06-06 13:31:00+00:00,187.42,188.6,185.05,0.6676056338028133,0.6676056338028133,0.6296019635044323,1.8941415003734838
ABBV,2025-06-10,BULL,AE2_RECLAIM,2,2025-06-10 13:31:00+00:00,189.16,191.79,189.008,0.05463695183320912,0.05463695183320912,1.3903573694227087,1.4707126242334438
ABBV,2025-06-17,BULL,AE2_RECLAIM,2,2025-06-17 13:31:00+00:00,190.95,191.6581,188.93,0.7404420659066728,0.7404420659066728,0.37083006022519077,1.4286986122021386
ABBV,2025-06-23,BULL,AE2_RECLAIM,2,2025-06-23 13:31:00+00:00,185.21,187.1,184.16,0.35714285714286126,0.35714285714286126,1.0204632579234307,1.587387290103125
ABBV,2025-07-02,BEAR,AE2_RECLAIM,2,2025-07-02 13:31:00+00:00,189.94,191.76,184.385,0.7532203389830517,0.24677966101694826,2.9246077708750167,3.882805096346215
ABBV,2025-07-11,BEAR,AE2_RECLAIM,2,2025-07-11 13:31:00+00:00,194.96,197.5,189.56,0.6801007556675072,0.31989924433249284,2.7697989331144877,4.072630283135001
ABBV,2025-07-24,BEAR,AE2_RECLAIM,2,2025-07-24 13:31:00+00:00,190.52,190.8,186.77,0.9305210918114142,0.06947890818858582,1.9682972916229267,2.115263489397439
ABBV,2025-07-25,BEAR,AE2_RECLAIM,2,2025-07-25 13:31:00+00:00,190.85,192.24,189.99,0.38222222222221564,0.6177777777777844,0.45061566675398756,1.1789363374377784
ABBV,2025-08-11,BEAR,AE2_RECLAIM,2,2025-08-11 13:31:00+00:00,198.14,200.33,197.14,0.3134796238244488,0.6865203761755512,0.504693650953871,1.6099727465428617
ABBV,2025-08-18,BEAR,AE2_RECLAIM,2,2025-08-18 13:31:00+00:00,206.7,206.84,204.32,0.9444444444444388,0.05555555555556124,1.151427189163036,1.2191582002902808
ABBV,2025-08-20,BULL,AE2_RECLAIM,2,2025-08-20 13:31:00+00:00,206.3,207.8,205.1009,0.4442591975102844,0.4442591975102844,0.7270964614638875,1.3083373727581267
ABBV,2025-08-26,BEAR,AE2_RECLAIM,2,2025-08-26 13:31:00+00:00,207.47,211.2969,207.05,0.09889566507334509,0.9011043349266549,0.20243890682989707,2.046994746228362
ABBV,2025-08-27,BULL,AE2_RECLAIM,2,2025-08-27 13:31:00+00:00,208.355,208.58,206.57,0.8880597014925271,0.8880597014925271,0.10798876916801743,0.964699671234201
ABBV,2025-09-11,BEAR,AE2_RECLAIM,2,2025-09-11 13:31:00+00:00,211.67,212.27,208.435,0.8435462842242447,0.1564537157757553,1.5283223886237942,1.8117824916143093
ABBV,2025-09-12,BULL,AE2_RECLAIM,2,2025-09-12 13:31:00+00:00,220.18,221.765,216.75,0.683948155533403,0.683948155533403,0.7198655645380959,2.277681896630024
ABBV,2025-09-19,BULL,AE2_RECLAIM,2,2025-09-19 13:31:00+00:00,222.0,222.07,219.92,0.9674418604651195,0.9674418604651195,0.03153153153152846,0.968468468468471
ABBV,2025-09-22,BEAR,AE2_RECLAIM,2,2025-09-22 13:31:00+00:00,222.38,223.49,221.585,0.4173228346456625,0.5826771653543374,0.3574961777138176,0.856641784333124
ABBV,2025-09-25,BULL,AE2_RECLAIM,2,2025-09-25 13:31:00+00:00,219.96,222.2399,218.54,0.38379415659882987,0.38379415659882987,1.0365066375704663,1.6820785597381402
ABBV,2025-10-02,BULL,AE2_RECLAIM,2,2025-10-02 13:31:00+00:00,244.38,244.81,232.0,0.9664324746291955,0.9664324746291955,0.17595547917178445,5.241836484164008
ABBV,2025-10-03,BULL,AE2_RECLAIM,2,2025-10-03 13:31:00+00:00,236.57,242.67,234.52,0.25153374233128695,0.25153374233128695,2.578517986219721,3.4450691127361788
ABBV,2025-10-07,BEAR,AE2_RECLAIM,2,2025-10-07 13:31:00+00:00,230.19,232.95,227.92,0.4512922465208767,0.5487077534791234,0.9861418827924802,2.1851513966723144
ABBV,2025-10-08,BULL,AE2_RECLAIM,2,2025-10-08 13:31:00+00:00,232.83,234.08,227.59,0.807395993836672,0.807395993836672,0.5368723961688786,2.7874414809088215
ABBV,2025-10-14,BULL,AE2_RECLAIM,2,2025-10-14 13:31:00+00:00,230.31,233.805,229.2244,0.2369995197135743,0.2369995197135743,1.5175198645304175,1.9888845469150294
ABBV,2025-10-24,BEAR,AE2_RECLAIM,2,2025-10-24 13:31:00+00:00,228.26,229.86,227.25,0.38697318007662285,0.6130268199233772,0.4424778761061907,1.1434329273635389
ABBV,2025-10-27,BULL,AE2_RECLAIM,2,2025-10-27 13:31:00+00:00,228.0,229.04,226.25,0.6272401433691774,0.6272401433691774,0.45614035087718946,1.2236842105263122
ABBV,2025-10-31,BEAR,AE2_RECLAIM,2,2025-10-31 13:31:00+00:00,228.08,229.65,226.41,0.5154320987654356,0.4845679012345644,0.73219922834094,1.420554191511754
ABBV,2025-11-07,BEAR,AE2_RECLAIM,2,2025-11-07 14:31:00+00:00,219.07,219.684,215.65,0.84779375309866,0.15220624690134,1.5611448395489969,1.841420550508966
ABBV,2025-11-10,BULL,AE2_RECLAIM,2,2025-11-10 14:31:00+00:00,219.26,220.99,217.09,0.5564102564102524,0.5564102564102524,0.7890176046702628,1.778710207060114
ABBV,2025-11-12,BULL,AE2_RECLAIM,2,2025-11-12 14:31:00+00:00,225.24,225.42,219.0,0.9719626168224332,0.9719626168224332,0.07991475759189239,2.8502930207778316
ABBV,2025-11-14,BEAR,AE2_RECLAIM,2,2025-11-14 14:31:00+00:00,232.37,239.29,232.16,0.02945301542777112,0.9705469845722289,0.09037311184748803,3.068382321297928
ABBV,2025-12-15,BULL,AE2_RECLAIM,2,2025-12-15 14:31:00+00:00,223.33,223.82,221.1,0.8198529411764777,0.8198529411764777,0.21940625979491366,1.2179286258003845
ABBV,2025-12-18,BULL,AE2_RECLAIM,2,2025-12-18 14:31:00+00:00,224.41,226.41,222.86,0.43661971830985646,0.43661971830985646,0.89122588119959,1.5819259391292646
ABBV,2025-12-22,BULL,AE2_RECLAIM,2,2025-12-22 14:31:00+00:00,226.72,229.47,222.35,0.6137640449438204,0.6137640449438204,1.2129498941425547,3.140437544107271
ABBV,2026-01-12,BEAR,AE2_RECLAIM,2,2026-01-12 14:31:00+00:00,220.064,225.12,219.0,0.1738562091503255,0.8261437908496745,0.48349571033880734,2.781009160971356
ABBV,2026-01-13,BEAR,AE2_RECLAIM,2,2026-01-13 14:31:00+00:00,220.08,222.49,218.39,0.4121951219512236,0.5878048780487763,0.7679025808796919,1.8629589240276367
ABBV,2026-01-14,BULL,AE2_RECLAIM,2,2026-01-14 14:31:00+00:00,220.58,220.73,215.85,0.9692622950819718,0.9692622950819718,0.06800253876143678,2.2123492610390767
ABBV,2026-01-27,BULL,AE2_RECLAIM,2,2026-01-27 14:31:00+00:00,220.73,221.4771,218.5,0.7490510899868947,0.7490510899868947,0.3384678113532449,1.3487518687989883
ABBV,2026-01-29,BULL,AE2_RECLAIM,2,2026-01-29 14:31:00+00:00,218.68,224.03,216.7,0.2701227830832217,0.2701227830832217,2.4464971648070213,3.3519297603804703
ABBV,2026-01-30,BULL,AE2_RECLAIM,2,2026-01-30 14:31:00+00:00,220.35,224.14,218.0,0.3827361563517915,0.3827361563517915,1.719990923530743,2.7864760608123382
ABBV,2026-03-02,BULL,AE2_RECLAIM,2,2026-03-02 14:31:00+00:00,232.03,232.27,225.06,0.9667128987517325,0.9667128987517325,0.10343490065940142,3.107356807309403
ABBV,2026-03-10,BULL,AE2_RECLAIM,2,2026-03-10 13:31:00+00:00,227.48,230.675,223.23,0.5708529214237726,0.5708529214237726,1.404519078600326,3.2728151925444093
ABBV,2026-03-11,BULL,AE2_RECLAIM,2,2026-03-11 13:31:00+00:00,227.0,231.265,226.16,0.16454456415279237,0.16454456415279237,1.8788546255506546,2.2488986784140925
ABBV,2026-03-12,BEAR,AE2_RECLAIM,2,2026-03-12 13:31:00+00:00,227.68,229.2899,225.295,0.5970111892663192,0.40298881073368076,1.0475228390723907,1.7546117357695017
ABBV,2026-03-30,BEAR,AE2_RECLAIM,2,2026-03-30 13:31:00+00:00,209.32,213.49,209.12,0.045766590389013366,0.9542334096109867,0.09554748710108381,2.0877125931588023
ABBV,2026-04-01,BULL,AE2_RECLAIM,2,2026-04-01 13:31:00+00:00,217.44,219.17,214.85,0.5995370370370388,0.5995370370370388,0.7956217807211138,1.9867549668874143
ABBV,2026-04-29,BULL,AE2_RECLAIM,2,2026-04-29 13:31:00+00:00,197.7,199.18,196.44,0.4598540145985353,0.4598540145985353,0.7486090035407276,1.385938290338902
ABBV,2026-05-04,BEAR,AE2_RECLAIM,2,2026-05-04 13:31:00+00:00,206.61,211.0,205.57,0.19152854511970888,0.8084714548802912,0.5033638255650842,2.6281399738638043
ABBV,2026-05-11,BULL,AE2_RECLAIM,2,2026-05-11 13:31:00+00:00,201.46,202.4,200.02,0.6050420168067229,0.6050420168067229,0.4665938647870534,1.1813759555246677
ABBV,2026-05-26,BEAR,AE2_RECLAIM,2,2026-05-26 13:31:00+00:00,215.76,220.01,215.7,0.013921113689095647,0.9860788863109043,0.027808676307008843,1.9975899147200604
ABBV,2026-05-28,BULL,AE2_RECLAIM,2,2026-05-28 13:31:00+00:00,215.48,215.94,211.36,0.8995633187772905,0.8995633187772905,0.21347688880638946,2.125487284202703
ABBV,2026-06-03,BEAR,AE2_RECLAIM,2,2026-06-03 13:31:00+00:00,215.41,216.57,208.99,0.8469656992084434,0.15303430079155655,2.980363028643047,3.5188709902047184
ABBV,2026-06-15,BEAR,AE2_RECLAIM,2,2026-06-15 13:31:00+00:00,227.63,228.3999,224.32,0.8112943944704515,0.18870560552954851,1.4541141325835796,1.7923384439660894
ABBV,2026-06-18,BULL,AE2_RECLAIM,2,2026-06-18 13:31:00+00:00,221.21,222.8399,218.83,0.5935310107483984,0.5935310107483984,0.7368111749016736,1.8127119027168699
ABBV,2026-06-25,BULL,AE2_RECLAIM,2,2026-06-25 13:31:00+00:00,234.91,237.36,232.85,0.4567627494456748,0.4567627494456748,1.0429526201524062,1.9198842109744239
ABBV,2026-06-30,BEAR,AE2_RECLAIM,2,2026-06-30 13:31:00+00:00,254.22,255.99,249.2,0.7393225331369654,0.2606774668630346,1.974667610730867,2.6709149555503187
ABBV,2026-07-13,BEAR,AE2_RECLAIM,2,2026-07-13 13:31:00+00:00,248.0,251.6645,245.05,0.44598987073852775,0.5540101292614723,1.1895161290322536,2.6671370967741903
ABBV,2026-07-14,BEAR,AE2_RECLAIM,2,2026-07-14 13:31:00+00:00,248.04,249.7439,244.6101,0.6681016011531415,0.33189839884685846,1.3828011611030493,2.0697468150298373
ABBV,2026-07-27,BEAR,AE2_RECLAIM,2,2026-07-27 13:31:00+00:00,259.22,260.22,256.765,0.7105643994211323,0.28943560057886775,0.947071985186344,1.3328446879098992
ABBV,2026-07-28,BULL,AE2_RECLAIM,2,2026-07-28 13:31:00+00:00,256.92,262.1,256.78,0.026315789473692085,0.026315789473692085,2.01619181068037,2.070683481239316
ABBV,2026-08-03,BULL,AE2_RECLAIM,2,2026-08-03 13:31:00+00:00,251.06,255.52,247.0,0.47652582159624385,0.47652582159624385,1.7764677766271042,3.3936110889827176
ABBV,2026-08-07,BEAR,AE2_RECLAIM,2,2026-08-07 13:31:00+00:00,243.85,249.95,241.2,0.3028571428571435,0.6971428571428565,1.086733647734265,3.588271478367849
ABBV,2026-08-20,BEAR,AE2_RECLAIM,2,2026-08-20 13:31:00+00:00,266.14,266.965,259.55,0.8887390424814575,0.11126095751854248,2.47614037724505,2.786127602013964
ABBV,2026-08-24,BEAR,AE2_RECLAIM,2,2026-08-24 13:31:00+00:00,264.96,266.84,260.101,0.7210268585843593,0.27897314141564067,1.833861714975838,2.543402777777769
ABNB,2025-05-28,BEAR,AE2_RECLAIM,2,2025-05-28 13:31:00+00:00,129.39,130.4,128.345,0.5085158150851504,0.4914841849148496,0.8076358296622519,1.588221655460242
ABNB,2025-06-05,BULL,AE2_RECLAIM,2,2025-06-05 13:31:00+00:00,133.51,134.855,131.64,0.5816485225505451,0.5816485225505451,1.0074151748932658,2.408059321399149
