candidate_id,sample_version,set_code,position_in_set,symbol,trade_date,source_sparse_symbol,selection_rank,selection_hash,access_window_start,access_window_end,selection_basis
SET_1_11_ORCL_2026-05-11,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_1,20,ORCL,2026-05-11,False,11,0129210265108766d25cc15062b9dd1ca6389f260cfe0aee40fb7b77a6a0b8a0,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_1_12_META_2026-06-02,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_1,6,META,2026-06-02,False,12,013efa46944791e74aec2acfa8d70b881fd286684496ed0def15b5dd02beffb9,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_2_01_ADBE_2026-04-13,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_2,2,ADBE,2026-04-13,False,1,000522e2cb1052c2b1fa72d17a57ce7dbaee968ae8cf88ee22e0ce0e703cb5f7,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_2_02_MU_2026-07-07,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_2,22,MU,2026-07-07,False,2,000dd6f43c1e042846ecacd598825577a22683aee3136d371a0bd8930a807247,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_2_03_CAT_2026-04-17,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_2,12,CAT,2026-04-17,False,3,0032578de59dc164b34e48b933d961ebd1f9deaddc3365d83610eeab3d6a397a,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_2_04_SLB_2026-07-28,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_2,4,SLB,2026-07-28,False,4,0032c0c22eb9a1d720ce03cc45134ed3b432baa7149197a0a68f009ab54c03fb,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_2_05_UNH_2026-05-29,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_2,24,UNH,2026-05-29,False,5,00385d26e7d336d5748989d3cd462702c05c23fd745b3ac392fa5d37e0c0fa8f,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_2_06_COP_2026-04-08,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_2,11,COP,2026-04-08,False,6,00485199c14b19ef78e6a170f52cd3acaf94868380173ad4acc95fa1ba9acc97,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_2_07_WMT_2026-08-19,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_2,16,WMT,2026-08-19,False,7,00505e6d8c2d170e30b823d86eb43b0db442e67fac65262a8af88f4b305d5c4e,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_2_08_GS_2026-08-28,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_2,7,GS,2026-08-28,False,8,005b0b874235469bde5fc7cbbf37e11bd504a3e58c30a5c012d590e14108846e,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_2_09_DDOG_2026-05-29,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_2,27,DDOG,2026-05-29,False,9,008087263b5ef41d57df2087e14d6d5abef215ee710f4944f6cfb6c491314b5a,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_2_10_DIS_2026-05-13,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_2,20,DIS,2026-05-13,False,10,00989811e1591ca5adf3f3e5a9bce1a56b72a423c3f66652b3f0b349fbbdbf35,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_2_11_UBER_2026-08-03,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_2,23,UBER,2026-08-03,False,11,00bab93fa6e62f2f5348611822d615b8c3c425f639f9d435cf3a1d9d1bb7f526,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_2_12_MNDY_2026-08-05,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_2,28,MNDY,2026-08-05,True,12,0663a941269a0461383dd2cdf6568ee187cd41a381baf023d1ff166ebf5d24a5,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_3_01_MRVL_2026-05-14,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_3,5,MRVL,2026-05-14,False,1,0000d624398bf21653366c187457e20ddd57abbec28ac3eecf3e523ddbee5ca5,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_3_02_NOW_2026-03-25,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_3,3,NOW,2026-03-25,True,2,00100c7593bc304f060b2c9fd2ffdd73d47efdaa8187b29799a8304140b94408,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_3_03_PANW_2026-04-09,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_3,1,PANW,2026-04-09,False,3,00150896a17979809c804a0bda153dcafc2f579ac6ecfa0a31d86a1a9b0b25d7,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_3_04_PEP_2026-05-06,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_3,21,PEP,2026-05-06,False,4,002df62b8ee521c2d5397a53aa8b564b60ddf8b00e1007209b1117f45144ca14,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_3_05_C_2026-04-01,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_3,7,C,2026-04-01,False,5,0041c885abfb26d4422bcc6fe931fd6a4f9b7618834fe4441fe19f88025a443c,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_3_06_LOW_2026-03-20,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_3,18,LOW,2026-03-20,False,6,008507a60ca709e86a1b76dd0a39882606e88d7ccc6c401f532039aa2ec0a66e,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_3_07_T_2026-05-12,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_3,26,T,2026-05-12,False,7,009f173d6078c831d65abc305d69363e376d8368889a9a95da3df9915148a6e7,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_3_08_MRK_2026-05-08,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_3,22,MRK,2026-05-08,False,8,00d3e02a38372fee0ef59c6484c75efb050a01c4ee84b46a1968c19c88a54317,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_3_09_OXY_2026-03-19,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_3,11,OXY,2026-03-19,False,9,00d5425424b0e0061d84c87d8a3c45477061620a1a62df54f21348590fad0e27,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_3_10_ISRG_2026-04-10,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_3,25,ISRG,2026-04-10,False,10,00ec2de6660b1024fae7c66579e711133ad7725a6434cc8ce7179913a3ff3103,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_3_11_SNOW_2026-06-05,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_3,4,SNOW,2026-06-05,False,11,00f5289641e524d0e05dcb572ad6bceade3ce72c45156d71d2bc3a45d378fdb9,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_3_12_BKNG_2026-03-12,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_3,28,BKNG,2026-03-12,True,12,01d03589a26d07e13c0b894106f5c613ce91edd8a5c6f6c6f2828087299cf33a,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_4_01_APP_2026-08-18,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_4,5,APP,2026-08-18,False,1,00188d8018136468652154e30827f579088a0ce6e5d35ed6125ecbef630895d4,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_4_02_BLK_2026-07-27,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_4,16,BLK,2026-07-27,True,2,001c2838c9629fc501d817cecbcf99ee8d470417f255d41500fc98c111c67eac,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_4_03_SHOP_2026-04-24,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_4,6,SHOP,2026-04-24,False,3,002bc80d8a87d8a3aaf83790412028d1ae3e605da469ea9e5f8fba9e403906d8,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_4_04_CSCO_2026-06-02,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_4,15,CSCO,2026-06-02,False,4,0044c6858a38e670b199f09d5bb7f92af5887e0a2f395ef3642937aed3a93f6f,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_4_05_DASH_2026-05-13,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_4,10,DASH,2026-05-13,False,5,0085f56d45a4d2f0235b4dfb2fc421469c293586a5d7a541109e3cee7447ead6,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_4_06_ABNB_2026-07-31,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_4,9,ABNB,2026-07-31,False,6,0090d42e7da32192aef807ebd78893ef7fc3aecb7fab8c5a61da12f5466e93c9,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_4_07_BMY_2026-06-24,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_4,26,BMY,2026-06-24,False,7,00c38ff5aa33bc8ba0b39683fe59080bdcf4f14e28f261fab71877799a58b9cb,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_4_08_NEE_2026-05-15,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_4,28,NEE,2026-05-15,False,8,00c7aa2baf635916feb9602294dfbf3f657d4b18831e6c1d4f7e5fc29e97464c,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_4_09_RBLX_2026-06-01,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_4,11,RBLX,2026-06-01,False,9,00f27e25fc4b2e464a7efb875f30a810a20d8758eea4a45448b4617672ba2034,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_4_10_ANET_2026-03-24,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_4,4,ANET,2026-03-24,False,10,00fb354587b4635fd9dfbad9cefe79391c8cc648e814496f6b26b5540f7fab66,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_4_11_CMG_2026-03-11,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_4,13,CMG,2026-03-11,False,11,010713b18361151194b1c702af1562842774aac995f6eacbc29783900316751f,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
SET_4_12_CVS_2026-04-28,PMPD_V4_PINE_PARITY_CANDIDATES_V2,SET_4,27,CVS,2026-04-28,False,12,0132b7a476cf6145c87adac1821142b703bb76c0d6d3b54af53bc5f7e3ef2644,2026-02-23,2026-08-28,Deterministic protocol+access-window hash selection; no Python PMPD signal output used.
