name,kind,size_bytes,sha256,project,action,destination,reason,duplicate_of,applied,note
S1M_RC_1.2B_Raw_HTF_Context_Exporter.pine,file,9515,d59081cd5068930ff88346cd0d02d865463bb42ce91c9d7ff882dd79ecd4e628,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_RC_1.2B_Raw_HTF_Context_Exporter.pine,Source move may break paths/imports; review first,S1M_RC_1.2B_Raw_HTF_Context_Exporter (1).pine,False,
S1M_RC_1.2C_Current_Day_Index_Open_Context.pine,file,6194,d51f3f1b4e8e0e924eb36184c4ebaa968d2c377f7b4f7bb994e67a93aa415175,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\pine\second1m\S1M_RC_1.2C_Current_Day_Index_Open_Context.pine,Source move may break paths/imports; review first,,False,
score_a53_v2_prospective_events_v1.py,file,6313,5095fa85786e63f5a3f7409eb098e4372a339bdbf6fd95b48ec801d23156d01f,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\score_a53_v2_prospective_events_v1.py,Source move may break paths/imports; review first,,False,
score_altc2_prospective_events_v1.py,file,13521,1d199d07d41c27a0b89189caf68af696bba16696921be5e3c55e03fb98c80279,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\score_altc2_prospective_events_v1.py,Source move may break paths/imports; review first,,False,
Screenshot 2026-09-05 131332.png,file,41311,6ebb0e0b2abf834b7c545a20417cfc999a3da8114c00e93df4c76b2928281411,other,REVIEW,,Unclassified root file,,False,
Set1_CVS_Test,file,2466626,ef7c6e41e120cd63eac0ebeb70566109b02bf5aeacbc48c78a24e980ae3a5990,orb,REVIEW,,Unclassified root file,,False,
Set2_CVS_Test,file,2319433,f1d38cf755543b954434ba87ab1dcc8808e759558c61d491ac798079412270b8,orb,REVIEW,,Unclassified root file,,False,
Set4_5MinLookback,file,2829901,d7d16026fc6daa07a54c9cb9a34ea7ca9fb8815175e916fc37dae358e06c3db0,orb,REVIEW,,Unclassified root file,,False,
Set4_CVS_Test,file,2257583,080b774202353c63cd094c491ac1a3044cf618b741e6653b719b8914893b8712,orb,REVIEW,,Unclassified root file,,False,
sql,dir,0,,core,KEEP_ROOT,,Core directory,,False,
strategies,dir,0,,core,KEEP_ROOT,,Core directory,,False,
summarize_9j_discovery_evidence.py,file,4961,a9359ea3f16b6f74731adc8dac7bdc95326ba56728daad49a00250f8ccc4bc11,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\summarize_9j_discovery_evidence.py,Source move may break paths/imports; review first,,False,
summarize_9j_validation_robustness.py,file,7986,66cce632296b3776e06499680bf527893a15f89e7cd04d31999387a5d6aa42db,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\summarize_9j_validation_robustness.py,Source move may break paths/imports; review first,,False,
temp.ping,file,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,other,DELETE_SAFE,,Known zero-byte temporary/diagnostic file,MassiveAPI_Test,False,
Test.py,file,3409,403fedb2be17ad418660b59998c860d070b794843f37db13492c821dcb789861,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\Test.py,Source move may break paths/imports; review first,,False,
tests,dir,0,,core,KEEP_ROOT,,Core directory,,False,
tr_platform,dir,0,,core,KEEP_ROOT,,Core directory,,False,
trace_a51_a39_original_research_code_v1.py,file,1324,f5e7d87f37dac589f0d52dfcd8a9a9db0aab04927f73e8db221eaa5f5df09fde,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\trace_a51_a39_original_research_code_v1.py,Source move may break paths/imports; review first,,False,
trace_a51_a39_screen_bucket_scope_v1.py,file,1632,134536c4ceb29a81f261f42f2ad59c794aa9d8aa3ac502efc7c73558b3ad5201,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\trace_a51_a39_screen_bucket_scope_v1.py,Source move may break paths/imports; review first,,False,
trace_a51_a39_upstream_bucket_creation_v1.py,file,1197,34f56e52152016ad66ce7b9ebcbb1e94e74f25dbb889f5fd9740c3d5119055c4,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\trace_a51_a39_upstream_bucket_creation_v1.py,Source move may break paths/imports; review first,,False,
trace_a51_a39_upstream_bucket_creation_v2.py,file,2152,ae7258394068b2855a6ac4270eb68b15da14a7fe74517215c0157f97faa85e1b,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\trace_a51_a39_upstream_bucket_creation_v2.py,Source move may break paths/imports; review first,,False,
update_altc2_prospective_v1.py,file,11168,0cfab990bd63c6306d9a9acb17e122de1daee083d102093862be8ddf980768d2,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\update_altc2_prospective_v1.py,Source move may break paths/imports; review first,,False,
update_altc2_prospective_v1_v2.py,file,1190,b8dc140ae73b8769a9e7983294a587b664506b43788b71aa1eb240cfd573ed20,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\update_altc2_prospective_v1_v2.py,Source move may break paths/imports; review first,,False,
v4_parity_engine_v1.py,file,8680,c1710736da927d1d3b6e19ce36cf1a04098d9eac23213af5a958808e9e602d00,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\v4_parity_engine_v1.py,Source move may break paths/imports; review first,,False,
v4_parity_engine_v2.py,file,25244,cab75475f0bf4f4a9d8cf86561d9959957d660aeae7926769e26c53599be4b22,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\v4_parity_engine_v2.py,Source move may break paths/imports; review first,,False,
v4_parity_validation_inspection.txt,file,63138,01c38a18cf4bfd22d9c2a93914870685a8e07fd0747a9da383741cb317c67a32,other,REVIEW,,Unclassified root file,,False,
validate_second1m_ae4_v1.py,file,14948,1f8e51318d38cd8ebb451331070aa323346c4b375c792df34540f03c45afe4c6,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\validate_second1m_ae4_v1.py,Source move may break paths/imports; review first,,False,
validate_second1m_alt_aapl_overlap.py,file,9757,3299b154d9ecc1e67adc2e01d994439ac2f9f96974ce7b334481ccb5026a48ff,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\validate_second1m_alt_aapl_overlap.py,Source move may break paths/imports; review first,,False,
validate_second1m_alt_entry_cache.py,file,6918,5294e5aca0b6a52f50ad16f6830440455ca52f11e0d94eac9a50bc9c583975fe,second1m,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\second1m\validate_second1m_alt_entry_cache.py,Source move may break paths/imports; review first,,False,
vwap_event_path_v2.py,file,11452,c8e45976ffe921e2e3395c4abcb90815c6872cc8bbdb8442e4ed8cf56a0cb8e5,other,REVIEW_CODE_MOVE,C:\Users\DirtySouth\TradingResearch\scripts\other\vwap_event_path_v2.py,Source move may break paths/imports; review first,,False,
