source,destination,project,phase,role,sha256,dependency_count,dependencies,status,reason
install_and_msft_preflight.ps1,scripts\pmpd\legacy\install_and_msft_preflight.ps1,pmpd,legacy,AUDIT_DIAGNOSTIC,fe4c69e1e704b678f0921dd607bc6365fbb45ae6ba6464bcb87142713f52162d,1,vwap_event_path_v2.py,HOLD,root-source dependencies=1
inventory_9n_3k_massive_pipeline.py,scripts\pmpd\9n\inventory_9n_3k_massive_pipeline.py,pmpd,9n,AUDIT_DIAGNOSTIC,355743d7eb90dc94af601b512fdfdee4617a929effe9538377d824d565d95143,0,,SAFE_WAVE1,
inventory_a39_a37_frozen_geometry_sources_v1.py,scripts\second1m\a37_a56\inventory_a39_a37_frozen_geometry_sources_v1.py,second1m,a37_a56,CANONICAL_OR_FROZEN,94a869d4456fbd5d8424c065d514c7bb4894da7083fe0a159281f6e650a7714a,0,,HOLD,provenance/canonical review
inventory_a39_c1_c2_transition_existing_evidence_v1.py,scripts\second1m\a37_a56\inventory_a39_c1_c2_transition_existing_evidence_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,dea29bd735e5984c3dee202aeee94b46719827d85fabd589405890c5af6f427b,0,,SAFE_WAVE1,
inventory_a40_intraday_timing_existing_evidence_v1.py,scripts\second1m\a37_a56\inventory_a40_intraday_timing_existing_evidence_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,ae25e79c866070c54de77fc0333d7aa2ad4e1ff954935c9a679653ddd97d871f,0,,SAFE_WAVE1,
inventory_a41_benchmark_intraday_sources_v1.py,scripts\second1m\a37_a56\inventory_a41_benchmark_intraday_sources_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,a1485a3f1324944cdd2ad913ac848f3aeb7b44045215e6d5b4db977247ca279f,0,,SAFE_WAVE1,
inventory_a41_market_open_impulse_existing_evidence_v1.py,scripts\second1m\a37_a56\inventory_a41_market_open_impulse_existing_evidence_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,bf710c566fb5d96805ee8a8a71d29856230975ab0a8790f89ff40f258d54354e,0,,SAFE_WAVE1,
inventory_a42_opening_location_existing_evidence_v1.py,scripts\second1m\a37_a56\inventory_a42_opening_location_existing_evidence_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,1579fb9a7c6587924d7dc6808a66eb86a9a648d1b9bf0dbd54348ff1ad2e7dcc,0,,SAFE_WAVE1,
inventory_a43_opening_relative_strength_existing_evidence_v1.py,scripts\second1m\a37_a56\inventory_a43_opening_relative_strength_existing_evidence_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,ea70059f9d982a403a37827be39f7af17379e54457b76431cfc8402df6be3162,0,,SAFE_WAVE1,
inventory_a44_prior_day_structure_existing_evidence_v1.py,scripts\second1m\a37_a56\inventory_a44_prior_day_structure_existing_evidence_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,aa7df70890e69fed13ad31f56373e17f1761ef926754a8559d8a4f6c886dc479,0,,SAFE_WAVE1,
inventory_a45_prior_day_to_premarket_transition_v1.py,scripts\second1m\a37_a56\inventory_a45_prior_day_to_premarket_transition_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,66f7c18b468bf278dbd0ca3af369e732629d873f63bc385f209a56c9af92b043,0,,SAFE_WAVE1,
inventory_a46_premarket_shape_existing_evidence_v1.py,scripts\second1m\a37_a56\inventory_a46_premarket_shape_existing_evidence_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,ba358b3e31578578514b14f9dc47d290704eb3cb2bdeecf6d89b03d6722dc77c,0,,SAFE_WAVE1,
inventory_a47_entry_area_technical_confluence_v1.py,scripts\second1m\a37_a56\inventory_a47_entry_area_technical_confluence_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,b50df346f22abfcd39a6cccef30b515bad34c600340444578da11bcfd4dec2ab,0,,SAFE_WAVE1,
inventory_a48_remaining_roadmap_gap_audit_v1.py,scripts\second1m\a37_a56\inventory_a48_remaining_roadmap_gap_audit_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,f3a812c341f16aa7a3511de5051fd892dcdd5aca75fe0601f00088859836360e,0,,SAFE_WAVE1,
inventory_a49_opening_liquidity_existing_evidence_v1.py,scripts\second1m\a37_a56\inventory_a49_opening_liquidity_existing_evidence_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,3082141c0c2b4beae18baed0828e768182982cfc86c0416a1695d58760c5c163,0,,SAFE_WAVE1,
inventory_a51_2_frozen_candidate_encodings_v1.py,scripts\second1m\a37_a56\inventory_a51_2_frozen_candidate_encodings_v1.py,second1m,a37_a56,CANONICAL_OR_FROZEN,3a6e4077e00b339f08cc909ed0db4c93c9f10e656338118bd51af4247bea5db6,0,,HOLD,provenance/canonical review
inventory_a51_a39_event_source_v1.py,scripts\second1m\a37_a56\inventory_a51_a39_event_source_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,d9399d678ee3b824e9dd4c6eac630314ea298baed61373a1413a7cc319881755,0,,SAFE_WAVE1,
inventory_a51_a39_frozen_cutpoints_v1.py,scripts\second1m\a37_a56\inventory_a51_a39_frozen_cutpoints_v1.py,second1m,a37_a56,CANONICAL_OR_FROZEN,2971023760c89bfc8f2cd78f263bff06079b94af4079c7eaebf516bdba8d2e64,0,,HOLD,provenance/canonical review
inventory_a51_a39_frozen_encoding_v1.py,scripts\second1m\a37_a56\inventory_a51_a39_frozen_encoding_v1.py,second1m,a37_a56,CANONICAL_OR_FROZEN,d291042fe2613208a94be8f1c71b87fbc5ead6bffb315457decd500c7b5d420f,0,,HOLD,provenance/canonical review
inventory_a51_a39_preferred_source_values_v1.py,scripts\second1m\a37_a56\inventory_a51_a39_preferred_source_values_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,e9d68ac1f9b23b5392552b62d84a7a03e2292fe71684277ea18b924bcc051c09,0,,SAFE_WAVE1,
inventory_a51_frozen_quintile_assignments_v1.py,scripts\second1m\a37_a56\inventory_a51_frozen_quintile_assignments_v1.py,second1m,a37_a56,CANONICAL_OR_FROZEN,075ef76b215f322a593d959b843f6f6fa9ae6afaef431674d2a8f46bddc828f5,0,,HOLD,provenance/canonical review
inventory_a51_retained_v2_evidence_sources_v1.py,scripts\second1m\a37_a56\inventory_a51_retained_v2_evidence_sources_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,2a13c207d9d002d7fe3bab374a15f4435172653bf07ac918ee74733de1bcf487,0,,SAFE_WAVE1,
inventory_a53_c1_level_timing_inputs_v1.py,scripts\second1m\a37_a56\inventory_a53_c1_level_timing_inputs_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,ae1b9fb3e4cfe10db3f489684e686987c7b243cdd9da4ce206962aee1f5f0583,0,,SAFE_WAVE1,
inventory_a53_v2_prospective_scoring_sources_v1.py,scripts\second1m\a37_a56\inventory_a53_v2_prospective_scoring_sources_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,9a1c14d15ffe6316bc6fbf00624d5ba63a7fb1675ef7f7f9183a5e4eaf513572,0,,SAFE_WAVE1,
inventory_a55_19_altc2_reference_logic_v1.py,scripts\second1m\altc2\inventory_a55_19_altc2_reference_logic_v1.py,second1m,altc2,AUDIT_DIAGNOSTIC,ec9abd1d4900f64bbb34832f9f5537de904e62555eabcf6ff3a23e418d65568b,0,,SAFE_WAVE1,
join_and_audit_frozen_9h_outcomes.py,scripts\pmpd\9h\join_and_audit_frozen_9h_outcomes.py,pmpd,9h,CANONICAL_OR_FROZEN,ebd49bbb1b1146713962e29c601fe36d25064f1e3aae856465c1e2985e1de178,2,patch_outcome_join_ambiguous_same_bar.py | patch_outcome_join_prefer_canonical_label.py,HOLD,provenance/canonical review; root-source dependencies=2
Massive_Index_Candidate_Test.py,scripts\market_data\utilities\Massive_Index_Candidate_Test.py,market_data,utilities,RESEARCH_OR_UTILITY,b2176aac80cc5361ac3f32cd44275aa12507331495a727d33814c2854120155e,0,,SAFE_WAVE1,
Massive_Index_Test.py,scripts\market_data\utilities\Massive_Index_Test.py,market_data,utilities,RESEARCH_OR_UTILITY,c359e7a1c8cdfe5ff5dcc2e27fb9946153b0241ec5b19698e3483e9880744932,0,,SAFE_WAVE1,
Massive_Market_Validation.py,scripts\market_data\utilities\Massive_Market_Validation.py,market_data,utilities,RESEARCH_OR_UTILITY,407b3d2775958cecc0a1de9a14099f689628e5a487628b1ad86143826b29dcd7,0,,SAFE_WAVE1,
MassiveAPI_Test.py,scripts\market_data\utilities\MassiveAPI_Test.py,market_data,utilities,RESEARCH_OR_UTILITY,4598cc2d7a395ea02251fd694d32b60ab5c68fa0f35b66c6e940069a92b2e1a9,0,,SAFE_WAVE1,
OSI_1.0.0A_Parity.pine,pine\osi\parity\OSI_1.0.0A_Parity.pine,osi,parity,PINE_SOURCE,0bdd62179fd1aff6aa4c7993cc83dc419f64060700af37f8216617902dc84100,0,,SAFE_WAVE1,
OSI_1.0.0A_Parity_FIX1.pine,pine\osi\parity\OSI_1.0.0A_Parity_FIX1.pine,osi,parity,PATCH_OR_FIX,0d767f9862646bca664673f215463c50adf3a30c8b280c90a5170d60778ae20c,0,,SAFE_WAVE1,
OSI_1.0.0A_Parity_FIX2.pine,pine\osi\parity\OSI_1.0.0A_Parity_FIX2.pine,osi,parity,PATCH_OR_FIX,422259d8ca75cd6ba4539d08ca0465471e1b78b9e312bebfb024d927fa1c4aa1,0,,SAFE_WAVE1,
OSI_1.0.0A_Parity_FIX3.pine,pine\osi\parity\OSI_1.0.0A_Parity_FIX3.pine,osi,parity,PATCH_OR_FIX,f17a325821d5957c1f38b30712d6ed7f7278e2df49f31ffd4100a73270ef9452,0,,SAFE_WAVE1,
OSI_1.0.0A_Parity_FIX4.pine,pine\osi\parity\OSI_1.0.0A_Parity_FIX4.pine,osi,parity,PATCH_OR_FIX,9cb312cb32d4f5fbf03553fcb7244000994ea178a28fc072783b6b5ac0ea8d78,0,,SAFE_WAVE1,
OSI_1.0.0A_Parity_FIX5.pine,pine\osi\parity\OSI_1.0.0A_Parity_FIX5.pine,osi,parity,PATCH_OR_FIX,93b6935d7e19f85a92ee2dd7da3923f67a947f5a405a3e49b84ed0b5391a9335,0,,SAFE_WAVE1,
OSI_1.0.0A_Parity_FIX6.pine,pine\osi\parity\OSI_1.0.0A_Parity_FIX6.pine,osi,parity,PATCH_OR_FIX,b70418f04c916832f5f267560cd85b0fc813e71b0a17157e16f7ff9bb986bc61,0,,SAFE_WAVE1,
OSI_1.0.0A_Parity_FIX7.pine,pine\osi\parity\OSI_1.0.0A_Parity_FIX7.pine,osi,parity,PATCH_OR_FIX,79e88c3262a4200adcae90f69d02155cc459fd362ac73b36566a68419c023fa4,0,,SAFE_WAVE1,
OSI_1.0.0A_Parity_FIX8.pine,pine\osi\parity\OSI_1.0.0A_Parity_FIX8.pine,osi,parity,PATCH_OR_FIX,7c3dc32f1700b6ed2074039c2d20f4fea6723be42c52d65d6249c53c26c8f972,0,,SAFE_WAVE1,
OSI_1.0.0A_Parity_FIX9.pine,pine\osi\parity\OSI_1.0.0A_Parity_FIX9.pine,osi,parity,PATCH_OR_FIX,dfc55569e36f0e4fa1f4f622f4877352d218e6dccbddc47c9c35026da012a8ef,0,,SAFE_WAVE1,
parse_9n_3f_tradingview_csv.py,scripts\pmpd\9n\parse_9n_3f_tradingview_csv.py,pmpd,9n,RESEARCH_OR_UTILITY,816338e4c60c96b061fc1768c1a63d2ee000b796e74198ec53703b38105642f3,0,,SAFE_WAVE1,
patch_9k_discovery_bool_cast.py,scripts\pmpd\9k\patch_9k_discovery_bool_cast.py,pmpd,9k,PATCH_OR_FIX,4bf6c635d30dddb12e106613faaaf502fb0dfe50f0a89d146f2ee6416ae28da4,1,run_9k_classifier_discovery_v1.py,HOLD,root-source dependencies=1
patch_9n_3f2_compact_csv_parity.py,scripts\pmpd\9n\patch_9n_3f2_compact_csv_parity.py,pmpd,9n,PATCH_OR_FIX,dc4fcb2eb32fb6d043501b92d48e220c43746e7bbdae46afe02c4f695f1e6275,1,PM_PD_Breakout_V4_8H7_Parity_Capture_FULL.pine,HOLD,root-source dependencies=1
patch_9n_3f3_robust_compact_csv_parity.py,scripts\pmpd\9n\patch_9n_3f3_robust_compact_csv_parity.py,pmpd,9n,PATCH_OR_FIX,607f2a6201e53ef90e85ba80838e4467ab32e148aee226e55d9af517ea6c35fd,2,PM_PD_Breakout_V4_8H7_Parity_Capture_FULL.pine | PM_PD_Breakout_V4_9N_3F3_COMPACT_CSV_Parity_Export.pine,HOLD,root-source dependencies=2
patch_9n_3f4_data_window_csv_export.py,scripts\pmpd\9n\patch_9n_3f4_data_window_csv_export.py,pmpd,9n,PATCH_OR_FIX,0a6688fc9ce73f5e2e02e7c4cce2c6c6959c36ef141c4bf3a03def72b5df0904,2,PM_PD_Breakout_V4_9N_3F3_COMPACT_CSV_Parity_Export.pine | PM_PD_Breakout_V4_9N_3F4_DATA_WINDOW_CSV_Parity_Export.pine,HOLD,root-source dependencies=2
patch_9n_3f5_frozen_date_level_export.py,scripts\pmpd\9n\patch_9n_3f5_frozen_date_level_export.py,pmpd,9n,CANONICAL_OR_FROZEN,485e47eba36fcb12972611ad39ff7102fbaad78bfa133de17e08f44db06d948e,2,PM_PD_Breakout_V4_9N_3F4_DATA_WINDOW_CSV_Parity_Export.pine | PM_PD_Breakout_V4_9N_3F5_FROZEN_DATE_LEVEL_CSV_Parity_Export.pine,HOLD,provenance/canonical review; root-source dependencies=2
patch_9n_3f_csv_parity_export.py,scripts\pmpd\9n\patch_9n_3f_csv_parity_export.py,pmpd,9n,PATCH_OR_FIX,06ce6c0c5ff385245f6928b15d3be514c9c3609034ef96cb5fedefc56e768060,2,PM_PD_Breakout_V4_8H7_Parity_Capture_FULL.pine | PM_PD_Breakout_V4_9N_3F_CSV_Parity_Export.pine,HOLD,root-source dependencies=2
patch_certify_v2_full50_parity.py,scripts\pmpd\9j\patch_certify_v2_full50_parity.py,pmpd,9j,PATCH_OR_FIX,1fe8448cbd9874f441c1ed321fad899a6630f22665bf624faf134021fee948cc,2,certify_v2_full50.py | cleanup_tradingresearch_stage4_wave1.py,HOLD,root-source dependencies=2
patch_discovery_stage1_restrict_features.py,scripts\pmpd\legacy\patch_discovery_stage1_restrict_features.py,pmpd,legacy,PATCH_OR_FIX,71de94d449859f189259e418251bfdb71a78f6e81460e91bd1239148b9fb0ba4,1,run_9j_vwap_v2_discovery_stage1.py,HOLD,root-source dependencies=1
patch_dp4_derivation_duplicate_decision_id.py,scripts\pmpd\legacy\patch_dp4_derivation_duplicate_decision_id.py,pmpd,legacy,PATCH_OR_FIX,31d59e46bec241ea4a9257a322bb58a878a8f1bfaebc7f0549307ca13683115b,1,derive_and_certify_dp4_structural_clearance.py,HOLD,root-source dependencies=1
patch_dp4_derivation_timezone.py,scripts\pmpd\legacy\patch_dp4_derivation_timezone.py,pmpd,legacy,PATCH_OR_FIX,c61fc11e8cc65695a780370fef6660368be87652dc670dee0cc813ba575c48b4,1,derive_and_certify_dp4_structural_clearance.py,HOLD,root-source dependencies=1
patch_outcome_independence_comment_filter.py,scripts\pmpd\9h\patch_outcome_independence_comment_filter.py,pmpd,9h,PATCH_OR_FIX,36decba6a62963dfd68ae27699594cba459660e2c25e0059f3b4a2e9b6421e7f,2,certify_v2_outcome_independence.py | cleanup_tradingresearch_stage4_wave1.py,HOLD,root-source dependencies=2
patch_outcome_join_ambiguous_same_bar.py,scripts\pmpd\9h\patch_outcome_join_ambiguous_same_bar.py,pmpd,9h,PATCH_OR_FIX,8f4a0d4da872509d719fcffb44a3a23ef7ce776f1ecb17d4364f91dc73c50366,2,cleanup_tradingresearch_stage4_wave1.py | join_and_audit_frozen_9h_outcomes.py,HOLD,root-source dependencies=2
patch_outcome_join_prefer_canonical_label.py,scripts\pmpd\9h\patch_outcome_join_prefer_canonical_label.py,pmpd,9h,PATCH_OR_FIX,473871a03b587e4ccf9786107c260a5119df7cd43b8e6bc0e4a2dd250a4c442a,2,cleanup_tradingresearch_stage4_wave1.py | join_and_audit_frozen_9h_outcomes.py,HOLD,root-source dependencies=2
patch_validation_robustness_block_repair_v3.py,scripts\pmpd\9j\patch_validation_robustness_block_repair_v3.py,pmpd,9j,PATCH_OR_FIX,29b71b0b909e50b1e49a06c1c1619ce5ee9519a86256bbe789eefeb99ad63dbb,2,cleanup_tradingresearch_stage4_wave1.py | summarize_9j_validation_robustness.py,HOLD,root-source dependencies=2
patch_validation_robustness_corr_scope_v2.py,scripts\pmpd\9j\patch_validation_robustness_corr_scope_v2.py,pmpd,9j,PATCH_OR_FIX,8792e37048f6baf5fe937aab209d93a12351b90c0febb1b1ba308c620bd8c933,2,cleanup_tradingresearch_stage4_wave1.py | summarize_9j_validation_robustness.py,HOLD,root-source dependencies=2
patch_validation_robustness_no_scipy.py,scripts\pmpd\9j\patch_validation_robustness_no_scipy.py,pmpd,9j,PATCH_OR_FIX,92cfca2f80ad2a5a7344d4b6e66ce25dee5f3b37314212e1fd5c1f144a4ee40f,2,cleanup_tradingresearch_stage4_wave1.py | summarize_9j_validation_robustness.py,HOLD,root-source dependencies=2
PM + PD Breakout Monitor - V4 8H-7 Parity Capture.pine,pine\pmpd\v4\PM + PD Breakout Monitor - V4 8H-7 Parity Capture.pine,pmpd,v4,PINE_SOURCE,54b708176a5e81d39cbb7aa3cb7cd92de0a44528f3411cae78dedcfaeee07e73,2,extract_9n_v4_source_semantics_utf8_v1.py | extract_9n_v4_source_semantics_v1.py,HOLD,root-source dependencies=2
PM + PD Breakout Monitor - V4 Forward Validation FINAL.pine,pine\pmpd\v4\PM + PD Breakout Monitor - V4 Forward Validation FINAL.pine,pmpd,v4,CANONICAL_OR_FROZEN,e3ffd188a90ed2db077de1b60479cad13b5ba6ad97f9163b8b8d4a808b7dd2e1,2,extract_9n_v4_source_semantics_utf8_v1.py | extract_9n_v4_source_semantics_v1.py,HOLD,provenance/canonical review; root-source dependencies=2
PM_PD_Breakout_V4_8H7_Parity_Capture.pine,pine\pmpd\v4\PM_PD_Breakout_V4_8H7_Parity_Capture.pine,pmpd,v4,PINE_SOURCE,01bd8e441ab4a32245807bf745676a3cb746e01c4dcb336f00fc64664ae5c88c,3,certify_9n_v4_engine_semantics_v2.py | extract_9n_v4_source_semantics_utf8_v1.py | extract_9n_v4_source_semantics_v1.py,HOLD,root-source dependencies=3
PM_PD_Breakout_V4_8H7_Parity_Capture_FULL.pine,pine\pmpd\v4\PM_PD_Breakout_V4_8H7_Parity_Capture_FULL.pine,pmpd,v4,PINE_SOURCE,79b9d80f0ec2c254bd69607ff626c2007ae7e617018d984f083ba2a25e7ba681,7,certify_9n_v4_engine_semantics_v2.py | extract_9n_v4_source_semantics_utf8_v1.py | extract_9n_v4_source_semantics_v1.py | inspect_v4_parity_validation.py | patch_9n_3f2_compact_csv_parity.py | patch_9n_3f3_robust_compact_csv_parity.py | patch_9n_3f_csv_parity_export.py,HOLD,root-source dependencies=7
PM_PD_Breakout_V4_8H7_Parity_Capture_PRE_PATCH_BACKUP.pine,pine\pmpd\v4\PM_PD_Breakout_V4_8H7_Parity_Capture_PRE_PATCH_BACKUP.pine,pmpd,v4,BACKUP_PROVENANCE,e3ffd188a90ed2db077de1b60479cad13b5ba6ad97f9163b8b8d4a808b7dd2e1,0,,HOLD,provenance/canonical review
PM_PD_Breakout_V4_8H7_Parity_Capture_PRE_SYMBOL_GUARD.pine,pine\pmpd\v4\PM_PD_Breakout_V4_8H7_Parity_Capture_PRE_SYMBOL_GUARD.pine,pmpd,v4,PINE_SOURCE,845068fd382947270df861c1022220e8c6105161affac4d9ad1d8bcd19a6ebf8,0,,SAFE_WAVE1,
PM_PD_Breakout_V4_9N_3F3_COMPACT_CSV_Parity_Export.pine,pine\pmpd\9n\PM_PD_Breakout_V4_9N_3F3_COMPACT_CSV_Parity_Export.pine,pmpd,9n,PINE_SOURCE,44a47d3d02bb18bcb6a624cc3a608782f7dd207f44ce01ae936f20656f8788b4,2,patch_9n_3f3_robust_compact_csv_parity.py | patch_9n_3f4_data_window_csv_export.py,HOLD,root-source dependencies=2
PM_PD_Breakout_V4_9N_3F4_DATA_WINDOW_CSV_Parity_Export.pine,pine\pmpd\9n\PM_PD_Breakout_V4_9N_3F4_DATA_WINDOW_CSV_Parity_Export.pine,pmpd,9n,PINE_SOURCE,e8bf58312402e990c66f0b0312099881a3e0e1ec1beeb42028c0f6f7e82138ae,2,patch_9n_3f4_data_window_csv_export.py | patch_9n_3f5_frozen_date_level_export.py,HOLD,root-source dependencies=2
PM_PD_Breakout_V4_9N_3F5_FROZEN_DATE_LEVEL_CSV_Parity_Export.pine,pine\pmpd\9n\PM_PD_Breakout_V4_9N_3F5_FROZEN_DATE_LEVEL_CSV_Parity_Export.pine,pmpd,9n,CANONICAL_OR_FROZEN,ae6c26908893bab2c8fcc6fac535175ac2e8a03be2da71fd12bb03971c00541e,1,patch_9n_3f5_frozen_date_level_export.py,HOLD,provenance/canonical review; root-source dependencies=1
PM_PD_Breakout_V4_9N_3F_CSV_Parity_Export.pine,pine\pmpd\9n\PM_PD_Breakout_V4_9N_3F_CSV_Parity_Export.pine,pmpd,9n,PINE_SOURCE,bef8757ebd199d39f4f3926a30ea7a8cdd1f89be9f42caf04f570a44a7ed9f0c,1,patch_9n_3f_csv_parity_export.py,HOLD,root-source dependencies=1
PMPD_8H7B2A_PARITY_CLASSIFICATION_PATCH.pine,pine\pmpd\v4\PMPD_8H7B2A_PARITY_CLASSIFICATION_PATCH.pine,pmpd,v4,PATCH_OR_FIX,fb416860d1036cab071d984e3a5ca43c2c77aa251e18b27396cd581a2c0cba8d,0,,SAFE_WAVE1,
pmpd_v5_9j_vwap_event_path_v2.py,scripts\pmpd\9j\pmpd_v5_9j_vwap_event_path_v2.py,pmpd,9j,RESEARCH_OR_UTILITY,77d01fcb1ed7ba0804e7cfda226b433df29afb41737d525445d6078eea8e5e82,0,,SAFE_WAVE1,
preflight_9k_dp4_candidate_matrix.py,scripts\pmpd\9k\preflight_9k_dp4_candidate_matrix.py,pmpd,9k,AUDIT_DIAGNOSTIC,d93e7146bff16d93d78c53039a0af0d89e6ebe8ab5ee10104017f08602621553,0,,SAFE_WAVE1,
preflight_9m_dp4_candidate_extraction.py,scripts\pmpd\9m\preflight_9m_dp4_candidate_extraction.py,pmpd,9m,AUDIT_DIAGNOSTIC,b6b811c3420eb72cddfbbfeb919952fd0e3bc0dce894fc226d7a3356a79c5c63,0,,SAFE_WAVE1,
preflight_9m_oos_engine.py,scripts\pmpd\9m\preflight_9m_oos_engine.py,pmpd,9m,AUDIT_DIAGNOSTIC,5d880cb07e06792997213b886132b00e5261df73446dc23b352219bf079ed7ca,0,,SAFE_WAVE1,
preflight_9n_v4_implementation.py,scripts\pmpd\9n\preflight_9n_v4_implementation.py,pmpd,9n,AUDIT_DIAGNOSTIC,ddf419a87ca84284ed57ce98b1b7bca0db13f212740cdeaee971aa79a315fb0e,0,,SAFE_WAVE1,
probe_9n_3l_vrtx_live_vendor_vs_cache.py,scripts\pmpd\9n\probe_9n_3l_vrtx_live_vendor_vs_cache.py,pmpd,9n,AUDIT_DIAGNOSTIC,942c036af0257632e079c5d8e4546dd52e6105c626ba1f8486eb49e625645145,0,,SAFE_WAVE1,
recover_9n_parity_reference_evidence_v1.py,scripts\pmpd\9n\recover_9n_parity_reference_evidence_v1.py,pmpd,9n,RESEARCH_OR_UTILITY,beb8d0bb72364d43fc5932a9c5d60608b4ed8797288fadc82f2fdd0ac9237bb3,1,audit_9n_preserved_tv_parity_evidence_v1.py,HOLD,root-source dependencies=1
report_a53_v2_prospective_checkpoint_v1.py,scripts\second1m\a37_a56\report_a53_v2_prospective_checkpoint_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,71d9a2b6a9270b5ce0b6f71f81b8cd05b37e223cb13863258ca46c870ac4296c,1,update_altc2_prospective_v1_v2.py,HOLD,root-source dependencies=1
report_altc2_prospective_checkpoint_v1.py,scripts\second1m\altc2\report_altc2_prospective_checkpoint_v1.py,second1m,altc2,AUDIT_DIAGNOSTIC,80ad61aa462fb253210de63853b40ad21af61475a4da9991c7f4ffbc34da49b3,1,update_altc2_prospective_v1.py,HOLD,root-source dependencies=1
rerun_full_v2_current_core.ps1,scripts\pmpd\legacy\rerun_full_v2_current_core.ps1,pmpd,legacy,RESEARCH_OR_UTILITY,2de672788eba76ab6b00954a05158ceb714c8d810f87781bb7035dcb59e22982,0,,SAFE_WAVE1,
research_a39_predeclared_transition_screen_v1.py,scripts\second1m\a37_a56\research_a39_predeclared_transition_screen_v1.py,second1m,a37_a56,RESEARCH_OR_UTILITY,e9f4ad130413ddf8b5eef24c91853f35f13f0e8633e797d92c318948281c4ef5,0,,SAFE_WAVE1,
research_a39_predeclared_transition_screen_v1_1.py,scripts\second1m\a37_a56\research_a39_predeclared_transition_screen_v1_1.py,second1m,a37_a56,RESEARCH_OR_UTILITY,4349ed1f794d704be2697b627316e4ed0c408602663827ec68b0f978f4a7ed79,0,,SAFE_WAVE1,
research_a39_predeclared_transition_screen_v1_2.py,scripts\second1m\a37_a56\research_a39_predeclared_transition_screen_v1_2.py,second1m,a37_a56,RESEARCH_OR_UTILITY,93f157a7f6938a1a3e3359cad42a66be04923512e73714c274b5a535a7585b34,0,,SAFE_WAVE1,
research_a41_predeclared_market_open_state_screen_v1.py,scripts\second1m\a37_a56\research_a41_predeclared_market_open_state_screen_v1.py,second1m,a37_a56,RESEARCH_OR_UTILITY,f5449acfd619c0075d48386d17614812eb112aada195e9da35444a6110f6d65a,0,,SAFE_WAVE1,
research_a42_discovery_frozen_quintile_screen_v1.py,scripts\second1m\a37_a56\research_a42_discovery_frozen_quintile_screen_v1.py,second1m,a37_a56,CANONICAL_OR_FROZEN,76fa909b58fca6557d4a850f26c6f27a152b628d6a37e3b384a506818350bff5,0,,HOLD,provenance/canonical review
research_a43_discovery_frozen_quintile_screen_v1.py,scripts\second1m\a37_a56\research_a43_discovery_frozen_quintile_screen_v1.py,second1m,a37_a56,CANONICAL_OR_FROZEN,db68d27e3353f0d2a77f3e39ad41b878f0b407ed21caf9449ed1d2606ea28bf1,0,,HOLD,provenance/canonical review
research_a44_discovery_frozen_quintile_screen_v1.py,scripts\second1m\a37_a56\research_a44_discovery_frozen_quintile_screen_v1.py,second1m,a37_a56,CANONICAL_OR_FROZEN,f81c6f8909a4497f91de4856f4b87ae02d0dec7dc0220f6f0a0d880ae6c2db00,0,,HOLD,provenance/canonical review
research_a45_predeclared_path_state_screen_v1.py,scripts\second1m\a37_a56\research_a45_predeclared_path_state_screen_v1.py,second1m,a37_a56,RESEARCH_OR_UTILITY,bbadf7657f18862a4408b283f49de26d4a55a0f97e25d78d2dc0b5e844950301,0,,SAFE_WAVE1,
research_a47_discovery_frozen_confluence_quintile_screen_v1.py,scripts\second1m\a37_a56\research_a47_discovery_frozen_confluence_quintile_screen_v1.py,second1m,a37_a56,CANONICAL_OR_FROZEN,8c4b0a7268b1715c1322adf530a061ed6deea86bdf466eabd061cf885ddcce2f,0,,HOLD,provenance/canonical review
research_a49_discovery_frozen_opening_liquidity_quintile_screen_v1.py,scripts\second1m\a37_a56\research_a49_discovery_frozen_opening_liquidity_quintile_screen_v1.py,second1m,a37_a56,CANONICAL_OR_FROZEN,2e0a3abe5a64c074f3cc75335830f3de200f44b245b7758e8733d18689a60026,0,,HOLD,provenance/canonical review
