source,destination,project,phase,role,sha256,dependency_count,dependencies,status,reason
S1M_RC_1.2A_Core_Research_Collector.pine,pine\second1m\legacy\S1M_RC_1.2A_Core_Research_Collector.pine,second1m,legacy,PINE_SOURCE,13474983bf5d16f6d7e646dbe696a8c167d4d724f081f85b2adafeca4d9c4146,0,,SAFE_WAVE1,
S1M_RC_1.2B_Raw_HTF_Context_Exporter.pine,pine\second1m\legacy\S1M_RC_1.2B_Raw_HTF_Context_Exporter.pine,second1m,legacy,PINE_SOURCE,d59081cd5068930ff88346cd0d02d865463bb42ce91c9d7ff882dd79ecd4e628,0,,SAFE_WAVE1,
S1M_RC_1.2C_Current_Day_Index_Open_Context.pine,pine\second1m\legacy\S1M_RC_1.2C_Current_Day_Index_Open_Context.pine,second1m,legacy,PINE_SOURCE,d51f3f1b4e8e0e924eb36184c4ebaa968d2c377f7b4f7bb994e67a93aa415175,0,,SAFE_WAVE1,
score_a53_v2_prospective_events_v1.py,scripts\second1m\a37_a56\score_a53_v2_prospective_events_v1.py,second1m,a37_a56,RESEARCH_OR_UTILITY,5095fa85786e63f5a3f7409eb098e4372a339bdbf6fd95b48ec801d23156d01f,1,update_altc2_prospective_v1_v2.py,HOLD,root-source dependencies=1
score_altc2_prospective_events_v1.py,scripts\second1m\altc2\score_altc2_prospective_events_v1.py,second1m,altc2,RESEARCH_OR_UTILITY,1d199d07d41c27a0b89189caf68af696bba16696921be5e3c55e03fb98c80279,0,,SAFE_WAVE1,
summarize_9j_discovery_evidence.py,scripts\pmpd\9j\summarize_9j_discovery_evidence.py,pmpd,9j,AUDIT_DIAGNOSTIC,a9359ea3f16b6f74731adc8dac7bdc95326ba56728daad49a00250f8ccc4bc11,0,,SAFE_WAVE1,
summarize_9j_validation_robustness.py,scripts\pmpd\9j\summarize_9j_validation_robustness.py,pmpd,9j,AUDIT_DIAGNOSTIC,66cce632296b3776e06499680bf527893a15f89e7cd04d31999387a5d6aa42db,3,patch_validation_robustness_block_repair_v3.py | patch_validation_robustness_corr_scope_v2.py | patch_validation_robustness_no_scipy.py,HOLD,root-source dependencies=3
Test.py,scripts\utilities\misc\Test.py,utilities,misc,RESEARCH_OR_UTILITY,403fedb2be17ad418660b59998c860d070b794843f37db13492c821dcb789861,1,cleanup_tradingresearch_stage4_wave1.py,HOLD,root-source dependencies=1
trace_a51_a39_original_research_code_v1.py,scripts\second1m\a37_a56\trace_a51_a39_original_research_code_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,f5e7d87f37dac589f0d52dfcd8a9a9db0aab04927f73e8db221eaa5f5df09fde,0,,SAFE_WAVE1,
trace_a51_a39_screen_bucket_scope_v1.py,scripts\second1m\a37_a56\trace_a51_a39_screen_bucket_scope_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,134536c4ceb29a81f261f42f2ad59c794aa9d8aa3ac502efc7c73558b3ad5201,0,,SAFE_WAVE1,
trace_a51_a39_upstream_bucket_creation_v1.py,scripts\second1m\a37_a56\trace_a51_a39_upstream_bucket_creation_v1.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,34f56e52152016ad66ce7b9ebcbb1e94e74f25dbb889f5fd9740c3d5119055c4,0,,SAFE_WAVE1,
trace_a51_a39_upstream_bucket_creation_v2.py,scripts\second1m\a37_a56\trace_a51_a39_upstream_bucket_creation_v2.py,second1m,a37_a56,AUDIT_DIAGNOSTIC,ae7258394068b2855a6ac4270eb68b15da14a7fe74517215c0157f97faa85e1b,0,,SAFE_WAVE1,
update_altc2_prospective_v1.py,scripts\second1m\altc2\update_altc2_prospective_v1.py,second1m,altc2,RESEARCH_OR_UTILITY,0cfab990bd63c6306d9a9acb17e122de1daee083d102093862be8ddf980768d2,3,report_altc2_prospective_checkpoint_v1.py | run_altc2_prospective_validation_v1_6.py | update_altc2_prospective_v1_v2.py,HOLD,root-source dependencies=3
update_altc2_prospective_v1_v2.py,scripts\second1m\altc2\update_altc2_prospective_v1_v2.py,second1m,altc2,RESEARCH_OR_UTILITY,b8dc140ae73b8769a9e7983294a587b664506b43788b71aa1eb240cfd573ed20,3,report_a53_v2_prospective_checkpoint_v1.py | score_a53_v2_prospective_events_v1.py | update_altc2_prospective_v1.py,HOLD,root-source dependencies=3
v4_parity_engine_v1.py,scripts\pmpd\v4\v4_parity_engine_v1.py,pmpd,v4,RESEARCH_OR_UTILITY,c1710736da927d1d3b6e19ce36cf1a04098d9eac23213af5a958808e9e602d00,1,certify_9n_v4_reconstruction_static_v1.py,HOLD,root-source dependencies=1
v4_parity_engine_v2.py,scripts\pmpd\v4\v4_parity_engine_v2.py,pmpd,v4,RESEARCH_OR_UTILITY,cab75475f0bf4f4a9d8cf86561d9959957d660aeae7926769e26c53599be4b22,10,certify_9n_v4_engine_semantics_v2.py | run_9n_3g2_vrtx_first_parity_case.py | run_9n_3g3_vrtx_first_parity_case.py | run_9n_3g4_vrtx_first_parity_case.py | run_9n_3g_vrtx_first_parity_case.py | run_9n_3m_24case_python_baseline.py | run_9n_3q_pine_pm_counterfactual.py | run_9n_3r_h2h_preflight.py | run_9n_3s2_final_h2h.py | run_9n_3s_final_h2h.py,HOLD,root-source dependencies=10
validate_second1m_ae4_v1.py,scripts\second1m\legacy\validate_second1m_ae4_v1.py,second1m,legacy,RESEARCH_OR_UTILITY,1f8e51318d38cd8ebb451331070aa323346c4b375c792df34540f03c45afe4c6,0,,SAFE_WAVE1,
validate_second1m_alt_aapl_overlap.py,scripts\second1m\legacy\validate_second1m_alt_aapl_overlap.py,second1m,legacy,RESEARCH_OR_UTILITY,3299b154d9ecc1e67adc2e01d994439ac2f9f96974ce7b334481ccb5026a48ff,0,,SAFE_WAVE1,
validate_second1m_alt_entry_cache.py,scripts\second1m\legacy\validate_second1m_alt_entry_cache.py,second1m,legacy,RESEARCH_OR_UTILITY,5294e5aca0b6a52f50ad16f6830440455ca52f11e0d94eac9a50bc9c583975fe,0,,SAFE_WAVE1,
vwap_event_path_v2.py,scripts\pmpd\legacy\vwap_event_path_v2.py,pmpd,legacy,RESEARCH_OR_UTILITY,c8e45976ffe921e2e3395c4abcb90815c6872cc8bbdb8442e4ed8cf56a0cb8e5,2,certify_v2_outcome_independence.py | install_and_msft_preflight.ps1,HOLD,root-source dependencies=2
