warning_feature,warning_state,context_feature,context_state,research_period_discovery,parent_favorable_first_pct_discovery,context_effect_pp_discovery,total_n_discovery,binary_n_discovery,favorable_n_discovery,adverse_n_discovery,both_n_discovery,unresolved_n_discovery,favorable_first_pct_discovery,avg_mfe_pct_discovery,avg_mae_pct_discovery,median_mfe_pct_discovery,median_mae_pct_discovery,symbol_n_discovery,trade_date_n_discovery,research_period_validation,parent_favorable_first_pct_validation,context_effect_pp_validation,total_n_validation,binary_n_validation,favorable_n_validation,adverse_n_validation,both_n_validation,unresolved_n_validation,favorable_first_pct_validation,avg_mfe_pct_validation,avg_mae_pct_validation,median_mfe_pct_validation,median_mae_pct_validation,symbol_n_validation,trade_date_n_validation,passes_sample_gate,same_effect_direction,effect_difference_pp,effect_type
warning_fast_recovery_state,RECOVERED_IN_1_BAR,negative_candidate_state,NEGATIVE_CANDIDATE,DISCOVERY,63.96011396011396,4.221704221704229,24,22,15,7,0,2,68.18181818181819,1.4669249578132855,0.9123206648301032,0.8972603473212188,0.4708623748245021,21,20,VALIDATION,63.38215712383489,-0.5250142666920325,36,35,22,13,0,1,62.857142857142854,1.3979809151273404,1.2960771596433511,1.0657821849281848,0.7058760039376715,32,28,False,False,-4.746718488396262,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,negative_candidate_state,OTHER,DISCOVERY,63.96011396011396,-0.13658454834925493,698,680,434,246,0,18,63.8235294117647,1.4585366865413063,1.0130433394874196,1.09610518224874,0.6797205652934779,111,156,VALIDATION,63.38215712383489,0.025664105215390975,736,716,454,262,15,5,63.40782122905028,1.8925802265315743,1.3682883947522095,1.393997099889608,0.8892877091787947,112,158,True,False,0.1622486535646459,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,ALL_3_CLEARED,DISCOVERY,63.96011396011396,0.5369274600043923,174,169,109,60,0,5,64.49704142011835,1.484522766977907,1.2127657540934427,1.1492679725308064,0.8683598711212884,84,106,VALIDATION,63.38215712383489,2.1545660400069266,182,177,116,61,5,0,65.53672316384181,1.8449127588438332,1.3456667299728815,1.4141461894230523,0.9002746294158088,85,105,True,True,1.6176385800025344,RESCUE_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,INCOMPLETE,DISCOVERY,63.96011396011396,6.628121334003694,18,17,12,5,0,1,70.58823529411765,1.1973298945134407,1.2069027176572398,0.6803814877794396,0.7934826135006849,14,17,VALIDATION,63.38215712383489,-63.38215712383489,1,1,0,1,0,0,0.0,0.4399221776364782,1.527785015720825,0.4399221776364782,1.527785015720825,1,1,False,False,-70.01027845783858,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,NONE_CLEARED,DISCOVERY,63.96011396011396,1.3460084888656354,199,196,128,68,0,3,65.3061224489796,1.5815922898863843,0.9222193581232315,1.0979358805445762,0.5802387267904509,90,105,VALIDATION,63.38215712383489,0.9621051712470745,250,244,157,87,2,4,64.34426229508196,1.880444346557084,1.2557901954432082,1.3633871592751552,0.7502577794142886,97,127,True,True,-0.3839033176185609,RESCUE_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,ONE_OF_3_CLEARED,DISCOVERY,63.96011396011396,-2.930702195408074,144,136,83,53,0,8,61.029411764705884,1.3597056126975227,0.963315446490856,0.9476106895977661,0.6115667040417941,83,95,VALIDATION,63.38215712383489,-0.8821571238348866,131,128,80,48,2,1,62.5,1.8256362080818258,1.5449473431962133,1.3936486177747465,0.9824353277732562,75,91,True,True,2.048545071573187,ESCALATION_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,session_level_clear_state,TWO_OF_3_CLEARED,DISCOVERY,63.96011396011396,-0.3731574383748253,187,184,117,67,0,3,63.58695652173913,1.4057295867493,0.9305635306248433,1.1614493209585253,0.6852728631946139,89,103,VALIDATION,63.38215712383489,-2.188127273088618,208,201,123,78,6,1,61.19402985074627,1.912417718685666,1.3987704595889219,1.3366802078980955,0.8464818322594413,95,115,True,True,-1.8149698347137928,ESCALATION_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,pd_level_structure_state,ALREADY_BEYOND_AT_C1_OPEN,DISCOVERY,63.96011396011396,-2.556605188184136,115,114,70,44,0,1,61.40350877192982,1.756622580622232,1.242769771362639,1.3543382161740487,0.8812652451018999,69,70,VALIDATION,63.38215712383489,3.7934153952490846,139,131,88,43,8,0,67.17557251908397,2.1424346365023,1.3894502676877079,1.7585379782981074,0.9724238026124843,79,80,True,False,6.350020583433221,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,pd_level_structure_state,C1_BREAK_HELD_THROUGH_C2,DISCOVERY,63.96011396011396,6.531689318574564,64,61,43,18,0,3,70.49180327868852,1.4501777825292474,0.9664792498823972,1.2079698577012212,0.6323321363212264,49,50,VALIDATION,63.38215712383489,-9.034331036878363,46,46,25,21,0,0,54.34782608695652,1.7891420278265553,1.271876478897474,1.402272918760652,0.8887395524208946,38,42,False,False,-15.566020355452928,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,pd_level_structure_state,C2_BREAK,DISCOVERY,63.96011396011396,-1.8389018389018332,67,66,41,25,0,1,62.121212121212125,1.3212221906128552,1.1312583230038666,1.0856632956573529,0.7399932727884253,46,54,VALIDATION,63.38215712383489,2.0024582607805,53,52,34,18,1,0,65.38461538461539,1.431690542645981,1.3808634165559879,0.9728157105191448,0.8891523414345015,42,46,False,False,3.8413600996823334,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,pd_level_structure_state,FAILED_BREAK,DISCOVERY,63.96011396011396,1.25727734423387,24,23,15,8,0,1,65.21739130434783,0.8981565908232163,0.8879419531570857,0.7029468625944413,0.7021153454767424,24,24,VALIDATION,63.38215712383489,-17.927611669289433,22,22,10,12,0,0,45.45454545454545,1.9721316801865496,1.627452653554056,1.2866175336264822,0.9664054374486526,21,20,False,False,-19.184889013523303,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,pd_level_structure_state,NOT_CLEARED,DISCOVERY,63.96011396011396,-0.11572036743661585,451,437,279,158,0,14,63.84439359267734,1.4344132609987303,0.946461702832955,1.052772748608592,0.6208505293378652,111,147,VALIDATION,63.38215712383489,0.4178428761651105,512,500,319,181,6,6,63.8,1.8435564769407042,1.3536902570141702,1.34720107171563,0.8223940666249046,110,155,True,False,0.5335632436017264,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,c2_break_count_state,MULTIPLE_C2_LEVEL_BREAKS,DISCOVERY,63.96011396011396,-1.891148442872577,60,58,36,22,0,2,62.06896551724138,1.2526749318044643,0.9541678347720877,0.9119832198939224,0.6933621821188771,42,49,VALIDATION,63.38215712383489,-4.761467468662474,60,58,34,24,2,0,58.62068965517241,1.400512542162563,1.862080446415643,0.9618415236473279,1.2723363838242192,44,53,False,True,-2.8703190257898967,ESCALATION_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,c2_break_count_state,NO_C2_LEVEL_BREAK,DISCOVERY,63.96011396011396,-0.760113960113955,513,500,316,184,0,13,63.2,1.515234980435181,1.0137801860937796,1.1130606426143224,0.6656588962261625,108,147,VALIDATION,63.38215712383489,1.4192869194864102,573,554,359,195,13,6,64.8014440433213,1.9401409746904557,1.318518216342155,1.4556406073534904,0.8226565922032558,111,157,True,False,2.179400879600365,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,c2_break_count_state,ONE_C2_LEVEL_BREAK,DISCOVERY,63.96011396011396,3.4009971509971564,149,144,97,47,0,5,67.36111111111111,1.3475756061868118,1.017990881649041,1.1187072715972608,0.6804370033069597,73,103,VALIDATION,63.38215712383489,-3.6699269080075467,139,139,83,56,0,0,59.71223021582734,1.7808261053556698,1.3416062700416809,1.325820129435404,0.8891523414345015,87,86,True,False,-7.070924059004703,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,MODERATE_CLUSTER,DISCOVERY,63.96011396011396,0.3256003256003339,431,420,270,150,0,11,64.28571428571429,1.3849286046761162,0.9968643159912114,1.0672994297320473,0.6804370033069597,111,152,VALIDATION,63.38215712383489,2.109026755258313,404,397,260,137,4,3,65.4911838790932,1.6245259603352797,1.0858299717206412,1.211373650904068,0.7099454471466576,108,149,True,True,1.783426429657979,RESCUE_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,TIGHT_CLUSTER,DISCOVERY,63.96011396011396,2.482839060020268,158,149,99,50,0,9,66.44295302013423,1.0392355170447098,0.7857741189733235,0.8493413895075768,0.5057517057333782,76,87,VALIDATION,63.38215712383489,-3.786197527875288,102,99,59,40,0,3,59.5959595959596,1.235605247132274,1.0631150124242637,0.9008920584867361,0.7888251874216218,59,76,True,False,-6.269036587895556,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,relevant_level_cluster_state,WIDE_CLUSTER,DISCOVERY,63.96011396011396,-4.111629111629107,132,132,79,53,0,0,59.84848484848485,2.20240575913791,1.3252386909384204,1.6370955605718525,0.8888453178272964,66,87,VALIDATION,63.38215712383489,-1.813529672854493,266,255,157,98,11,0,61.568627450980394,2.484684723642399,1.9045338212119287,1.9998866991017197,1.317149284214279,83,124,True,True,2.2980994387746136,ESCALATION_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,nearest_ahead_level,AH,DISCOVERY,63.96011396011396,3.561253561253565,120,117,79,38,0,3,67.52136752136752,1.4893368926021475,0.9595273987241613,1.09222091808081,0.5952785219464636,75,77,VALIDATION,63.38215712383489,-3.692234643214732,130,129,77,52,1,0,59.689922480620154,1.8641384891188855,1.4658686094572042,1.2561421549087948,0.8951619889119935,78,90,True,False,-7.253488204468297,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,nearest_ahead_level,NONE_AHEAD,DISCOVERY,63.96011396011396,1.5571274191963909,179,174,114,60,0,5,65.51724137931035,1.4828330889671792,1.2198268606309608,1.1486826046378087,0.8719596145020677,84,107,VALIDATION,63.38215712383489,2.1545660400069266,182,177,116,61,5,0,65.53672316384181,1.8449127588438332,1.3456667299728815,1.4141461894230523,0.9002746294158088,85,105,True,True,0.5974386208105358,RESCUE_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,nearest_ahead_level,PD,DISCOVERY,63.96011396011396,1.0705608865118137,170,163,106,57,0,7,65.03067484662577,1.2984401135308001,0.9582300522452205,0.9160935191432789,0.6420696064458491,85,104,VALIDATION,63.38215712383489,-3.0469615931086267,184,179,108,71,3,2,60.33519553072626,1.772050498153192,1.4391133348515823,1.2960318985856631,0.8129654116112023,95,104,True,False,-4.11752247962044,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,nearest_ahead_level,PM,DISCOVERY,63.96011396011396,-3.476242992372022,253,248,150,98,0,5,60.483870967741936,1.5351084460700863,0.9194013523186265,1.1189975464423396,0.6261361341143106,92,122,VALIDATION,63.38215712383489,2.4073165603756337,276,266,175,91,6,4,65.78947368421052,1.9532497910021838,1.2806084006796914,1.5016396694369436,0.8660967948785271,95,130,True,False,5.883559552747656,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,premarket_rvol_20d_discovery_state,HIGH,DISCOVERY,63.96011396011396,-2.615576144987905,120,119,73,46,0,1,61.34453781512605,1.9650061377209131,1.1254953916576826,1.4293782119554381,0.8137782106109965,72,81,VALIDATION,63.38215712383489,-4.931452898482775,152,142,83,59,8,2,58.45070422535211,2.025483052914855,1.3536406883747278,1.5317701884715902,0.9980773922468047,83,92,True,True,-2.3158767534948694,ESCALATION_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,premarket_rvol_20d_discovery_state,LOW,DISCOVERY,63.96011396011396,0.8674722467825973,150,145,94,51,0,5,64.82758620689656,1.1582804308367967,0.9591006809368541,0.8916092398272932,0.6286932887040757,82,85,VALIDATION,63.38215712383489,-8.42720216887993,112,111,61,50,0,1,54.95495495495496,1.5499684364498936,1.2216468019039137,1.1601777157592927,0.8219600951458649,71,72,True,False,-9.294674415662527,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,premarket_rvol_20d_discovery_state,MODERATE,DISCOVERY,63.96011396011396,-1.1102411865770634,404,393,247,146,0,11,62.849872773536894,1.4386544448624565,0.9951673059776742,1.1360859540658628,0.6719375130067835,104,139,VALIDATION,63.38215712383489,3.4186477051389517,507,497,332,165,7,3,66.80080482897384,1.896166762462999,1.399632001623016,1.4026068652849755,0.843305082963553,106,147,True,False,4.528888891716015,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,premarket_rvol_20d_discovery_state,UNKNOWN,DISCOVERY,63.96011396011396,13.817663817663814,48,45,35,10,0,3,77.77777777777777,1.3022001941018566,1.0005792950773122,0.9069710519809783,0.5444175991738651,37,25,VALIDATION,63.38215712383489,-63.38215712383489,1,1,0,1,0,0,0.0,0.4399221776364782,1.527785015720825,0.4399221776364782,1.527785015720825,1,1,False,False,-77.1998209414987,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,low_premarket_rvol_candidate,LOW_PREMARKET_RVOL,DISCOVERY,63.96011396011396,0.8674722467825973,150,145,94,51,0,5,64.82758620689656,1.1582804308367967,0.9591006809368541,0.8916092398272932,0.6286932887040757,82,85,VALIDATION,63.38215712383489,-8.42720216887993,112,111,61,50,0,1,54.95495495495496,1.5499684364498936,1.2216468019039137,1.1601777157592927,0.8219600951458649,71,72,True,False,-9.294674415662527,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,low_premarket_rvol_candidate,OTHER,DISCOVERY,63.96011396011396,-0.22582311630785057,572,557,355,202,0,15,63.73429084380611,1.5376271705731315,1.0229630153454776,1.1547769936016823,0.6911940060789497,110,155,VALIDATION,63.38215712383489,1.4615928761651134,660,640,415,225,15,5,64.84375,1.9237422648324776,1.389234234047801,1.4389700111286294,0.894319184262529,109,158,True,False,1.687415992472964,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,low_premarket_rvol_market_aligned_candidate,LOW_PREMARKET_RVOL_MARKET_ALIGNED,DISCOVERY,63.96011396011396,4.6113146113146115,71,70,48,22,0,1,68.57142857142857,1.2676278717686573,0.8291093729026687,1.0023217622742002,0.5857256489984831,52,53,VALIDATION,63.38215712383489,-16.32333359442312,69,68,32,36,0,1,47.05882352941177,1.412356337890105,1.254546185423425,0.8790343741800075,0.9009009009008991,52,47,False,False,-20.93464820573773,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,low_premarket_rvol_market_aligned_candidate,OTHER,DISCOVERY,63.96011396011396,-0.5107468715063632,651,632,401,231,0,19,63.449367088607595,1.4796670158183962,1.0293904476836435,1.1155587636984103,0.6852728631946139,110,156,VALIDATION,63.38215712383489,1.625163520381804,703,683,444,239,15,5,65.00732064421669,1.914386589413095,1.3757544089481801,1.4228405028087245,0.8764500092064059,111,158,True,False,2.1359103918881672,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,weekday,FRIDAY,DISCOVERY,63.96011396011396,-4.8296791775052625,122,115,68,47,0,7,59.130434782608695,1.635894308837072,0.985999910500803,1.1054982615794493,0.6517571793122361,71,32,VALIDATION,63.38215712383489,-6.239299980977741,139,133,76,57,5,1,57.142857142857146,1.976339169050388,1.3940793001534149,1.598714908590214,0.8963005284959259,83,30,True,True,-1.4096208034724782,ESCALATION_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,weekday,MONDAY,DISCOVERY,63.96011396011396,3.3601474777945413,156,153,103,50,0,3,67.3202614379085,1.4284355275626315,0.9231889249072808,1.08839498488465,0.6407398144047614,82,31,VALIDATION,63.38215712383489,-2.512591906443582,141,138,84,54,3,0,60.869565217391305,1.7881318854013544,1.3113854248247971,1.2307407578772018,0.9458451126081154,78,30,True,False,-5.872739384238123,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,weekday,THURSDAY,DISCOVERY,63.96011396011396,0.3256003256003339,129,126,81,45,0,3,64.28571428571429,1.5214168304512816,1.1590845982776552,1.1999999999999966,0.731730697540661,74,28,VALIDATION,63.38215712383489,1.8873039540094254,173,167,109,58,4,2,65.26946107784431,1.9210524586046294,1.4311699554255528,1.4228405028087245,0.8457884370293175,90,33,True,True,1.5617036284090915,RESCUE_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,weekday,TUESDAY,DISCOVERY,63.96011396011396,-1.3750799465085137,149,147,92,55,0,2,62.585034013605444,1.2769379698886225,1.1006327293230966,1.062387876264962,0.7565470417070816,91,33,VALIDATION,63.38215712383489,2.8430084390790142,152,151,100,51,1,0,66.2251655629139,1.8247578351567297,1.3641460117230908,1.3226766825156595,0.8213812061545409,83,32,True,False,4.218088385587528,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,weekday,WEDNESDAY,DISCOVERY,63.96011396011396,1.25727734423387,166,161,105,56,0,5,65.21739130434783,1.4718266841797425,0.9106885283406547,1.0936549244047389,0.5806333227167058,85,32,VALIDATION,63.38215712383489,2.6672255922144927,167,162,107,55,2,3,66.04938271604938,1.8366667847293667,1.317928578399015,1.3468177177031078,0.829369797859697,84,33,True,True,1.4099482479806227,RESCUE_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,continuous_short_ma_state,BOTH_FAVORABLE,DISCOVERY,63.96011396011396,-0.8022192232718552,645,627,396,231,0,18,63.1578947368421,1.4669880157832573,1.038254439850921,1.1155587636984103,0.704942498463697,111,155,VALIDATION,63.38215712383489,0.4821496608258826,696,678,433,245,12,6,63.86430678466077,1.9015093328043962,1.3405716808353687,1.4172820083700364,0.8445467599964352,111,154,True,False,1.2843688840977379,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,continuous_short_ma_state,BOTH_OPPOSING,DISCOVERY,63.96011396011396,8.039886039886042,52,50,36,14,0,2,72.0,1.2407549040926635,0.8134785629983736,0.8660441187901242,0.6050027166786798,46,40,VALIDATION,63.38215712383489,1.6178428761651134,41,40,26,14,1,0,65.0,1.413307971297618,1.5765597122164798,0.91968117719192,1.182742594052241,37,38,False,True,-6.422043163720929,RESCUE_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,continuous_short_ma_state,EMA20_ONLY_OPPOSING,DISCOVERY,63.96011396011396,4.789886039886042,16,16,11,5,0,0,68.75,1.6116720597480887,0.8242546428797132,1.3074300645813262,0.29628370111516455,16,16,VALIDATION,63.38215712383489,-17.228310969988733,27,26,12,14,1,0,46.15384615384615,1.787048344320053,1.7281568043696014,0.8870424432966608,1.0554682236694337,24,25,False,False,-22.018197009874775,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,continuous_short_ma_state,EMA9_ONLY_OPPOSING,DISCOVERY,63.96011396011396,-1.4601139601139579,8,8,5,3,0,0,62.5,1.9134652957106746,0.4461581160042343,1.4559499732632228,0.4613311847613558,8,8,VALIDATION,63.38215712383489,8.046414304736544,8,7,5,2,1,0,71.42857142857143,1.7024914900149444,1.1727455630644288,1.5828358602726351,0.5765265902416781,8,8,False,False,9.506528264850502,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,rth_short_ma_state,BOTH_FAVORABLE,DISCOVERY,63.96011396011396,0.2706552706552685,535,520,334,186,0,15,64.23076923076923,1.38950126186445,1.044813973226496,1.0871440897325324,0.7399932727884253,111,153,VALIDATION,63.38215712383489,0.5067317650539991,556,540,345,195,14,2,63.888888888888886,1.8373845833019327,1.352748947891466,1.3639737193109942,0.8919053523679814,111,152,True,True,0.23607649439873057,RESCUE_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,rth_short_ma_state,BOTH_OPPOSING,DISCOVERY,63.96011396011396,-1.6959630167177338,164,159,99,60,0,5,62.264150943396224,1.6897866264690151,0.943813440021093,1.1592193384580463,0.5689382682311335,85,94,VALIDATION,63.38215712383489,-2.3565160981938575,200,195,119,76,1,4,61.02564102564103,1.941685703275282,1.4187937732198055,1.4755740543657234,0.836337440411625,85,104,True,True,-0.6605530814761238,ESCALATION_CONTEXT
warning_fast_recovery_state,RECOVERED_IN_1_BAR,rth_short_ma_state,EMA20_ONLY_OPPOSING,DISCOVERY,63.96011396011396,-5.626780626780622,12,12,7,5,0,0,58.333333333333336,1.0832016812438412,0.78155873227145,1.1340083394156264,0.7915342765931725,12,12,VALIDATION,63.38215712383489,9.345115603437847,11,11,8,3,0,0,72.72727272727273,2.2730368479644354,1.2716618512356268,1.1067755552009741,0.7596926301082696,9,11,False,False,14.97189623021847,NON_REPLICATING
warning_fast_recovery_state,RECOVERED_IN_1_BAR,rth_short_ma_state,EMA9_ONLY_OPPOSING,DISCOVERY,63.96011396011396,16.039886039886042,10,10,8,2,0,0,80.0,1.8314398501348976,0.5592753566976696,1.2142874660653615,0.4529503548654974,9,9,VALIDATION,63.38215712383489,16.617842876165113,5,5,4,1,0,0,80.0,1.6679970746566475,0.7687172499157897,0.8375988832015019,0.9009009009008991,5,5,False,True,0.5779568362790712,RESCUE_CONTEXT
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,market_prior_5d_consensus,CONSENSUS_ALIGNED,DISCOVERY,28.78980891719745,0.749486475756477,1130,1107,327,780,0,23,29.539295392953928,0.9921837595506499,1.4959926080143453,0.6340662477269333,1.1002345736899146,112,144,VALIDATION,26.223175965665234,-1.2231759656652343,1188,1164,291,873,17,7,25.0,1.2017739962052727,1.8882766230724777,0.7537782005570262,1.4158051655936532,112,146,True,False,-1.9726624414217113,NON_REPLICATING
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,market_prior_5d_consensus,CONSENSUS_OPPOSING,DISCOVERY,28.78980891719745,-0.4896280853710486,1131,1106,313,793,9,16,28.300180831826403,0.9386354764119167,1.5861223417523087,0.6256440453408086,1.1685556713806173,112,146,VALIDATION,26.223175965665234,1.582688543940428,1013,989,275,714,15,9,27.805864509605662,1.4109382782025823,1.8745504483067679,0.9036532029843074,1.4435559248104661,112,145,True,False,2.0723166293114765,NON_REPLICATING
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,market_prior_5d_consensus,MIXED,DISCOVERY,28.78980891719745,-2.863882991271524,82,81,21,60,0,1,25.925925925925927,1.3923298148833756,1.6928446636973569,0.9533980821587169,1.2848925772149395,64,6,VALIDATION,26.223175965665234,-0.7994471521059126,179,177,45,132,2,0,25.423728813559322,1.0684126501430722,1.9693492686054401,0.6399437412095816,1.5440335493709536,89,13,True,True,2.0644358391656112,ESCALATION_CONTEXT
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,positive_candidate_state,OTHER,DISCOVERY,28.78980891719745,0.5999127102115409,1908,1868,549,1319,3,37,29.389721627408992,0.967939364865172,1.5032904484405105,0.6235015759165357,1.1415747988024734,112,158,VALIDATION,26.223175965665234,-0.4447175685238349,1995,1959,505,1454,22,14,25.7784583971414,1.212324623114786,1.8599606434232538,0.7657019496728188,1.4102317398355988,112,159,True,False,-1.0446302787353758,NON_REPLICATING
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,positive_candidate_state,POSITIVE_CANDIDATE,DISCOVERY,28.78980891719745,-2.3011025516943704,497,487,129,358,6,4,26.48870636550308,0.992181382941483,1.7198133545949097,0.6324310650139134,1.2097600984211527,105,142,VALIDATION,26.223175965665234,2.3482526057633386,385,371,106,265,12,2,28.571428571428573,1.6354447391498494,2.036582513755433,1.0902746169018498,1.6576639080231919,101,131,True,False,4.649355157457709,NON_REPLICATING
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,negative_candidate_state,NEGATIVE_CANDIDATE,DISCOVERY,28.78980891719745,7.974896965155491,139,136,50,86,0,3,36.76470588235294,0.9887270135415572,1.3226361035198237,0.7094350728813399,1.0389857973501129,73,74,VALIDATION,26.223175965665234,-10.469751308130988,148,146,23,123,1,1,15.753424657534246,0.8654187750482436,1.6903491709193297,0.5757520831573942,1.3444959953034192,74,70,True,False,-18.44464827328648,NON_REPLICATING
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,negative_candidate_state,OTHER,DISCOVERY,28.78980891719745,-0.4887724142682046,2266,2219,628,1591,9,38,28.301036502929247,0.9719812006188827,1.5618618686976646,0.6212485645891882,1.160919060477657,112,158,VALIDATION,26.223175965665234,0.699900957411689,2232,2184,588,1596,33,15,26.923076923076923,1.3083117692560704,1.9016729722800954,0.8428881354308637,1.455309674933622,112,159,True,False,1.1886733716798936,NON_REPLICATING
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,session_level_clear_state,ALL_3_CLEARED,DISCOVERY,28.78980891719745,4.7419371145485805,514,504,169,335,6,4,33.53174603174603,1.0816238121935737,1.6393232414127161,0.7605820159926442,1.291117422819617,109,147,VALIDATION,26.223175965665234,2.270471947220429,560,551,157,394,8,1,28.493647912885663,1.3609349832075395,2.0023202348918305,0.9270741914573195,1.5004233332125294,111,153,True,True,-2.4714651673281516,RESCUE_CONTEXT
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,session_level_clear_state,INCOMPLETE,DISCOVERY,28.78980891719745,-7.802154596209796,81,81,17,64,0,0,20.987654320987655,0.5889523196640944,1.3496538307766381,0.3503230868411455,1.0603964960811434,43,49,VALIDATION,26.223175965665234,-10.83856058104985,13,13,2,11,0,0,15.384615384615385,0.9619798457406825,1.7573688682725175,0.2975211553987395,1.6380952380952372,6,12,False,True,-3.0364059848400533,ESCALATION_CONTEXT
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,session_level_clear_state,NONE_CLEARED,DISCOVERY,28.78980891719745,-2.8178026963576386,662,643,167,476,1,18,25.972006220839813,0.9531560960383778,1.5048139240824367,0.5933868487864458,1.114451903117931,110,153,VALIDATION,26.223175965665234,-1.2909266431720106,755,738,184,554,7,10,24.932249322493224,1.2693332150608425,1.9170111549248932,0.8188835440205768,1.447038394752074,111,154,True,True,1.526876053185628,ESCALATION_CONTEXT
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,session_level_clear_state,ONE_OF_3_CLEARED,DISCOVERY,28.78980891719745,1.8311760935091854,478,467,143,324,1,10,30.620985010706637,0.9634106093928527,1.5960182140784134,0.6195949033599217,1.1406719143609905,109,145,VALIDATION,26.223175965665234,-0.46205184388537646,436,427,110,317,6,3,25.761124121779858,1.3236882483558252,1.875588809677854,0.8559532304033584,1.359380248606211,110,149,True,False,-2.293227937394562,NON_REPLICATING
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,session_level_clear_state,TWO_OF_3_CLEARED,DISCOVERY,28.78980891719745,-1.2140513414398768,670,660,182,478,1,9,27.575757575757574,0.9623627929211742,1.5104593767269634,0.5914747729365875,1.143957051263265,112,153,VALIDATION,26.223175965665234,0.06634150521663074,616,601,158,443,13,2,26.289517470881865,1.1982627685742906,1.7621111714454984,0.7202052639734096,1.4411648579092065,112,154,True,False,1.2803928466565075,NON_REPLICATING
warning_one_bar_nonrecovery_state,ONE_BAR_NONRECOVERY,pd_level_structure_state,ALREADY_BEYOND_AT_C1_OPEN,DISCOVERY,28.78980891719745,5.9040686338229555,351,343,119,224,4,4,34.69387755102041,1.0262406031041307,1.7262585670845636,0.7192707591511116,1.3768560559577896,108,121,VALIDATION,26.223175965665234,1.5040967616074923,453,440,122,318,11,2,27.727272727272727,1.330783584580859,2.0431680119107387,0.89830568931692,1.5782397352363184,109,140,True,True,-4.399971872215463,RESCUE_CONTEXT
