symbol,trend_5d_binary_state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
JNJ,UNKNOWN,1,1,0,1,0,0,0.0,0,0.0,0.048238008943577076,0.7796305229260901,0.048238008943577076,0.7796305229260901,1,1
JPM,ALIGNED,37,36,19,17,0,1,52.77777777777778,21,56.75675675675676,0.9600707891870094,0.9858962720693564,0.9133721027669194,0.6060946181042618,1,37
JPM,OPPOSING,39,39,25,14,0,0,64.1025641025641,17,43.58974358974359,0.9604908272209403,0.832688316101347,0.8876036373361771,0.5412441764867226,1,39
KLAC,ALIGNED,21,21,12,9,0,0,57.142857142857146,10,47.61904761904762,2.5338985229558912,1.3888229478221492,2.1275468579480994,1.1308547840267262,1,21
KLAC,OPPOSING,39,39,24,15,0,0,61.53846153846154,21,53.84615384615385,2.0360405698580673,2.064259410824601,1.274553571428567,1.3552542372881324,1,39
KLAC,UNKNOWN,1,1,0,1,0,0,0.0,0,0.0,0.026146244661799847,2.0508041646274813,0.026146244661799847,2.0508041646274813,1,1
LLY,ALIGNED,38,38,26,12,0,0,68.42105263157895,16,42.10526315789474,1.7160775978866956,1.1988158637764885,1.5091266668672059,0.5151885684658054,1,38
LLY,OPPOSING,41,40,19,21,1,0,47.5,20,48.78048780487805,1.1505150571181333,1.5431672395169667,1.0868036722312513,1.4063713564968503,1,41
LLY,UNKNOWN,1,1,1,0,0,0,100.0,1,100.0,1.777154374114821,0.4936539928096742,1.777154374114821,0.4936539928096742,1,1
LMT,ALIGNED,27,27,17,10,0,0,62.96296296296296,14,51.851851851851855,1.531003686289896,0.936881391925664,1.3698630136986385,0.5507295747459289,1,27
LMT,OPPOSING,27,27,16,11,0,0,59.25925925925926,15,55.55555555555556,1.2526475271340876,0.9654346893228902,1.2170543829918352,0.5824871531346344,1,27
LOW,ALIGNED,24,24,12,12,0,0,50.0,11,45.833333333333336,1.0211268410621848,0.8118259200221326,0.6857518062124097,0.7826962528264952,1,24
LOW,OPPOSING,18,17,8,9,0,1,47.05882352941177,5,27.77777777777778,0.8365860599222865,1.0770279009517867,0.6689186963966544,0.8767964203844174,1,18
LRCX,ALIGNED,38,38,23,15,0,0,60.526315789473685,19,50.0,1.6760825249172306,1.6539872903857704,1.180792954340553,1.2711711496104092,1,38
LRCX,OPPOSING,39,39,18,21,0,0,46.15384615384615,14,35.8974358974359,2.4698211776347208,2.2359313079675416,1.8432734993244653,1.7071188015329217,1,39
LRCX,UNKNOWN,3,3,2,1,0,0,66.66666666666667,2,66.66666666666667,2.19835146259525,0.6321461939065994,2.027444677957721,0.012362467548529009,1,3
LULU,ALIGNED,42,42,19,23,0,0,45.23809523809524,15,35.714285714285715,1.6503213356529782,1.664623599701517,1.2417898164537018,0.9864527143949142,1,42
