hypothesis_id,hypothesis_label,feature_a,state_a,feature_b,state_b,research_period_discovery,baseline_favorable_first_pct_discovery,feature_a_binary_n_discovery,feature_a_favorable_first_pct_discovery,feature_b_binary_n_discovery,feature_b_favorable_first_pct_discovery,lift_vs_baseline_pp_discovery,incremental_vs_feature_a_pp_discovery,incremental_vs_feature_b_pp_discovery,total_n_discovery,binary_n_discovery,favorable_n_discovery,adverse_n_discovery,both_n_discovery,unresolved_n_discovery,favorable_first_pct_discovery,avg_mfe_pct_discovery,avg_mae_pct_discovery,median_mfe_pct_discovery,median_mae_pct_discovery,symbol_n_discovery,trade_date_n_discovery,research_period_validation,baseline_favorable_first_pct_validation,feature_a_binary_n_validation,feature_a_favorable_first_pct_validation,feature_b_binary_n_validation,feature_b_favorable_first_pct_validation,lift_vs_baseline_pp_validation,incremental_vs_feature_a_pp_validation,incremental_vs_feature_b_pp_validation,total_n_validation,binary_n_validation,favorable_n_validation,adverse_n_validation,both_n_validation,unresolved_n_validation,favorable_first_pct_validation,avg_mfe_pct_validation,avg_mae_pct_validation,median_mfe_pct_validation,median_mae_pct_validation,symbol_n_validation,trade_date_n_validation,passes_sample_gate,discovery_effect_sign,validation_effect_sign,same_effect_direction,effect_type,validation_minus_discovery_lift_pp,discovery_abs_lift_pp,discovery_rank_within_hypothesis,direction_pass,direction_reason,temporal_pass,temporal_reason,concentration_pass,concentration_reason,etf_pass,etf_reason,etf_base_ff_pct,etf_excluded_ff_pct,etf_delta_pp,promotion_tier,robustness_pass_count
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,DISCOVERY,51.00539480137322,1354,49.77843426883309,344,50.2906976744186,-8.505394801373221,-7.278434268833088,-7.790697674418602,122,120,51,69,0,2,42.5,1.216790560685756,1.3524622727169748,0.8804533817447755,1.04406846726842,77,26,VALIDATION,49.45544554455446,1301,48.50115295926211,623,47.67255216693419,-6.186214775323691,-5.231922190031341,-4.403321397703422,210,208,90,118,2,0,43.26923076923077,1.4801392694766808,1.721084458471129,0.926730928868744,1.2274465991098742,91,48,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,2.31918002604953,8.505394801373221,2.0,True,,True,,True,,True,,43.26923076923077,45.12820512820513,1.8589743589743648,TIER_B_CONTEXT,4
H3A,PREMARKET_RVOL_X_C2_BREAK_COUNT,premarket_rvol_20d_discovery_state,LOW,c2_break_count_state,ONE_C2_LEVEL_BREAK,DISCOVERY,51.00539480137322,747,49.129852744310575,899,52.05784204671858,-7.527133931808002,-5.651591874745357,-8.579581177153358,163,161,70,91,0,2,43.47826086956522,1.089672705761207,1.1036972983780682,0.7840342124019916,0.8180062061019604,84,91,VALIDATION,49.45544554455446,630,46.66666666666666,806,47.39454094292804,-5.977184674989239,-3.1884057971014457,-3.91628007336282,138,138,60,78,0,0,43.47826086956522,1.5874044096090805,1.500697296783689,1.0610388780734348,1.147555396173765,69,80,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,1.5499492568187634,7.527133931808002,4.0,True,,False,VALIDATION_OLDER_n<75;VALIDATION_NEWER_n<75,False,symbol_n<75,True,,43.47826086956522,43.47826086956522,0.0,TIER_B_CONTEXT,2
H4A,C2_EXHAUSTION_X_STRUCTURE_CLEARANCE,exhaustion_state,MULTIPLE,session_level_clear_state,ONE_OF_3_CLEARED,DISCOVERY,51.00539480137322,850,48.588235294117645,830,52.04819277108434,-5.76729956327798,-3.350140056022404,-6.810097532989097,128,126,57,69,1,1,45.23809523809524,1.9779566545013376,1.6524460967739478,1.3105372535479327,1.2231304712946869,66,90,VALIDATION,49.45544554455446,1323,48.52607709750567,709,47.24964739069112,-5.9070584477802655,-4.977690000731478,-3.701260293916924,196,186,81,105,10,0,43.54838709677419,2.250789873374468,2.0437715163917467,1.5942280488401483,1.470843670936303,80,107,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-0.1397588845022852,5.76729956327798,4.0,False,BULL_sign_fail,True,,False,top10>30.0,True,,43.54838709677419,43.54838709677419,0.0,TIER_B_CONTEXT,2
H5B,RELATIVE_STRENGTH_5D_X_3IDX_5D_REGIME,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,DISCOVERY,51.00539480137322,1928,51.76348547717842,1595,51.5987460815047,0.718743129661263,-0.0393475461439365,0.1253918495297838,802,783,405,378,6,13,51.72413793103448,1.322935696125893,1.2855805634627573,0.918098014276974,0.8801133133432282,109,123,VALIDATION,49.45544554455446,2081,49.25516578567997,1366,52.92825768667642,5.825082508250823,6.025362267125317,2.352270366128856,623,606,335,271,14,3,55.28052805280528,1.9008601186778036,1.6823222447033384,1.3867560147051934,1.2253018040421302,108,109,True,1.0,1.0,True,POSITIVE_REPLICATING,5.10633937858956,0.718743129661263,6.0,True,,True,,True,,True,,55.28052805280528,55.258467023172905,0.02206102963237555,TIER_B_CONTEXT,4
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,DISCOVERY,51.00539480137322,1271,52.95043273013376,1595,51.5987460815047,0.0584349858608206,-1.8866029428997135,-0.5349162942706585,529,517,264,253,4,8,51.06382978723404,1.3467793144262237,1.312395764812273,0.9180160652811408,0.878421908394608,108,117,VALIDATION,49.45544554455446,1389,50.82793376529877,1366,52.92825768667642,5.181145934142286,3.80865771339797,1.7083337920203192,411,399,218,181,9,3,54.63659147869674,1.8814889256020684,1.58043044107014,1.3867560147051934,1.181102362204714,100,108,True,1.0,1.0,True,POSITIVE_REPLICATING,5.1227109482814654,0.0584349858608206,12.0,False,BEAR_sign_fail,True,,True,,True,,54.63659147869674,54.5945945945946,0.041996884102140086,TIER_B_CONTEXT,3
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_OPPOSING,DISCOVERY,51.00539480137322,1354,49.77843426883309,383,47.78067885117493,1.794605198626776,3.021565731166909,5.019321148825064,126,125,66,59,1,0,52.8,1.2701375925177014,1.5091674245001503,0.984246594651336,1.277034816633241,74,27,VALIDATION,49.45544554455446,1301,48.50115295926211,585,53.67521367521368,5.044554455445542,5.998847040737893,0.8247863247863236,205,200,109,91,4,1,54.5,2.0420129750781264,1.217786927272142,1.4858728557013086,0.8893875842007402,93,48,True,1.0,1.0,True,POSITIVE_REPLICATING,3.2499492568187662,1.794605198626776,9.0,True,,True,,True,,True,,54.5,54.123711340206185,0.3762886597938149,TIER_B_CONTEXT,4
H1B,STRUCTURE_CLEARANCE_X_3IDX_5D_REGIME,session_level_clear_state,NONE_CLEARED,market_3idx_prior_5d_state,ALL_3_ALIGNED,DISCOVERY,51.00539480137322,1122,49.376114081996434,1615,50.154798761609904,-4.55062707521185,-2.9213463558350625,-3.700031035448532,424,409,190,219,0,15,46.45476772616137,1.2980127755018251,1.1636755706204116,0.8860752538715957,0.8016811011965528,108,111,VALIDATION,49.45544554455446,1285,48.79377431906615,1466,45.29331514324693,-4.812588401697312,-4.150917176208999,-0.6504580003897829,464,448,200,248,8,8,44.642857142857146,1.5216869794652272,1.6588053708109876,0.9702350756847312,1.1563764028961274,110,100,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-0.2619613264854621,4.55062707521185,7.0,True,,True,,True,,True,,44.642857142857146,44.917257683215134,0.27440054035798767,TIER_B_CONTEXT,4
H2B,STRUCTURE_CLEARANCE_X_RELATIVE_STRENGTH_5D,session_level_clear_state,ALL_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,DISCOVERY,51.00539480137322,886,54.85327313769752,2009,49.32802389248382,2.611626475222522,-1.2362518611017703,4.288997384111923,479,470,252,218,2,7,53.61702127659574,1.439025171305154,1.3222141197934274,1.0189771438801798,0.9338574447297296,108,144,VALIDATION,49.45544554455446,961,51.92507804370448,1959,49.668198060234815,4.734498589523753,2.2648660903737365,4.521746073843396,548,537,291,246,10,1,54.18994413407821,1.8009335321131446,1.6031821398180337,1.3952539333367384,1.174953285974651,109,150,True,1.0,1.0,True,POSITIVE_REPLICATING,2.122872114301231,2.611626475222522,6.0,True,,True,,True,,True,,54.18994413407821,54.44234404536862,0.25239991129041073,TIER_B_CONTEXT,4
H5B,RELATIVE_STRENGTH_5D_X_3IDX_5D_REGIME,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,DISCOVERY,51.00539480137322,2009,49.32802389248382,344,50.2906976744186,-7.056350215385962,-5.378979306496561,-6.341653088431343,158,157,69,88,0,1,43.94904458598726,1.230490069835599,1.5049892969085592,0.8301075268817135,1.1203715911857253,80,28,VALIDATION,49.45544554455446,1959,49.668198060234815,623,47.67255216693419,-4.614175703284616,-4.826928218964973,-2.831282325664347,257,252,113,139,5,0,44.84126984126984,1.8275614571922092,1.7746931453933306,1.099203203680194,1.2962426349850356,98,48,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,2.442174512101346,7.056350215385962,1.0,False,BULL_sign_fail,True,,True,,True,,44.84126984126984,46.58119658119658,1.7399267399267373,TIER_B_CONTEXT,3
H1A,STRUCTURE_CLEARANCE_X_MARKET_5D_CONSENSUS,session_level_clear_state,NONE_CLEARED,market_prior_5d_consensus,CONSENSUS_ALIGNED,DISCOVERY,51.00539480137322,1122,49.376114081996434,1906,50.419727177334735,-4.547061468039885,-2.9177807486630982,-3.9613938440014,496,480,223,257,0,16,46.458333333333336,1.2650499171583265,1.215174592681881,0.8679430662258476,0.8276477330678318,108,130,VALIDATION,49.45544554455446,1285,48.79377431906615,1933,45.93895499224004,-4.429267534083252,-3.767596308594939,-0.912776981768836,592,573,258,315,11,8,45.026178010471206,1.5267007192020696,1.601165537969738,1.0092473647721003,1.1227945224419429,110,134,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,0.1177939339566336,4.547061468039885,5.0,True,,True,,True,,True,,45.026178010471206,45.74074074074074,0.7145627302695345,TIER_B_CONTEXT,4
H1A,STRUCTURE_CLEARANCE_X_MARKET_5D_CONSENSUS,session_level_clear_state,TWO_OF_3_CLEARED,market_prior_5d_consensus,CONSENSUS_ALIGNED,DISCOVERY,51.00539480137322,1120,49.82142857142857,1906,50.419727177334735,-1.6620552141311933,-0.4780889841865416,-1.0763875900927076,541,533,263,270,1,7,49.34333958724203,1.2120667739732645,1.2245681356714302,0.8720930232558213,0.8626538722496855,109,132,VALIDATION,49.45544554455446,1064,49.62406015037594,1933,45.93895499224004,-4.342663589667239,-4.511278195488721,-0.8261730373528238,542,532,240,292,9,1,45.11278195488722,1.632561758203992,1.490835407579957,1.0879482284279105,1.1398276918135195,111,139,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-2.680608375536046,1.6620552141311933,10.0,True,,True,,True,,True,,45.11278195488722,44.85436893203884,0.2584130228483801,TIER_B_CONTEXT,4
H2B,STRUCTURE_CLEARANCE_X_RELATIVE_STRENGTH_5D,session_level_clear_state,ONE_OF_3_CLEARED,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,DISCOVERY,51.00539480137322,830,52.04819277108434,2009,49.32802389248382,-1.3851416368162577,-2.4279396065273744,0.2922292720731434,404,395,196,199,1,8,49.62025316455696,1.304082363175123,1.2208153014422989,0.851910528217207,0.7922451973265039,106,136,VALIDATION,49.45544554455446,709,47.24964739069112,1959,49.668198060234815,-4.33349432504226,-2.1276961711789184,-4.546246840722617,334,328,148,180,4,2,45.1219512195122,1.625692171041491,1.5701566475782205,1.1271543360796838,1.1144017123575956,106,129,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-2.9483526882260023,1.3851416368162577,8.0,True,,False,VALIDATION_NEWER_sign_fail,True,,True,,45.1219512195122,43.54838709677419,1.5735641227380057,TIER_B_CONTEXT,3
H3B,PREMARKET_RVOL_X_LEVEL_CLUSTER,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,TIGHT_CLUSTER,DISCOVERY,51.00539480137322,747,49.129852744310575,794,53.02267002518892,-0.0794688754472972,1.7960731816153483,-2.096744099262992,224,216,110,106,0,8,50.92592592592592,0.8903400339380049,0.9600750171508156,0.6792786349930662,0.6086896637749525,89,95,VALIDATION,49.45544554455446,630,46.66666666666666,553,50.27124773960217,-3.9330574848529674,-1.1442786069651731,-4.748859679900676,136,134,61,73,0,2,45.52238805970149,1.1665740478218547,1.266860426881815,0.987611366598638,1.0126683555569158,78,78,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-3.853588609405669,0.0794688754472972,12.0,False,BULL_sign_fail,False,VALIDATION_OLDER_n<75;VALIDATION_NEWER_n<75,True,,True,,45.52238805970149,45.45454545454545,0.0678426051560379,TIER_B_CONTEXT,2
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,DISCOVERY,51.00539480137322,1312,48.93292682926829,344,50.2906976744186,-3.43257926739264,-1.3601112952877088,-2.7178821404380216,103,103,49,54,0,0,47.57281553398058,1.1813566107415725,1.553979689418602,0.7942916158107041,1.1090772046947257,60,28,VALIDATION,49.45544554455446,1350,48.96296296296296,623,47.67255216693419,-3.4327182718271843,-2.9402356902356885,-1.6498248942069154,181,176,81,95,5,0,46.02272727272727,1.757704667096572,1.8773371164454071,1.0973063424602718,1.4500371011625013,93,44,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-0.0001390044345441,3.43257926739264,5.0,False,BULL_sign_fail,True,,True,,True,,46.02272727272727,46.95121951219512,0.9284922394678432,TIER_B_CONTEXT,3
H3B,PREMARKET_RVOL_X_LEVEL_CLUSTER,premarket_rvol_20d_discovery_state,LOW,relevant_level_cluster_state,MODERATE_CLUSTER,DISCOVERY,51.00539480137322,747,49.129852744310575,2431,51.54257507198684,-2.775306305797997,-0.8997642487353517,-3.312486576411615,466,452,218,234,0,14,48.23008849557522,1.0635767005116437,1.0947795826001454,0.77933470663335,0.7913606983033623,109,128,VALIDATION,49.45544554455446,630,46.66666666666666,2245,48.55233853006681,-3.3414559072487577,-0.5526770293609644,-2.438348892761113,389,386,178,208,0,3,46.1139896373057,1.42356407768258,1.3974508412021978,1.027311450764223,1.0163603502100886,107,130,True,-1.0,-1.0,True,NEGATIVE_REPLICATING,-0.5661496014507605,2.775306305797997,7.0,True,,False,VALIDATION_NEWER_sign_fail,True,,True,,46.1139896373057,45.97402597402598,0.13996366327972254,TIER_B_CONTEXT,3
H2A,STRUCTURE_CLEARANCE_X_RELATIVE_MULTI_HORIZON,session_level_clear_state,ALL_3_CLEARED,relative_multi_horizon_state,RELATIVE_ALIGNED,DISCOVERY,51.00539480137322,886,54.85327313769752,1312,48.93292682926829,3.5117391550130748,-0.3361391813112178,5.584207127118006,327,321,175,146,2,4,54.517133956386296,1.4273195093226403,1.2756088344044472,1.0598561957232149,0.8937380894865488,102,123,VALIDATION,49.45544554455446,961,51.92507804370448,1350,48.96296296296296,3.2945544554455424,0.8249219562955261,3.787037037037038,407,400,211,189,6,1,52.75,1.7698538037509266,1.676028039620913,1.2741389607803972,1.2167563008806686,110,135,True,1.0,1.0,True,POSITIVE_REPLICATING,-0.2171846995675324,3.5117391550130748,8.0,True,,True,,True,,True,,52.75,53.06122448979592,0.31122448979591866,TIER_B_CONTEXT,4
H5A,RELATIVE_MULTI_HORIZON_X_3IDX_5D_REGIME,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,DISCOVERY,51.00539480137322,1271,52.95043273013376,344,50.2906976744186,9.32518371102347,7.380145782262936,10.039880837978089,125,121,73,48,0,4,60.33057851239669,1.470351806327073,0.9896101706103811,1.0871440897325324,0.6438831104507212,75,26,VALIDATION,49.45544554455446,1389,50.82793376529877,623,47.67255216693419,3.264219727412069,1.8917315066677527,5.047113105032338,243,239,126,113,4,0,52.71966527196653,1.4570600931920514,1.4252724349683812,1.0785348400216217,1.0086973189256487,95,47,True,1.0,1.0,True,POSITIVE_REPLICATING,-6.060963983611401,9.32518371102347,1.0,True,,True,,True,,True,,52.71966527196653,52.838427947598255,0.1187626756317286,TIER_B_CONTEXT,4
H4A,C2_EXHAUSTION_X_STRUCTURE_CLEARANCE,exhaustion_state,NONE,session_level_clear_state,ALL_3_CLEARED,DISCOVERY,51.00539480137322,2517,52.44338498212157,886,54.85327313769752,6.889342040732039,5.4513518599836885,3.0414637044077466,428,418,242,176,1,9,57.89473684210526,1.2211091431813423,1.109692371268438,0.956394876148852,0.7593026781719832,108,141,VALIDATION,49.45544554455446,2063,50.26660203587009,961,51.92507804370448,2.899125092564653,2.087968601249017,0.4294925934146363,366,361,189,172,5,0,52.35457063711911,1.4646683199923085,1.2535269174571304,1.1128092018522877,0.9424818535628172,99,133,True,1.0,1.0,True,POSITIVE_REPLICATING,-3.9902169481673866,6.889342040732039,3.0,True,,False,VALIDATION_NEWER_sign_fail,True,,True,,52.35457063711911,52.85714285714285,0.5025722200237368,TIER_B_CONTEXT,3
