weekday,symbol,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
MONDAY,HOOD,19,19,11,8,0,0,57.89473684210526,52.63157894736842,2.866808756227991,2.682475163337376,2.7417896956914847,1.5064778547755349,1,19
MONDAY,TSLA,19,19,9,10,0,0,47.36842105263158,31.57894736842105,2.187229845595665,1.3102107920332648,2.2990946982769978,1.073695261424913,1,19
MONDAY,UBER,19,19,7,12,0,0,36.8421052631579,42.10526315789474,0.9607558991415762,1.4647533570343065,0.8005534690650207,1.5946572168461248,1,19
MONDAY,UNH,19,19,13,6,0,0,68.42105263157895,47.36842105263158,1.0131096195147125,1.223554942392849,0.8904483980745075,0.8241475224065224,1,19
MONDAY,ABBV,18,17,6,11,0,1,35.294117647058826,38.888888888888886,0.6042589170275712,1.1700642734148377,0.41773864075017575,1.0365345159267978,1,18
MONDAY,ANET,18,17,13,4,1,0,76.47058823529412,77.77777777777777,2.4023401562966082,1.7620970767202113,1.4427585692577063,1.120106970295545,1,18
MONDAY,ARM,18,17,14,3,1,0,82.3529411764706,66.66666666666667,2.977201172937527,1.8903362545684557,2.919252178337666,0.8991850431233647,1,18
MONDAY,PFE,18,17,9,8,0,1,52.94117647058823,55.55555555555556,0.9322187775717032,0.8056959751901454,0.6897545182893767,0.5707214206437283,1,18
MONDAY,SLB,18,18,8,10,0,0,44.44444444444444,50.0,1.7745595220317327,0.9497545852109146,1.4574425363040482,0.7437260518595231,1,18
MONDAY,UPS,18,18,9,9,0,0,50.0,44.44444444444444,1.0939751802027609,0.7223862824517095,0.6644682588563654,0.6102389158539681,1,18
MONDAY,AAPL,17,16,6,10,0,1,37.5,41.1764705882353,0.7994799500181333,1.0704404894392223,0.7546101181056599,1.1310822741583455,1,17
MONDAY,COIN,17,16,7,9,1,0,43.75,52.94117647058823,2.116343558333927,2.4087423253710796,1.8246006460643647,2.0542938522420875,1,17
MONDAY,IWM,17,15,8,7,0,2,53.333333333333336,52.94117647058823,0.8350816504348488,0.4052386571782812,0.5184813513965585,0.2684872660325427,1,17
MONDAY,NFLX,17,17,13,4,0,0,76.47058823529412,58.8235294117647,1.1346914209008916,1.2607652785423868,1.0059718777277493,0.7885384273656241,1,17
MONDAY,NKE,17,17,10,7,0,0,58.8235294117647,41.1764705882353,1.4231946685225507,1.0386755302012092,1.3403708590874412,0.5893620156181018,1,17
MONDAY,PLTR,17,17,9,8,0,0,52.94117647058823,52.94117647058823,1.6915636905451692,1.882020828904201,1.1357582667675932,1.613443807625218,1,17
MONDAY,AVGO,16,15,3,12,1,0,20.0,25.0,1.1327204330668244,1.5728841492458652,0.9357653797617027,1.6608046306543258,1,16
MONDAY,CVX,16,16,6,10,0,0,37.5,50.0,0.8995939995656153,0.701339342572079,0.654415284673736,0.6750409626590997,1,16
MONDAY,DASH,16,15,9,6,1,0,60.0,50.0,2.0685924950215364,1.6173276940450303,1.2146104981728176,1.1969043927553642,1,16
MONDAY,LRCX,16,16,11,5,0,0,68.75,62.5,2.3754452445356202,1.6889413608320474,1.4652560719405285,1.4910409171980439,1,16
MONDAY,META,16,16,9,7,0,0,56.25,43.75,1.0180115644055965,1.0147256475478383,0.8714519797248053,0.9972820499167483,1,16
MONDAY,OXY,16,16,9,7,0,0,56.25,50.0,1.247459818772367,0.8081643785610844,1.255437597493997,0.7444341155882206,1,16
MONDAY,SNOW,16,16,6,10,0,0,37.5,56.25,1.3529705327294783,1.7112314122090146,0.7682284887747902,1.780856980616353,1,16
MONDAY,WMT,16,16,6,10,0,0,37.5,37.5,0.9300782216991607,0.7597060648117189,0.7619356442145444,0.7032840304937129,1,16
MONDAY,ASML,15,15,11,4,0,0,73.33333333333333,66.66666666666667,1.7802853212470182,0.9450564260663233,1.4459763061788038,0.48704804555633524,1,15
MONDAY,CEG,15,15,7,8,0,0,46.666666666666664,60.0,1.4060508971285681,1.897235036928856,0.9465445057945526,1.7956582670086458,1,15
MONDAY,DELL,15,14,6,8,1,0,42.857142857142854,40.0,2.0860662703526223,1.639104406292611,1.4543339150668992,1.0208166533226588,1,15
MONDAY,HAL,15,15,7,8,0,0,46.666666666666664,46.666666666666664,1.1166834598562552,1.391852710498142,0.9933009933009926,1.1551983927674556,1,15
MONDAY,MA,15,15,8,7,0,0,53.333333333333336,53.333333333333336,0.9742585191438102,0.7939763677453382,0.9778755653343135,0.5774906568956372,1,15
MONDAY,MCD,15,15,8,7,0,0,53.333333333333336,46.666666666666664,0.8108328120748726,0.9673879875627233,0.6516186206537038,0.7437383790878135,1,15
MONDAY,MRNA,15,14,10,4,1,0,71.42857142857143,60.0,2.881890987889455,3.0732755596142574,2.2096564531104947,3.1268094962362567,1,15
MONDAY,MRVL,15,14,8,6,1,0,57.142857142857146,53.333333333333336,2.487236922401246,2.7231330923650794,1.0051762252400116,2.2157334249398817,1,15
MONDAY,NEE,15,15,7,8,0,0,46.666666666666664,26.666666666666668,1.2074775477759476,0.8706255883189289,0.7626960997085569,0.8369601606963508,1,15
MONDAY,PEP,15,14,11,3,0,1,78.57142857142857,60.0,1.0897206451154273,0.4727931450155588,0.8653974171215627,0.20056157240271622,1,15
MONDAY,SBUX,15,15,9,6,0,0,60.0,53.333333333333336,1.446503674580922,0.9313842897977658,1.347179343250068,0.8236844582509648,1,15
MONDAY,SCHW,15,15,9,6,0,0,60.0,53.333333333333336,0.8250236484232601,0.7942286231200625,0.7171911796189271,0.7827374656230112,1,15
MONDAY,TQQQ,15,15,10,5,0,0,66.66666666666667,80.0,1.9490040899548926,1.7189376473223064,1.3585393904542742,0.7117251680358472,1,15
MONDAY,CAT,14,14,5,9,0,0,35.714285714285715,57.142857142857146,0.6473496543610943,1.647477642697616,0.6071927837843559,1.5457591649991533,1,14
MONDAY,CMCSA,14,13,6,7,0,1,46.15384615384615,50.0,0.8441516313451306,1.3581068312801305,0.5371066045672263,1.2950927793403408,1,14
MONDAY,CRWD,14,14,5,9,0,0,35.714285714285715,42.857142857142854,1.9883581564162487,1.4237208919400828,1.390813335732358,1.2000951616282776,1,14
MONDAY,DDOG,14,14,7,7,0,0,50.0,50.0,1.73038536742659,1.6720200123288556,1.7559001261127625,1.4029280755400042,1,14
MONDAY,JPM,14,13,8,5,0,1,61.53846153846154,50.0,0.9052383052004499,0.7481038293656461,0.8226969835088391,0.5110805005651401,1,14
MONDAY,KLAC,14,14,10,4,0,0,71.42857142857143,57.142857142857146,2.0874836360508597,1.8604716611942906,1.1159341423460831,1.202336251168431,1,14
MONDAY,MSFT,14,12,6,6,0,2,50.0,42.857142857142854,0.7000478857443826,0.7849915615693461,0.5350344666537321,0.5421107010812507,1,14
MONDAY,NOW,14,13,7,6,1,0,53.84615384615385,57.142857142857146,2.145018434970854,1.1364769886976398,2.0230793400825178,0.5764473748384448,1,14
MONDAY,QQQ,14,13,7,6,0,1,53.84615384615385,85.71428571428571,0.686755890531755,0.6127542249144117,0.601578794663784,0.3173146605643726,1,14
MONDAY,TXN,14,14,10,4,0,0,71.42857142857143,50.0,1.5916408114237808,0.9968205039871485,1.7150916668973621,0.8834188815934538,1,14
MONDAY,V,14,14,8,6,0,0,57.142857142857146,64.28571428571429,0.8000792823415137,0.8953298619125535,0.7737047598877862,0.7491938832522675,1,14
MONDAY,ABNB,13,13,8,5,0,0,61.53846153846154,46.15384615384615,1.5658979877168464,0.6253368260056542,1.116869844514199,0.755688423849856,1,13
MONDAY,AMAT,13,12,7,5,1,0,58.333333333333336,53.84615384615385,2.35171647575073,1.7602977559821698,1.4269423983727294,1.1832356518854286,1,13
MONDAY,BAC,13,13,7,6,0,0,53.84615384615385,53.84615384615385,0.7348711232926701,1.0019373133708667,0.5956956187548084,0.9223029625489184,1,13
MONDAY,CRM,13,13,4,9,0,0,30.76923076923077,38.46153846153846,1.6630123474402345,1.2218238681628013,1.338705729509897,0.7569988801791788,1,13
MONDAY,MRK,13,13,8,5,0,0,61.53846153846154,53.84615384615385,0.8556199877062093,1.0542012784158294,0.7494174696139542,1.0433486523413105,1,13
MONDAY,PYPL,13,13,7,6,0,0,53.84615384615385,46.15384615384615,1.3077313779819404,1.3230160679712908,0.7053542802180149,1.2006292953548092,1,13
MONDAY,T,13,13,8,5,0,0,61.53846153846154,76.92307692307692,1.283581022130299,0.6376109474306499,0.8294266137756957,0.5475166210402838,1,13
MONDAY,BKNG,12,12,6,6,0,0,50.0,50.0,1.6495340997735353,1.43367409374028,0.8958524260119971,0.9855932739275894,1,12
MONDAY,DE,12,12,3,9,0,0,25.0,0.0,1.1187798979545442,1.4179631622921478,1.1856401927981628,1.1886358801011152,1,12
MONDAY,DIS,12,12,8,4,0,0,66.66666666666667,41.666666666666664,0.8604802739118248,0.5975494611846629,0.7348798015567128,0.5104768379750284,1,12
MONDAY,GS,12,12,7,5,0,0,58.333333333333336,50.0,0.9463839946758847,1.7038079845397271,0.6580096565452556,1.2564800068136508,1,12
MONDAY,HD,12,12,5,7,0,0,41.666666666666664,66.66666666666667,1.050437784614642,1.1651608554418382,0.7887147796496141,0.6806427897150443,1,12
MONDAY,ISRG,12,12,6,6,0,0,50.0,58.333333333333336,1.697831781798499,1.1723150306995365,1.066138850711496,0.787743665894105,1,12
MONDAY,JNJ,12,12,4,8,0,0,33.333333333333336,41.666666666666664,0.5049307019991136,0.6130223096364551,0.540462876476987,0.6976510418415471,1,12
MONDAY,MS,12,12,5,7,0,0,41.666666666666664,75.0,1.071619546304049,1.178581787866322,0.8349716561423535,0.7654157991725401,1,12
MONDAY,QCOM,12,10,8,2,2,0,80.0,58.333333333333336,1.651113442105035,1.9001019383440383,1.5251925723118156,0.9010978967356162,1,12
MONDAY,RBLX,12,12,7,5,0,0,58.333333333333336,50.0,2.0754960509420477,2.4004931309093034,2.217113775987797,1.9363188322775569,1,12
MONDAY,SHOP,12,11,4,7,1,0,36.36363636363637,33.333333333333336,2.0540819731463293,2.065194679683751,1.5901263853965715,1.4943026398727026,1,12
MONDAY,TEAM,12,12,6,6,0,0,50.0,41.666666666666664,2.5649150271617995,2.4388635809277184,2.2690924486743054,2.2251404761783187,1,12
MONDAY,TGT,12,12,5,7,0,0,41.666666666666664,33.333333333333336,1.3580208297924121,1.333194884128142,1.179089636441472,1.2728998731847103,1,12
MONDAY,TMO,12,12,5,7,0,0,41.666666666666664,33.333333333333336,0.9679262347398888,1.1885741676554407,1.0650447616867762,1.1252911965997523,1,12
MONDAY,VZ,12,12,6,6,0,0,50.0,58.333333333333336,1.260991000035079,1.0074982073448544,0.8377450042404035,0.8966000499771932,1,12
MONDAY,CSCO,11,11,6,5,0,0,54.54545454545455,54.54545454545455,0.704316474009648,0.8871919292689785,0.610602275881207,0.5623797543288584,1,11
MONDAY,CVS,11,11,5,6,0,0,45.45454545454545,54.54545454545455,0.9365828228995792,1.199095989877184,0.7821319142073849,1.0416001022429517,1,11
MONDAY,GILD,11,11,3,8,0,0,27.272727272727273,45.45454545454545,0.5918662530139959,1.4394186787708336,0.45475566517650945,1.5621542682656995,1,11
MONDAY,HON,11,11,7,4,0,0,63.63636363636363,63.63636363636363,1.0894049146041822,0.9922693647289041,1.1400817995909969,0.9918200408997944,1,11
MONDAY,PANW,11,11,3,8,0,0,27.272727272727273,45.45454545454545,1.1223601888673305,1.1879537534559377,0.8070315621254422,1.0488332932403208,1,11
MONDAY,RTX,11,11,6,5,0,0,54.54545454545455,72.72727272727273,0.8727101624999403,0.888679172344115,0.6512691806716052,0.7269569532316106,1,11
MONDAY,TMUS,11,11,5,6,0,0,45.45454545454545,54.54545454545455,1.1847306706911558,0.8911027128063472,1.1618931545805342,0.6560599826269841,1,11
MONDAY,ADBE,10,10,2,8,0,0,20.0,10.0,1.6149122897993184,1.6360448122135165,1.2492081267655912,1.6948608345414466,1,10
MONDAY,CME,10,10,5,5,0,0,50.0,40.0,0.9668232575296031,0.8760629175818482,0.8165248475782125,0.756444622185902,1,10
MONDAY,COP,10,10,6,4,0,0,60.0,50.0,1.3253455578228663,0.8947027474456146,1.2535800195236484,0.6284269383112022,1,10
MONDAY,COST,10,10,3,7,0,0,30.0,50.0,0.4594035145094725,1.3928255170645871,0.4460961005680675,0.9134849343031226,1,10
MONDAY,IBM,10,10,2,8,0,0,20.0,50.0,0.7816305016949746,1.2607221945754614,0.3371233168385662,1.2552009901155456,1,10
MONDAY,AMGN,9,9,5,4,0,0,55.55555555555556,55.55555555555556,0.7137054989452093,1.331492606074897,0.5626963724650177,1.162290360833476,1,9
MONDAY,BLK,9,9,6,3,0,0,66.66666666666667,22.22222222222222,1.1024083676836274,1.2197553669046248,0.9531866892272897,0.3314677426352498,1,9
MONDAY,VRTX,9,9,3,6,0,0,33.333333333333336,55.55555555555556,0.9262942817016044,1.3726949512366378,0.735952479744929,1.3752953950309776,1,9
MONDAY,AXON,8,7,2,5,1,0,28.571428571428573,37.5,1.634949683949959,3.256136477504427,1.2952025383530157,3.013843629432695,1,8
MONDAY,EOG,8,8,3,5,0,0,37.5,25.0,0.9934220796009092,1.5132184531894306,0.8419599612397837,0.949693635441093,1,8
MONDAY,ETN,8,8,5,3,0,0,62.5,50.0,1.4587939060707595,0.6743371559736963,1.3243832683317929,0.7393089415133053,1,8
MONDAY,GOOG,8,8,4,4,0,0,50.0,62.5,1.4509191487335045,0.9556206856488199,1.0457971859344322,0.7624468482576373,1,8
MONDAY,AXP,7,7,3,4,0,0,42.857142857142854,28.571428571428573,0.836667934708114,2.004316669947242,0.558340738753549,0.9931521120109027,1,7
MONDAY,GE,7,7,4,3,0,0,57.142857142857146,42.857142857142854,0.960293135185463,1.155440137230881,0.7657019496728188,1.2907201385650522,1,7
MONDAY,LMT,7,7,5,2,0,0,71.42857142857143,42.857142857142854,0.9406625668559526,1.0656764297357562,0.8652606181621466,0.4284704022629898,1,7
MONDAY,LOW,7,7,5,2,0,0,71.42857142857143,71.42857142857143,1.4513849053497327,0.7807661864413384,1.7267115826844721,0.8844339622641556,1,7
MONDAY,MNDY,7,7,0,7,0,0,0.0,14.285714285714286,3.1548914207360768,2.8371531658569333,2.8958210712183563,1.839961615802204,1,7
MONDAY,FDX,6,6,4,2,0,0,66.66666666666667,33.333333333333336,2.0188482276336743,0.4615628120078799,1.4854671933476293,0.5064889922630366,1,6
MONDAY,URI,6,5,2,3,1,0,40.0,33.333333333333336,1.1911531199054524,1.5022167126931933,0.9200500549528812,1.0716289026795753,1,6
MONDAY,REGN,5,5,4,1,0,0,80.0,60.0,1.251186217471167,0.7111863972394474,0.9818412162162178,0.411988628150142,1,5
TUESDAY,META,28,28,19,9,0,0,67.85714285714286,57.142857142857146,1.3253058814988534,0.884068429765472,1.262921069990005,0.8319269964644804,1,28
TUESDAY,INTC,26,26,12,14,0,0,46.15384615384615,53.84615384615385,3.0793821667997414,1.7039204744983896,2.9180264840472345,0.9441488838721049,1,26
TUESDAY,ORCL,26,24,12,12,2,0,50.0,46.15384615384615,1.5202663846213118,2.326525283736779,1.255309986037276,2.3282877692052653,1,26
TUESDAY,SPY,26,18,7,11,0,8,38.888888888888886,50.0,0.3996877520242521,0.5971400686037565,0.3698679862919305,0.5079719419491602,1,26
TUESDAY,COIN,25,25,11,14,0,0,44.0,56.0,2.383294336008967,2.440976018482431,2.1545403271291605,2.1054478463023205,1,25
TUESDAY,ARM,24,23,10,13,1,0,43.47826086956522,41.666666666666664,2.5098618650029234,2.1393498594086555,1.7478712811001031,1.0993666831186042,1,24
TUESDAY,MRVL,24,24,8,16,0,0,33.333333333333336,29.166666666666668,3.5738891096257692,1.8315479212749874,3.14235460938425,1.1272060486925688,1,24
TUESDAY,NFLX,24,23,13,10,0,1,56.52173913043478,54.166666666666664,1.2363303188613821,1.030780599551355,1.0873108700947984,0.8048448223900693,1,24
TUESDAY,AMD,23,23,11,12,0,0,47.82608695652174,47.82608695652174,2.5316938551744848,1.7800804771051784,1.798601841587292,1.5106496106089462,1,23
TUESDAY,QQQ,23,21,11,10,0,2,52.38095238095238,56.52173913043478,0.7151132886930288,0.5279949171123,0.585902164080429,0.5375210999852501,1,23
TUESDAY,AVGO,22,22,9,13,0,0,40.90909090909091,40.90909090909091,1.5462394460694973,1.8176413769741622,1.1048402703984233,1.3273051948219532,1,22
TUESDAY,OXY,22,22,10,12,0,0,45.45454545454545,54.54545454545455,1.2851673337171514,1.5522296861575322,0.8817909225283832,1.0381698881945876,1,22
TUESDAY,RBLX,22,22,13,9,0,0,59.09090909090909,45.45454545454545,1.7664963236973834,2.6147934381185087,1.6148063753350888,2.1983616553723593,1,22
TUESDAY,TQQQ,22,22,11,11,0,0,50.0,45.45454545454545,2.1089570479714292,1.6904972011603987,1.7863689263400468,1.7920385188925017,1,22
TUESDAY,TSLA,22,22,12,10,0,0,54.54545454545455,50.0,1.645898496082844,1.2050049777055387,1.653767290064906,1.1131643346573297,1,22
TUESDAY,ADBE,21,21,13,8,0,0,61.904761904761905,52.38095238095238,1.691204847900202,1.3439063132972708,1.0274427845362115,1.6274864376130107,1,21
TUESDAY,C,21,21,13,8,0,0,61.904761904761905,42.857142857142854,1.2495851649709586,1.7133961190562697,1.2992034645425774,1.902405073080201,1,21
TUESDAY,CRM,21,21,9,12,0,0,42.857142857142854,38.095238095238095,1.2801669883945066,1.7593157062130775,0.5416471190344224,1.2470751702098215,1,21
TUESDAY,DELL,21,19,8,11,2,0,42.10526315789474,57.142857142857146,2.3644793062060674,1.8033789988870421,1.461061165615946,1.2698819907644916,1,21
TUESDAY,DIS,21,21,10,11,0,0,47.61904761904762,52.38095238095238,0.753087255656593,0.907239536613648,0.7661437431594339,0.7304601899196523,1,21
TUESDAY,GOOG,21,21,16,5,0,0,76.19047619047619,61.904761904761905,1.2224634716890084,0.8893775748434718,1.0612922183427225,0.6326008741934541,1,21
TUESDAY,GS,21,21,6,15,0,0,28.571428571428573,23.80952380952381,0.7580054969557372,1.3783135542658653,0.5891645999753339,1.0153049340257432,1,21
TUESDAY,MS,21,21,9,12,0,0,42.857142857142854,42.857142857142854,0.8648364988457227,1.2226873177988917,0.570978539082496,0.9975615162935004,1,21
TUESDAY,MSFT,21,18,9,9,0,3,50.0,52.38095238095238,0.6615624267707542,0.8956479601161352,0.5698240203381995,0.5170435698815637,1,21
TUESDAY,SBUX,21,21,7,14,0,0,33.333333333333336,42.857142857142854,1.0577207114351204,1.4201335423571957,0.5282179594106268,1.5234870926787958,1,21
TUESDAY,XOM,21,21,12,9,0,0,57.142857142857146,71.42857142857143,0.8794655126781291,1.086685672488947,0.7063163577469828,0.9330440173589557,1,21
TUESDAY,APP,20,19,11,8,1,0,57.89473684210526,55.0,3.1618340299175083,2.0524786586679875,2.4342604010729834,0.9223078862905094,1,20
TUESDAY,COST,20,20,12,8,0,0,60.0,60.0,0.7411737613841524,0.8132740391104789,0.6212117212967682,0.7618192175657819,1,20
TUESDAY,CVX,20,18,9,9,0,2,50.0,45.0,0.9379197338755896,0.9105354527544026,0.6672251598881854,0.7985288356180162,1,20
TUESDAY,MU,20,20,11,9,0,0,55.0,55.0,4.192041417331523,1.5618477764944267,3.837350869730807,1.2434887378452826,1,20
TUESDAY,NVDA,20,20,12,8,0,0,60.0,55.0,1.661405696755784,0.9202518887716635,1.31826744814046,0.8207444907992645,1,20
TUESDAY,T,20,20,7,13,0,0,35.0,30.0,0.9261523397144298,1.2799885641662745,0.8233641120602648,1.1339862903004931,1,20
TUESDAY,AMZN,19,19,10,9,0,0,52.63157894736842,57.89473684210526,1.2329038916591526,0.813680825009273,1.1658370447995878,0.508550258105146,1,19
TUESDAY,HOOD,19,19,10,9,0,0,52.63157894736842,68.42105263157895,2.1325650336215802,3.1288034170514307,1.1519848823236154,2.952833927863654,1,19
TUESDAY,ASML,18,16,9,7,0,2,56.25,44.44444444444444,1.2500930622215296,1.0717511222096492,1.0155988265461269,0.6558020686452464,1,18
TUESDAY,DASH,18,18,10,8,0,0,55.55555555555556,38.888888888888886,1.660345514834355,1.4972820364678237,1.400982527534277,1.0961354034541806,1,18
TUESDAY,AXP,17,17,9,8,0,0,52.94117647058823,47.05882352941177,0.9997734193231679,1.1020997848585155,0.9674107612930429,0.9121191367828956,1,17
TUESDAY,BAC,17,17,7,10,0,0,41.1764705882353,52.94117647058823,0.6884322692020364,1.2721981087654175,0.4827031375703962,1.2066013408973792,1,17
TUESDAY,IBM,17,17,11,6,0,0,64.70588235294117,41.1764705882353,1.240844235033748,1.0536121382672823,1.0108153078203024,0.8305358154945954,1,17
TUESDAY,IWM,17,16,6,10,0,1,37.5,35.294117647058826,0.6206673518801997,1.0270894674259243,0.4945631923037768,0.9537953795379494,1,17
TUESDAY,JPM,17,17,7,10,0,0,41.1764705882353,41.1764705882353,0.9625925158727351,1.0371989034221958,0.8302286438338004,0.6383197776176306,1,17
TUESDAY,PLTR,17,17,8,9,0,0,47.05882352941177,47.05882352941177,2.172583994129898,1.8563670542427904,1.514845808663815,1.5888300433317317,1,17
TUESDAY,PYPL,17,16,5,11,1,0,31.25,47.05882352941177,0.8933486807090749,2.3948781110633086,1.0958456002616972,1.510104374861203,1,17
TUESDAY,VZ,17,17,8,9,0,0,47.05882352941177,41.1764705882353,0.9851716524836095,0.7890299342330817,0.8475648323845688,0.6795497982586541,1,17
TUESDAY,ANET,16,16,8,8,0,0,50.0,56.25,1.607431551245547,1.6391360841509628,1.5359619909612883,1.7241948477928979,1,16
TUESDAY,BA,16,16,6,10,0,0,37.5,37.5,1.2951805586098484,1.751243338123189,1.294407857585969,0.8596068276774433,1,16
TUESDAY,DDOG,16,15,9,6,1,0,60.0,68.75,2.4455244815119097,1.8147922211611844,1.542500617291881,1.931149119149915,1,16
TUESDAY,LRCX,16,16,11,5,0,0,68.75,37.5,1.996644566899596,1.6818743824364488,1.977575994043454,1.294739642724808,1,16
TUESDAY,MA,16,16,8,8,0,0,50.0,37.5,0.9864190967098118,0.8137635350251983,0.818141110205088,0.6920235384829378,1,16
TUESDAY,QCOM,16,16,8,8,0,0,50.0,37.5,1.3098581354515262,1.6827513385633648,0.9310344043861889,1.706373204311534,1,16
TUESDAY,TEAM,16,15,9,6,1,0,60.0,50.0,2.4903857896535198,1.8190630108837702,1.5459813860549942,1.3974180099366655,1,16
TUESDAY,V,16,16,9,7,0,0,56.25,37.5,0.9953282586706781,0.8957348107412526,0.7176642192637397,0.7826777404147727,1,16
TUESDAY,BMY,15,15,9,6,0,0,60.0,46.666666666666664,1.0864319129240343,1.17436653621633,0.8024251069900192,0.7418091901916329,1,15
TUESDAY,CSCO,15,15,5,10,0,0,33.333333333333336,53.333333333333336,0.7648928379128409,1.0798527494649524,0.5528881129055865,0.8333942539659233,1,15
TUESDAY,GILD,15,15,8,7,0,0,53.333333333333336,53.333333333333336,1.418208705689914,1.0775519370954625,1.5202250200910674,0.852018827828647,1,15
TUESDAY,LMT,15,15,10,5,0,0,66.66666666666667,60.0,1.163335042002534,0.9991078829205168,1.0409256888130094,0.7036763499097338,1,15
TUESDAY,MCD,15,15,6,9,0,0,40.0,40.0,0.6952927246844784,1.019358805805028,0.39028611407739094,0.9165508569916082,1,15
TUESDAY,MNDY,15,14,5,9,1,0,35.714285714285715,33.333333333333336,2.663080545281768,2.3016780223919246,2.8224582701062135,1.5873015873015939,1,15
TUESDAY,MRK,15,15,6,9,0,0,40.0,66.66666666666667,1.4080613262610469,1.54627857856925,1.2738308968111438,0.7970112079701127,1,15
TUESDAY,TMUS,15,14,5,9,0,1,35.714285714285715,40.0,0.9627324144003665,0.8809374117382694,0.5928184281842843,0.9611430921052655,1,15
TUESDAY,UNH,15,15,9,6,0,0,60.0,26.666666666666668,1.8991723656338377,1.2816275381198905,1.3484415263510865,0.4960006836557946,1,15
TUESDAY,CME,14,14,6,8,0,0,42.857142857142854,35.714285714285715,0.9258491603515427,1.2645969168360327,0.6834473788934599,0.7777136302143737,1,14
TUESDAY,CVS,14,14,8,6,0,0,57.142857142857146,14.285714285714286,1.364837854933731,1.1394566468025513,0.9429273852062791,0.6583386437755339,1,14
TUESDAY,HAL,14,14,8,6,0,0,57.142857142857146,42.857142857142854,1.545333085812386,1.66038389452455,1.1628355696896888,1.3922899358831036,1,14
TUESDAY,ISRG,14,14,9,5,0,0,64.28571428571429,71.42857142857143,1.0795558619787304,1.3135979652321643,0.7919932994340284,0.8338632415129377,1,14
TUESDAY,LLY,14,14,10,4,0,0,71.42857142857143,57.142857142857146,1.6720933392649324,1.2505200635445735,1.4509584466128862,1.1131368179328676,1,14
TUESDAY,PEP,14,14,6,8,0,0,42.857142857142854,35.714285714285715,0.8235430171626991,1.0308389550603183,0.6617813225039396,0.9566587607720123,1,14
TUESDAY,SHOP,14,14,5,9,0,0,35.714285714285715,57.142857142857146,2.3048653358688678,1.4304883517178986,1.5932350657465584,1.0475897736954225,1,14
TUESDAY,SNOW,14,14,8,6,0,0,57.142857142857146,42.857142857142854,1.5897141213950037,2.1583812194952454,1.2277132824409627,2.1111998248331325,1,14
TUESDAY,UPS,14,14,7,7,0,0,50.0,50.0,1.49860046955285,0.9844578832744383,1.1125250690249506,0.8017586971155828,1,14
TUESDAY,WMT,14,13,6,7,0,1,46.15384615384615,50.0,0.8810322873131853,0.8193951867014396,0.8285704394961161,0.7921141773007627,1,14
