time,open,high,low,close,ORB High,ORB Low,Retest Upper,Retest Lower,Volume,Volume MA
1787681520,371.74,371.78,371.74,371.77,378,372.42,,,100,168.35
1787681580,371.77,371.82,371.77,371.77,378,372.42,,,195,170.15
1787681640,371.84,371.9,371.64,371.65,378,372.42,,,293,148.7
1787681700,371.59,371.6,371.49,371.55,378,372.42,,,44,150.7
1787681760,371.56,371.565,371.56,371.565,378,372.42,,,122,140.2
1787681820,371.42,371.5,371.39,371.5,378,372.42,,,615,167.5
1787681880,371.32,371.32,371.31,371.31,378,372.42,,,39,169.1
1787682000,371.32,371.335,371.09,371.15,378,372.42,,,289,181.4
1787682060,371.23,371.23,371.23,371.23,378,372.42,,,55,180.75
1787682120,371.32,371.55,371.32,371.54,378,372.42,,,190,187.8
1787682180,371.57,371.695,371.265,371.265,378,372.42,,,815,210.55
1787682240,371.35,371.37,371.35,371.37,378,372.42,,,192,204.65
1787682300,370.95,371,370.92,370.97,378,372.42,,,37,192
1787682360,370.82,370.88,370.69,370.88,378,372.42,,,103,194.25
1787682420,370.999,371.08,370.88,370.88,378,372.42,,,219,192.75
1787682480,370.99,371.205,370.99,371.205,378,372.42,,,200,202.55
1787682540,371.13,371.33,371.13,371.33,378,372.42,,,6,197.8
1787682600,371.325,371.325,371.19,371.19,378,372.42,,,32,196.45
1787682660,371.11,371.11,370.91,370.91,378,372.42,,,82,184.65
1787682720,370.82,370.82,370.71,370.769,378,372.42,,,235,193.15
1787682780,371.02,371.05,371.02,371.02,378,372.42,,,85,192.4
1787682840,371.2,371.245,371.13,371.2,378,372.42,,,283,196.8
1787682900,371.2,371.2,371.03,371.06,378,372.42,,,148,189.55
1787682960,371.1,371.1,371.06,371.06,378,372.42,,,35,189.1
1787683020,371.16,371.16,370.71,370.87,378,372.42,,,899,227.95
1787683080,370.7,370.7,370.63,370.63,378,372.42,,,46,199.5
1787683140,370.52,370.53,370.5,370.52,378,372.42,,,33,199.2
1787683200,370.52,370.52,370.44,370.44,378,372.42,,,240,196.75
1787683260,370.6,370.68,370.59,370.68,378,372.42,,,289,208.45
1787683320,370.7,370.71,370.58,370.71,378,372.42,,,31,200.5
1787683380,370.72,370.72,370.71,370.71,378,372.42,,,17,160.6
1787683440,370.55,370.625,370.54,370.54,378,372.42,,,62,154.1
1787683500,370.63,370.76,370.63,370.74,378,372.42,,,264,165.45
1787683560,370.81,370.98,370.81,370.98,378,372.42,,,6,160.6
1787683620,370.83,370.83,370.83,370.83,378,372.42,,,4,149.85
1787683680,370.73,370.83,370.73,370.8,378,372.42,,,96,144.65
1787683740,370.89,370.96,370.89,370.95,378,372.42,,,254,157.05
1787683800,371,371.12,370.99,371.115,378,372.42,,,168,163.85
1787683860,371.22,371.22,371.22,371.22,378,372.42,,,10,160.25
1787683920,371.2,371.2,371.2,371.2,378,372.42,,,26,149.8
1787683980,371.2,371.28,371.14,371.28,378,372.42,,,92,150.15
1787684040,371.26,371.26,370.78,370.78,378,372.42,,,444,158.2
1787684100,370.745,370.86,370.74,370.74,378,372.42,,,73,154.45
1787684160,370.64,370.64,370.61,370.61,378,372.42,,,87,157.05
1787684220,370.71,370.78,370.71,370.78,378,372.42,,,284,126.3
1787684280,370.79,370.81,370.76,370.76,378,372.42,,,10,124.5
1787684340,370.67,370.67,370.57,370.57,378,372.42,,,53,125.5
1787684400,370.635,370.77,370.635,370.77,378,372.42,,,6,113.8
1787684460,370.81,370.82,370.76,370.76,378,372.42,,,65,102.6
1787684520,370.7,370.76,370.68,370.76,378,372.42,,,54,103.75
1787684580,370.715,370.83,370.69,370.69,378,372.42,,,266,116.2
1787684640,370.735,370.735,370.735,370.735,378,372.42,,,161,121.15
1787684700,370.66,370.66,370.6,370.6,378,372.42,,,46,110.25
1787684760,370.76,371.13,370.76,371.13,378,372.42,,,394,129.65
1787684820,371.24,371.26,371,371,378,372.42,,,110,134.95
1787684880,370.93,370.93,370.885,370.885,378,372.42,,,83,134.3
1787684940,370.79,370.79,370.63,370.71,378,372.42,,,425,142.85
1787685000,370.62,370.62,370.54,370.54,378,372.42,,,147,141.8
1787685060,370.455,370.61,370.455,370.52,378,372.42,,,171,149.85
1787685120,370.53,370.53,370.51,370.52,378,372.42,,,124,154.75
1787685180,370.47,370.58,370.47,370.57,378,372.42,,,143,157.3
1787685240,370.69,370.71,370.48,370.52,378,372.42,,,165,143.35
1787685300,370.545,370.61,370.5,370.61,378,372.42,,,47,142.05
1787685360,370.55,370.63,370.55,370.63,378,372.42,,,8,138.1
1787685420,370.58,370.58,370.41,370.47,378,372.42,,,200,133.9
1787685480,370.48,370.48,370.37,370.4,378,372.42,,,113,139.05
1787685540,370.5,370.74,370.5,370.74,378,372.42,,,364,154.6
1787685600,370.73,370.74,370.71,370.71,378,372.42,,,154,162
1787685660,370.92,371.04,370.92,370.94,378,372.42,,,201,168.8
1787685720,371.04,371.04,370.96,370.97,378,372.42,,,34,167.8
1787685780,371.015,371.1,371.015,371.055,378,372.42,,,142,161.6
1787685900,371.11,371.11,370.84,370.84,378,372.42,,,209,164
1787685960,370.9,370.9,370.63,370.67,378,372.42,,,439,183.65
1787686020,370.65,370.665,370.4,370.43,378,372.42,,,241,176
1787686080,370.435,370.545,370.405,370.405,378,372.42,,,145,177.75
1787686140,370.43,370.62,370.43,370.62,378,372.42,,,182,182.7
1787686200,370.69,370.81,370.69,370.81,378,372.42,,,142,168.55
1787686260,370.7,370.7,370.38,370.38,378,372.42,,,496,186
1787686320,370.34,370.34,370.32,370.32,378,372.42,,,12,178.05
1787686380,370.4,370.5,370.4,370.42,378,372.42,,,59,174.8
1787686440,370.37,370.51,370.37,370.51,378,372.42,,,187,177
1787686500,370.68,370.86,370.68,370.86,378,372.42,,,107,174.1
1787686560,370.86,371.13,370.86,371.13,378,372.42,,,209,182.2
1787686620,371.13,371.24,371.1,371.18,378,372.42,,,344,199
1787686680,371.205,371.205,371.18,371.18,378,372.42,,,102,194.1
1787686740,371.12,371.22,371.11,371.11,378,372.42,,,86,192.75
1787686800,371.11,371.33,371.11,371.33,378,372.42,,,1061,227.6
1787686860,371.48,371.56,371.48,371.56,378,372.42,,,151,227.45
1787686920,371.4,371.4,371.24,371.24,378,372.42,,,189,226.85
1787686980,371.15,371.15,371.15,371.15,378,372.42,,,6,225.45
1787687040,371.135,371.23,371.09,371.16,378,372.42,,,552,245.95
1787687100,371.185,371.43,371.1,371.43,378,372.42,,,1490,310
1787687160,371.43,371.56,371.4,371.51,378,372.42,,,527,314.4
1787687220,371.48,371.63,371.23,371.23,378,372.42,,,781,341.4
1787687280,371.17,371.31,371.13,371.18,378,372.42,,,224,345.35
1787687340,371.18,371.395,371.175,371.395,378,372.42,,,443,358.4
1787687400,371.17,371.29,371.16,371.29,378,372.42,,,20,352.3
1787687460,371.15,371.19,370.575,370.59,378,372.42,,,1078,381.4
1787687520,370.59,370.66,370.2,370.64,378,372.42,,,1454,453.5
1787687580,370.64,371.14,370.64,370.9,378,372.42,,,893,495.2
1787687640,370.99,371.8,370.965,371.55,378,372.42,,,1858,578.75
1787687700,371.83,372.19,371.83,372.1,378,372.42,,,750,610.9
1787687760,372.19,372.285,371.97,372.09,378,372.42,,,1279,664.4
1787687820,372.085,372.1,371.84,371.94,378,372.42,,,811,687.75
1787687880,371.95,371.98,371.75,371.87,378,372.42,,,2786,821.95
1787687940,371.82,371.95,371.67,371.78,378,372.42,,,5926,1113.95
1787689020,372.04,372.04,372.03,372.03,,,,,11,1061.45
1787689980,372.07,372.07,372.07,372.07,,,,,1,1053.95
1787690100,372.3,372.3,372.3,372.3,,,,,1,1044.55
1787690580,372.3,372.3,372.3,372.3,,,,,50,1046.75
1787690700,372.06,372.06,372.06,372.06,,,,,1,1019.2
1787690880,372.06,372.06,372.06,372.06,,,,,1,944.75
1787692200,371.9,371.9,371.9,371.9,,,,,1,918.45
1787693880,371.86,371.86,371.86,371.86,,,,,1,879.45
1787694240,371.86,371.86,371.86,371.86,,,,,4,868.45
1787694840,372.05,372.05,372.05,372.05,,,,,1,846.35
1787695140,372.22,372.26,372.22,372.26,,,,,9,845.8
1787700600,372.02,372.02,372.02,372.02,,,,,2,792
1787701020,372.02,372.02,372.02,372.02,,,,,1,719.35
1787701500,372.03,372.03,372.03,372.03,,,,,17,675.55
