symbol,trade_date,direction,research_period,quarter,c1_cleared_pattern,pm_pd_spacing_pct,directional_level_order_inner_to_outer,a37_pm_pd_spacing_q,A37_G_N1_PM_PD_SPACING_Q4,A37_G_P2_PD_AH_PM_ORDERING,A38_T_P1_PM_REMAINS_FOR_C2,A38_T_N1_PD_REMAINS_FOR_C2,vwap_distance_change_pp__bucket,A39_T_V1_VWAP_EXPANSION_Q3,a42_priorclose_to_outer_consumed_ratio,a42_consumed_ratio_q,A42_N2_OPEN_CONSUMED_RATIO_Q2
CEG,2025-06-16,BULL,DISCOVERY,2025Q2,PM+AH+PD,0.01666805567130973,AH>PD>PM,Q1,False,False,False,False,"(0.343, 2.836]",False,1.0,Q5,False
CEG,2025-07-14,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.4965859714463138,PM>AH>PD,Q4,True,False,False,False,"(-0.477, 0.0175]",False,0.3698630136986104,Q2,True
CEG,2025-08-11,BEAR,DISCOVERY,2025Q3,PM+AH,1.0479041916167664,PM>AH>PD,Q5,False,False,False,True,"(0.343, 2.836]",False,-0.13513513513514214,Q1,False
CEG,2026-01-02,BULL,DISCOVERY,2026Q1,PM+AH+PD,0.26114738158077444,AH>PM>PD,Q3,False,False,False,False,"(-0.477, 0.0175]",False,0.661538461538461,Q3,False
CEG,2026-01-07,BEAR,DISCOVERY,2026Q1,PM+AH,1.54848158747478,AH>PM>PD,Q5,False,False,False,True,"(0.343, 2.836]",False,0.30078125000000006,Q2,True
CEG,2026-01-16,BEAR,VALIDATION,2026Q1,PM+AH+PD,3.969346771985453,AH>PD>PM,Q5,False,False,False,False,"(0.18, 0.343]",False,0.976585670430304,Q5,False
CEG,2026-01-27,BEAR,VALIDATION,2026Q1,PM+AH,0.8298464608974062,PM>AH>PD,Q4,True,False,False,True,"(0.0869, 0.18]",False,-0.9397590361445635,Q1,False
CEG,2026-05-11,BEAR,VALIDATION,2026Q2,NONE,1.0679675654294973,PM>AH>PD,Q5,False,False,False,False,"(0.343, 2.836]",False,-6.052083333333286,Q1,False
CEG,2026-05-28,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.7668201474115435,AH>PD>PM,Q4,True,False,False,False,"(0.343, 2.836]",False,0.8273809523809466,Q4,False
CEG,2026-06-05,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.0995901482361018,AH>PD>PM,Q1,False,False,False,False,"(0.0869, 0.18]",False,0.9838709677419349,Q5,False
CEG,2026-06-12,BULL,VALIDATION,2026Q2,PM+AH+PD,0.6782926290863108,PD>AH>PM,Q4,True,True,False,False,"(0.343, 2.836]",False,0.9494047619047659,Q5,False
CEG,2026-06-25,BULL,VALIDATION,2026Q2,PM+AH,1.2707040287928237,AH>PM>PD,Q5,False,False,False,True,"(0.343, 2.836]",False,0.33553719008264266,Q2,True
CEG,2026-07-14,BULL,VALIDATION,2026Q3,PM+AH+PD,0.9312390115728764,AH>PD>PM,Q4,True,False,False,False,"(0.343, 2.836]",False,1.822222222222216,Q5,False
CMCSA,2025-09-18,BEAR,DISCOVERY,2025Q3,PM+AH,0.3719776813391117,AH>PM>PD,Q3,False,False,False,True,"(0.18, 0.343]",False,0.4090909090909267,Q2,True
CMCSA,2025-11-05,BULL,DISCOVERY,2025Q4,PD,0.1451378809869345,PD>AH>PM,Q2,False,True,False,False,"(0.18, 0.343]",False,0.03571428571427937,Q1,False
CMCSA,2026-02-27,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.40660323656176306,PD>AH>PM,Q3,False,True,False,False,"(0.0869, 0.18]",False,0.8333333333333267,Q4,False
CMCSA,2026-05-29,BEAR,VALIDATION,2026Q2,AH,0.2006018054162516,AH>PM>PD,Q2,False,False,False,False,"(0.18, 0.343]",False,0.42307692307691835,Q2,True
CMCSA,2026-06-17,BEAR,VALIDATION,2026Q2,PM+AH,0.4705882352941152,AH>PM>PD,Q3,False,False,False,True,"(0.0869, 0.18]",False,0.6571428571428557,Q3,False
CME,2025-10-06,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.12864656248816642,AH>PD>PM,Q2,False,False,False,False,"(0.0869, 0.18]",False,1.0,Q5,False
CME,2025-12-08,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.03703017959637946,AH>PD>PM,Q1,False,False,False,False,"(0.0869, 0.18]",False,0.41860465116279993,Q2,True
CME,2026-03-02,BULL,VALIDATION,2026Q1,PM+AH+PD,0.23588565753126756,AH>PD>PM,Q2,False,False,False,False,"(0.0175, 0.0869]",False,0.8163636363636381,Q4,False
CME,2026-05-26,BEAR,VALIDATION,2026Q2,AH,0.034596090641765345,AH>PD>PM,Q1,False,False,False,False,"(0.343, 2.836]",False,0.5470852017937298,Q3,False
CMG,2025-06-16,BULL,DISCOVERY,2025Q2,AH+PD,0.26844158246706834,AH>PD>PM,Q3,False,False,True,False,"(0.343, 2.836]",False,0.5748031496062977,Q3,False
CMG,2025-07-07,BEAR,DISCOVERY,2025Q3,AH+PD,0.8320793130919694,AH>PD>PM,Q4,True,False,True,False,"(0.343, 2.836]",False,0.4756097560975615,Q2,True
CMG,2025-07-24,BEAR,DISCOVERY,2025Q3,PM+AH+PD,13.442455242966739,PD>AH>PM,Q5,False,True,False,False,"(0.0869, 0.18]",False,0.9157458563535912,Q5,False
CMG,2025-08-19,BEAR,DISCOVERY,2025Q3,NONE,0.0,AH>PM>PD,Q1,False,False,False,False,"(0.0869, 0.18]",False,-3.666666666666509,Q1,False
CMG,2025-12-18,BULL,DISCOVERY,2025Q4,AH,0.19972039145197482,AH>PD>PM,Q2,False,False,False,False,"(0.0869, 0.18]",False,0.7739130434782575,Q4,False
CMG,2026-02-23,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.1880456682337147,AH>PD>PM,Q2,False,False,False,False,"(0.0175, 0.0869]",False,1.1690140845070267,Q5,False
CMG,2026-05-28,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.6155740227762475,PD>AH>PM,Q4,True,True,False,False,"(-0.477, 0.0175]",False,1.2812500000000104,Q5,False
CMG,2026-06-17,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.9409949865021203,PD>AH>PM,Q4,True,True,False,False,"(0.0869, 0.18]",False,1.388888888888891,Q5,False
CMG,2026-08-07,BEAR,VALIDATION,2026Q3,PM+AH+PD,0.17947950942268104,AH>PM>PD,Q2,False,False,False,False,"(-0.477, 0.0175]",False,1.1612903225806348,Q5,False
COIN,2025-07-14,BULL,DISCOVERY,2025Q3,AH,0.15182186234818387,AH>PM>PD,Q2,False,False,False,False,"(0.0175, 0.0869]",False,0.6439573459715644,Q3,False
COIN,2025-08-07,BULL,DISCOVERY,2025Q3,AH+PD,3.3012246478532417,AH>PD>PM,Q5,False,False,True,False,"(0.18, 0.343]",False,0.6692982456140361,Q3,False
COIN,2025-12-11,BEAR,DISCOVERY,2025Q4,PM+AH+PD,1.4358516534613004,AH>PD>PM,Q5,False,False,False,False,"(-0.477, 0.0175]",False,1.0,Q5,False
COIN,2025-12-17,BULL,DISCOVERY,2025Q4,PM+AH,0.44847421273277005,AH>PM>PD,Q3,False,False,False,True,"(0.343, 2.836]",False,0.4931506849315066,Q2,True
COIN,2025-12-30,BEAR,DISCOVERY,2025Q4,NONE,0.05153753650575698,PM>PD>AH,Q1,False,False,False,False,"(0.0869, 0.18]",False,0.05617977528089003,Q1,False
COIN,2026-01-07,BEAR,DISCOVERY,2026Q1,PM+AH,0.8792366443143321,AH>PM>PD,Q4,True,False,False,True,"(0.18, 0.343]",False,0.4688796680497913,Q2,True
COIN,2026-01-29,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.3778886681846815,AH>PD>PM,Q3,False,False,False,False,"(0.18, 0.343]",False,0.7682215743440255,Q4,False
COIN,2026-04-28,BEAR,VALIDATION,2026Q2,AH+PD,2.772873610966873,AH>PD>PM,Q5,False,False,True,False,"(0.343, 2.836]",False,0.9574780058651038,Q5,False
COIN,2026-04-29,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.9689097103918193,AH>PD>PM,Q4,True,False,False,False,"(-0.477, 0.0175]",False,0.9525139664804464,Q5,False
COP,2025-08-18,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.2430904190667484,AH>PD>PM,Q2,False,False,False,False,"(0.343, 2.836]",False,1.0470588235294194,Q5,False
COP,2025-09-05,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.5623640511432979,AH>PM>PD,Q4,True,False,False,False,"(0.18, 0.343]",False,0.9127906976744236,Q5,False
COP,2026-02-04,BULL,VALIDATION,2026Q1,PM+AH+PD,0.01900779319521976,AH>PM>PD,Q1,False,False,False,False,"(0.343, 2.836]",False,1.6857142857142544,Q5,False
COP,2026-04-17,BEAR,VALIDATION,2026Q2,AH+PD,3.4687007286828373,AH>PD>PM,Q5,False,False,True,False,"(0.18, 0.343]",False,0.8357371794871788,Q4,False
COP,2026-06-18,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.03637024913621227,AH>PM>PD,Q1,False,False,False,False,"(0.18, 0.343]",False,1.1199999999999932,Q5,False
COST,2025-09-16,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.10470141461588768,AH>PD>PM,Q2,False,False,False,False,"(-0.477, 0.0175]",False,0.7131023553986586,Q3,False
COST,2025-12-04,BEAR,DISCOVERY,2025Q4,AH+PD,1.3861484091171428,PD>AH>PM,Q5,False,True,True,False,"(0.0869, 0.18]",False,0.8096366508688779,Q4,False
COST,2025-12-08,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.055975370836831795,AH>PM>PD,Q1,False,False,False,False,"(0.0869, 0.18]",False,0.7076023391812928,Q3,False
COST,2026-01-27,BEAR,VALIDATION,2026Q1,AH+PD,0.24098238777655526,AH>PD>PM,Q2,False,False,True,False,"(0.18, 0.343]",False,0.0027100271002993073,Q1,False
COST,2026-01-29,BEAR,VALIDATION,2026Q1,PM+AH,0.1266032869375756,AH>PM>PD,Q2,False,False,False,True,"(0.0175, 0.0869]",False,0.5378640776699017,Q3,False
COST,2026-05-26,BEAR,VALIDATION,2026Q2,AH+PD,0.329260726620779,AH>PD>PM,Q3,False,False,True,False,"(0.343, 2.836]",False,0.32222047491743455,Q2,True
CRM,2025-07-31,BEAR,DISCOVERY,2025Q3,PM,0.4433245552545388,PM>PD>AH,Q3,False,False,False,False,"(0.343, 2.836]",False,-0.0118577075098705,Q1,False
CRM,2025-08-12,BEAR,DISCOVERY,2025Q3,NONE,0.18555985383872262,AH>PM>PD,Q2,False,False,False,False,"(0.343, 2.836]",False,-0.3749999999999795,Q1,False
CRM,2025-09-16,BEAR,DISCOVERY,2025Q3,PM+AH,0.5094116916195522,AH>PM>PD,Q4,True,False,False,True,"(0.18, 0.343]",False,-0.005988023952107426,Q1,False
CRM,2025-12-17,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.1327969378588349,AH>PD>PM,Q2,False,False,False,False,"(0.0869, 0.18]",False,1.1083333333333305,Q5,False
CRM,2026-04-30,BEAR,VALIDATION,2026Q2,PM+AH,0.6463397498946217,PM>AH>PD,Q4,True,False,False,True,"(0.343, 2.836]",False,0.755154639175253,Q4,False
CRM,2026-05-13,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.44653349001176224,AH>PD>PM,Q3,False,False,False,False,"(0.343, 2.836]",False,1.0266666666666613,Q5,False
CRM,2026-06-17,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.19333312544825362,AH>PD>PM,Q2,False,False,False,False,"(0.18, 0.343]",False,0.9607843137254888,Q5,False
CRM,2026-06-26,BULL,VALIDATION,2026Q2,PM+AH,1.1165888537007465,AH>PM>PD,Q5,False,False,False,True,"(0.343, 2.836]",False,0.3359788359788386,Q2,True
CRWD,2025-07-23,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.3228821480159703,PM>AH>PD,Q3,False,False,False,False,"(0.343, 2.836]",False,-0.08849557522125942,Q1,False
CRWD,2025-10-16,BULL,DISCOVERY,2025Q4,PM+AH,0.6350676895343391,AH>PM>PD,Q4,True,False,False,True,"(0.343, 2.836]",False,0.1095679012345732,Q1,False
CRWD,2026-01-29,BEAR,VALIDATION,2026Q1,PM+AH+PD,1.9857850527676129,PD>AH>PM,Q5,False,True,False,False,"(0.343, 2.836]",False,0.8870967741935473,Q4,False
CRWD,2026-06-15,BEAR,VALIDATION,2026Q2,PM+AH,1.4786618841958894,PM>AH>PD,Q5,False,False,False,True,"(0.343, 2.836]",False,-1.963636363636328,Q1,False
CRWD,2026-06-26,BULL,VALIDATION,2026Q2,PM+AH,0.4630031542089946,AH>PM>PD,Q3,False,False,False,True,"(0.343, 2.836]",False,0.5245296187512765,Q2,True
CSCO,2025-06-11,BEAR,DISCOVERY,2025Q2,AH,0.08483399529555793,AH>PM>PD,Q1,False,False,False,False,"(0.343, 2.836]",False,0.16438356164384416,Q1,False
CSCO,2025-08-04,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.20685579196217577,AH>PD>PM,Q2,False,False,False,False,"(0.18, 0.343]",False,1.0230769230769237,Q5,False
CSCO,2025-11-10,BULL,DISCOVERY,2025Q4,AH+PD,0.5502733953261731,AH>PD>PM,Q4,True,False,True,False,"(0.18, 0.343]",False,0.7555555555555583,Q4,False
CSCO,2026-07-15,BEAR,VALIDATION,2026Q3,NONE,0.37677684535022926,PM>AH>PD,Q3,False,False,False,False,"(0.343, 2.836]",False,-0.23076923076924127,Q1,False
CVS,2025-07-11,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.4524019476287262,AH>PD>PM,Q3,False,False,False,False,"(-0.477, 0.0175]",False,0.9259259259259396,Q5,False
CVS,2026-01-21,BULL,VALIDATION,2026Q1,PM+AH,0.2985817367504291,AH>PM>PD,Q3,False,False,False,True,"(0.0175, 0.0869]",False,0.8809523809523881,Q4,False
CVS,2026-03-10,BULL,VALIDATION,2026Q1,PM+AH+PD,0.10197578075206923,AH>PD>PM,Q1,False,False,False,False,"(0.0175, 0.0869]",False,1.4878048780488262,Q5,False
CVS,2026-07-14,BULL,VALIDATION,2026Q3,PM+AH+PD,0.17372931095199182,AH>PD>PM,Q2,False,False,False,False,"(-0.477, 0.0175]",False,1.0153846153846235,Q5,False
CVX,2025-08-01,BULL,DISCOVERY,2025Q3,AH,0.27973847705169097,AH>PM>PD,Q3,False,False,False,False,"(0.343, 2.836]",False,0.3898678414096859,Q2,True
CVX,2025-08-19,BEAR,DISCOVERY,2025Q3,AH+PD,1.071950625304535,AH>PD>PM,Q5,False,False,True,False,"(0.0175, 0.0869]",False,0.839999999999994,Q4,False
CVX,2025-09-19,BEAR,DISCOVERY,2025Q3,PM+AH,0.2590100761236909,AH>PM>PD,Q3,False,False,False,True,"(-0.477, 0.0175]",False,-0.183006535947735,Q1,False
CVX,2026-01-07,BEAR,DISCOVERY,2026Q1,PM,0.7593886602214337,PM>AH>PD,Q4,True,False,False,False,"(0.343, 2.836]",False,-1.891304347826181,Q1,False
CVX,2026-02-04,BULL,VALIDATION,2026Q1,PM+AH+PD,0.03119969538362204,AH>PD>PM,Q1,False,False,False,False,"(-0.477, 0.0175]",False,1.0051483206668268,Q5,False
CVX,2026-03-05,BULL,VALIDATION,2026Q1,AH,0.7028753993610338,AH>PM>PD,Q4,True,False,False,False,"(0.18, 0.343]",False,0.24390243902438716,Q2,True
CVX,2026-04-08,BEAR,VALIDATION,2026Q2,PD,4.695125083474605,PD>AH>PM,Q5,False,True,False,False,"(0.343, 2.836]",False,0.8851884312007009,Q4,False
CVX,2026-04-17,BEAR,VALIDATION,2026Q2,AH+PD,2.3528127302999713,AH>PD>PM,Q5,False,False,True,False,"(0.0869, 0.18]",False,0.8792134831460696,Q4,False
CVX,2026-08-04,BEAR,VALIDATION,2026Q3,PM+AH+PD,0.848167539267018,AH>PD>PM,Q4,True,False,False,False,"(0.0175, 0.0869]",False,1.013377926421402,Q5,False
DASH,2025-06-16,BULL,DISCOVERY,2025Q2,AH+PD,0.3762721853253905,AH>PD>PM,Q3,False,False,True,False,"(0.343, 2.836]",False,0.5098039215686255,Q2,True
DASH,2025-07-15,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.2509515245305092,AH>PM>PD,Q2,False,False,False,False,"(-0.477, 0.0175]",False,0.8525798525798548,Q4,False
DASH,2025-08-11,BEAR,DISCOVERY,2025Q3,PM+AH+PD,1.4090829251156398,PM>AH>PD,Q5,False,False,False,False,"(-0.477, 0.0175]",False,0.18976545842217202,Q2,True
DASH,2025-09-29,BULL,DISCOVERY,2025Q3,PM+AH+PD,1.3160368490317729,AH>PD>PM,Q5,False,False,False,False,"(0.18, 0.343]",False,0.9941634241245189,Q5,False
DASH,2025-12-30,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.004346030987196986,AH>PM>PD,Q1,False,False,False,False,"(0.0869, 0.18]",False,0.8404255319148872,Q4,False
DASH,2026-01-22,BULL,VALIDATION,2026Q1,PM+AH+PD,0.6172396468815006,AH>PD>PM,Q4,True,False,False,False,"(0.343, 2.836]",False,0.9842271293375447,Q5,False
DASH,2026-05-11,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.006172648992309439,AH>PM>PD,Q1,False,False,False,False,"(-0.477, 0.0175]",False,0.8247422680412352,Q4,False
DDOG,2025-06-09,BEAR,DISCOVERY,2025Q2,PM,0.41054273749897363,PM>PD>AH,Q3,False,False,False,False,"(0.343, 2.836]",False,-0.17361111111111344,Q1,False
DDOG,2025-06-11,BEAR,DISCOVERY,2025Q2,NONE,0.19429834846403748,AH>PD>PM,Q2,False,False,False,False,"(0.343, 2.836]",False,-0.09345794392521357,Q1,False
DDOG,2025-07-08,BEAR,DISCOVERY,2025Q3,PM+AH+PD,4.077513120710538,AH>PD>PM,Q5,False,False,False,False,"(0.0869, 0.18]",False,0.9310850439882699,Q5,False
DDOG,2025-07-23,BEAR,DISCOVERY,2025Q3,PM+AH,1.4049241897343037,PM>AH>PD,Q5,False,False,False,True,"(-0.477, 0.0175]",False,-0.13145539906103368,Q1,False
DDOG,2025-09-16,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.8115086683880444,AH>PD>PM,Q4,True,False,False,False,"(0.343, 2.836]",False,0.7658402203856762,Q4,False
DDOG,2025-10-16,BULL,DISCOVERY,2025Q4,PM+AH,0.4236733762202872,AH>PM>PD,Q3,False,False,False,True,"(0.343, 2.836]",False,0.27692307692307444,Q2,True
DDOG,2025-11-10,BULL,DISCOVERY,2025Q4,AH+PD,1.5829700691768427,PD>AH>PM,Q5,False,True,True,False,"(0.343, 2.836]",False,0.5239691476551523,Q2,True
DDOG,2026-01-09,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.007659607062150744,AH>PM>PD,Q1,False,False,False,False,"(-0.477, 0.0175]",False,-0.4000000000000758,Q1,False
DDOG,2026-01-16,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.182383601897826,PM>PD>AH,Q2,False,False,False,False,"(0.0175, 0.0869]",False,-0.025497195308529865,Q1,False
DDOG,2026-01-21,BULL,VALIDATION,2026Q1,PM+AH+PD,0.7451128134287752,AH>PM>PD,Q4,True,False,False,False,"(0.0175, 0.0869]",False,0.6413793103448261,Q3,False
DDOG,2026-04-01,BULL,VALIDATION,2026Q2,PM+AH+PD,0.17885309929429888,AH>PD>PM,Q2,False,False,False,False,"(0.0175, 0.0869]",False,1.1784037558685416,Q5,False
DDOG,2026-06-03,BEAR,VALIDATION,2026Q2,AH+PD,0.7710992019123261,AH>PD>PM,Q4,True,False,True,False,"(0.343, 2.836]",False,0.8227906976744211,Q4,False
DDOG,2026-06-18,BEAR,VALIDATION,2026Q2,AH+PD,1.359755689797379,AH>PD>PM,Q5,False,False,True,False,"(0.343, 2.836]",False,0.667546174142482,Q3,False
DDOG,2026-08-27,BULL,VALIDATION,2026Q3,PM+AH+PD,1.3317831096078665,AH>PD>PM,Q5,False,False,False,False,"(-0.477, 0.0175]",False,0.8944337811900196,Q4,False
DE,2026-02-04,BULL,VALIDATION,2026Q1,PM+AH+PD,0.30760216786288813,AH>PD>PM,Q3,False,False,False,False,"(0.343, 2.836]",False,1.502512562814068,Q5,False
DE,2026-02-19,BULL,VALIDATION,2026Q1,PM+AH+PD,4.80543096132865,AH>PD>PM,Q5,False,False,False,False,"(0.18, 0.343]",False,1.0017430278884474,Q5,False
DE,2026-04-16,BEAR,VALIDATION,2026Q2,PM+AH+PD,0.11878974215637444,AH>PM>PD,Q2,False,False,False,False,"(-0.477, 0.0175]",False,0.8428874734607174,Q4,False
DE,2026-08-12,BULL,VALIDATION,2026Q3,AH,0.05953482384932937,AH>PD>PM,Q1,False,False,False,False,"(0.18, 0.343]",False,0.31025641025642137,Q2,True
DELL,2025-07-16,BEAR,DISCOVERY,2025Q3,AH,0.136081648989395,AH>PD>PM,Q2,False,False,False,False,"(0.343, 2.836]",False,0.17500000000000132,Q2,True
DELL,2026-01-02,BULL,DISCOVERY,2026Q1,PM+AH+PD,0.07006344634308,AH>PD>PM,Q1,False,False,False,False,"(0.18, 0.343]",False,0.9618320610687046,Q5,False
DELL,2026-01-07,BEAR,DISCOVERY,2026Q1,PM+AH,1.118230420764808,AH>PM>PD,Q5,False,False,False,True,"(-0.477, 0.0175]",False,0.4428571428571443,Q2,True
DELL,2026-01-08,BEAR,DISCOVERY,2026Q1,AH+PD,1.2370784612777441,AH>PD>PM,Q5,False,False,True,False,"(-0.477, 0.0175]",False,0.9053571428571425,Q4,False
DELL,2026-02-19,BULL,VALIDATION,2026Q1,PM+AH+PD,1.5501911339204695,AH>PD>PM,Q5,False,False,False,False,"(0.343, 2.836]",False,0.8685258964143379,Q4,False
DELL,2026-04-28,BEAR,VALIDATION,2026Q2,AH+PD,2.036891959262157,AH>PD>PM,Q5,False,False,True,False,"(0.343, 2.836]",False,0.7991967871485943,Q4,False
DELL,2026-05-12,BEAR,VALIDATION,2026Q2,AH+PD,1.2306668884084517,AH>PD>PM,Q5,False,False,True,False,"(0.18, 0.343]",False,0.5613147914032869,Q3,False
DELL,2026-05-22,BULL,VALIDATION,2026Q2,PM+AH+PD,5.214594739461696,PD>AH>PM,Q5,False,True,False,False,"(0.343, 2.836]",False,1.0065789473684226,Q5,False
DELL,2026-07-02,BEAR,VALIDATION,2026Q3,AH,0.6491185413749345,AH>PD>PM,Q4,True,False,False,False,"(0.18, 0.343]",False,0.5430579662822876,Q3,False
DELL,2026-08-24,BULL,VALIDATION,2026Q3,PM,1.1018224188056436,PM>AH>PD,Q5,False,False,False,False,"(0.343, 2.836]",False,-1.5387755102041045,Q1,False
DELL,2026-08-26,BULL,VALIDATION,2026Q3,PM+AH+PD,1.2059440521038143,PM>AH>PD,Q5,False,False,False,False,"(-0.477, 0.0175]",False,-0.20659971305595295,Q1,False
DIS,2025-08-04,BULL,DISCOVERY,2025Q3,PM+AH+PD,0.09173697432466625,AH>PD>PM,Q1,False,False,False,False,"(0.18, 0.343]",False,0.8103448275862033,Q4,False
DIS,2025-09-03,BULL,DISCOVERY,2025Q3,NONE,0.025360327993576345,AH>PD>PM,Q1,False,False,False,False,"(0.18, 0.343]",False,-8.600000000000625,Q1,False
DIS,2025-10-29,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.35257803024550227,PD>AH>PM,Q3,False,True,False,False,"(0.0869, 0.18]",False,0.8135593220338763,Q4,False
DIS,2025-12-16,BULL,DISCOVERY,2025Q4,NONE,0.17913121361397477,AH>PD>PM,Q2,False,False,False,False,"(0.18, 0.343]",False,0.5720000000000027,Q3,False
DIS,2026-01-21,BULL,VALIDATION,2026Q1,AH,0.0990678614851168,AH>PM>PD,Q1,False,False,False,False,"(0.0869, 0.18]",False,0.2972972972972921,Q2,True
DIS,2026-01-22,BULL,VALIDATION,2026Q1,PM+AH+PD,0.04415985868844969,PM>PD>AH,Q1,False,False,False,False,"(0.0175, 0.0869]",False,-0.3055555555555029,Q1,False
DIS,2026-02-27,BEAR,VALIDATION,2026Q1,PM+AH+PD,0.7768748659533377,PD>AH>PM,Q4,True,True,False,False,"(0.0869, 0.18]",False,0.7407407407407393,Q4,False
EOG,2025-06-30,BEAR,DISCOVERY,2025Q2,PM+AH+PD,0.25823649464784226,AH>PM>PD,Q3,False,False,False,False,"(0.18, 0.343]",False,0.8720930232558145,Q4,False
EOG,2025-12-10,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.10974940552405757,PM>AH>PD,Q2,False,False,False,False,"(0.0869, 0.18]",False,0.5555555555556608,Q3,False
EOG,2026-03-05,BULL,VALIDATION,2026Q1,PM+AH+PD,0.9558966388187213,AH>PD>PM,Q4,True,False,False,False,"(0.18, 0.343]",False,0.9726027397260327,Q5,False
EOG,2026-03-26,BULL,VALIDATION,2026Q1,PM+AH+PD,0.7287870900572501,AH>PD>PM,Q4,True,False,False,False,"(0.18, 0.343]",False,0.7941176470588205,Q4,False
ETN,2025-12-03,BEAR,DISCOVERY,2025Q4,PM+AH+PD,0.7477988179954222,AH>PD>PM,Q4,True,False,False,False,"(0.343, 2.836]",False,0.9632352941176391,Q5,False
ETN,2026-01-08,BEAR,DISCOVERY,2026Q1,AH+PD,0.5066299724793609,AH>PD>PM,Q4,True,False,True,False,"(0.18, 0.343]",False,0.6830601092896128,Q3,False
ETN,2026-07-14,BULL,VALIDATION,2026Q3,PM+AH+PD,0.9215012893685105,AH>PD>PM,Q4,True,False,False,False,"(0.18, 0.343]",False,1.0485436893203854,Q5,False
FDX,2025-08-13,BEAR,DISCOVERY,2025Q3,PM+AH,1.7322661988816965,AH>PM>PD,Q5,False,False,False,True,"(0.343, 2.836]",False,0.09403669724770596,Q1,False
GE,2025-07-02,BEAR,DISCOVERY,2025Q3,PM+AH,0.5609249208046594,PM>AH>PD,Q4,True,False,False,True,"(0.343, 2.836]",False,0.5388601036269449,Q3,False
GE,2025-07-21,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.2833480712363692,PM>AH>PD,Q3,False,False,False,False,"(0.343, 2.836]",False,-0.3121387283236751,Q1,False
GE,2025-10-15,BULL,DISCOVERY,2025Q4,PM+AH+PD,0.0926692040377394,AH>PM>PD,Q1,False,False,False,False,"(0.0869, 0.18]",False,0.6590909090909162,Q3,False
GE,2026-02-06,BULL,VALIDATION,2026Q1,PM+AH+PD,0.47102851980900096,AH>PD>PM,Q3,False,False,False,False,"(0.343, 2.836]",False,1.0,Q5,False
GE,2026-05-22,BULL,VALIDATION,2026Q2,PM+AH+PD,0.21437641199847537,AH>PD>PM,Q2,False,False,False,False,"(0.0175, 0.0869]",False,0.8409090909091056,Q4,False
GE,2026-06-03,BEAR,VALIDATION,2026Q2,PM+AH+PD,1.1625321602134564,AH>PD>PM,Q5,False,False,False,False,"(-0.477, 0.0175]",False,0.9069767441860473,Q5,False
GILD,2025-06-05,BEAR,DISCOVERY,2025Q2,PM+AH+PD,0.10096837853962956,AH>PM>PD,Q1,False,False,False,False,"(0.18, 0.343]",False,0.3846153846153762,Q2,True
GILD,2025-07-11,BEAR,DISCOVERY,2025Q3,PM+AH,0.6360099673071931,AH>PM>PD,Q4,True,False,False,True,"(0.343, 2.836]",False,0.5803916899815504,Q3,False
GILD,2025-07-21,BEAR,DISCOVERY,2025Q3,PM,0.6090246378148902,PM>AH>PD,Q4,True,False,False,False,"(0.0869, 0.18]",False,-1.0000000000000835,Q1,False
GILD,2025-07-29,BEAR,DISCOVERY,2025Q3,PM+AH+PD,0.026620524424319558,AH>PM>PD,Q1,False,False,False,False,"(-0.477, 0.0175]",False,0.18181818181818965,Q2,True
GILD,2025-08-14,BEAR,DISCOVERY,2025Q3,PM+AH,0.3925335115045716,AH>PM>PD,Q3,False,False,False,True,"(0.343, 2.836]",False,0.5090016366612191,Q2,True
