hypothesis_id,feature_a,state_a,feature_b,state_b,effect_type,quarter,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,2026Q2,140,136,68,68,4,0,50.0,2.189884899972629,2.557571450472667,1.4542106092064597,1.7817235409617145,59,53
H4A,exhaustion_state,MULTIPLE,session_level_clear_state,NONE_CLEARED,NEGATIVE_REPLICATING,2026Q3,102,100,40,60,2,0,40.0,2.1452758647403134,1.6936303750240842,1.6163298862640656,1.3156553983702115,57,33
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,2025Q3,79,76,43,33,0,3,56.578947368421055,1.1621352087625065,0.9385043759162185,0.9279020135473693,0.5851493139628764,53,14
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,2025Q4,43,42,27,15,0,1,64.28571428571429,1.8728349448218913,1.1309671602193156,1.3823000163585781,0.8517260894170832,35,11
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,2026Q1,91,91,48,43,0,0,52.747252747252745,1.443660680032554,1.351159938149494,1.1067755552009741,1.0086973189256487,60,19
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,2026Q2,91,90,47,43,1,0,52.22222222222222,1.4498986802177576,1.2390472816466633,0.8888888888888875,0.9337300831122388,57,14
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,2026Q3,64,61,34,27,3,0,55.73770491803279,1.5969545708467954,1.7431278505523777,1.2950824758688562,1.208308177244549,47,15
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2025Q2,15,15,4,11,0,0,26.666666666666668,1.1350823449140297,1.4405518115614167,0.7180580005559078,1.1480362537764344,15,1
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2025Q3,57,57,32,25,0,0,56.14035087719298,1.1854632185880771,0.9867780042670252,0.8890770533446118,0.9108197932053093,47,13
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2025Q4,44,42,11,31,0,2,26.19047619047619,1.1596450755355197,1.8681627804420793,0.6043805339966597,1.4453291305295983,38,11
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2026Q1,74,73,33,40,1,0,45.205479452054796,1.5814145125589598,1.8159444470063622,1.0732590638328385,1.251090485942664,54,19
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2026Q2,70,69,32,37,1,0,46.3768115942029,1.4443323800663215,1.6306749239588527,0.8193810055996461,1.1380579807326585,47,15
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2026Q3,72,72,29,43,0,0,40.27777777777778,1.4656629514300823,1.6367668616489495,0.926730928868744,1.0928657564137336,48,15
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2025Q2,119,118,61,57,0,1,51.69491525423729,1.2000888674034556,1.1810740325027265,0.8874397504961711,0.7671091191173981,66,17
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2025Q3,208,202,76,126,1,5,37.62376237623762,1.0710635028520872,1.4294314880249455,0.7673324215625391,1.0124413275420476,93,48
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2025Q4,237,227,114,113,0,10,50.220264317180614,1.5044081502642397,1.2359759508840327,0.9669556878571094,0.8943240235306589,96,52
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2026Q1,159,155,79,76,4,0,50.96774193548387,1.3192665577263567,1.4827510915787712,1.02305022489923,1.1024785249220257,94,35
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2026Q2,203,200,81,119,1,2,40.5,1.6311884058750852,1.6817048595536739,1.185770750988149,1.1882622871633899,92,45
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2026Q3,128,120,42,78,3,5,35.0,1.5087134480155477,1.6558518255500694,0.8867158184009127,1.2908625046193396,69,26
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2025Q2,3,3,2,1,0,0,66.66666666666667,1.8571768737167622,0.8468000791380845,2.1039143553920567,0.8225519778448348,3,1
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2025Q3,46,46,16,30,0,0,34.78260869565217,0.9585037245980635,1.564583419313171,0.6302079082616232,1.2475076537518137,32,14
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2025Q4,50,50,29,21,0,0,58.0,1.3354366731064329,1.6416495934230988,0.9195381271982115,0.8661693079367323,41,12
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2026Q1,90,89,42,47,1,0,47.19101123595506,1.475742893735121,1.9246759706216545,1.0572188812862346,1.4384150841444003,68,17
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2026Q2,42,39,20,19,3,0,51.282051282051285,2.4365387316416056,1.619924676474493,1.10083511683781,1.4290231785167862,36,13
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2026Q3,53,52,21,31,1,0,40.38461538461539,1.6648726958069886,1.924651606073246,1.1425873465533463,1.3244549155334038,39,15
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2025Q2,108,105,62,43,0,3,59.04761904761905,1.1336717628195527,1.1623887260615247,0.8519153259579326,0.9152082996160253,71,18
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2025Q3,205,202,98,104,1,2,48.51485148514851,1.1459635324645194,1.1241874716529112,0.8719520691096532,0.8496528857113183,91,47
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2025Q4,220,213,116,97,2,5,54.460093896713616,1.232663200051748,1.3291118560190605,0.9347385111821394,0.9947748062921262,94,50
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2026Q1,165,161,90,71,3,1,55.900621118012424,1.8138824956007518,1.4048346849291895,1.4282956958116095,1.1035122982829073,86,41
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2026Q2,206,202,116,86,3,1,57.42574257425743,1.8445598447836054,1.418905232606655,1.4439912841476419,1.047758560245946,88,44
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2026Q3,99,97,54,43,2,0,55.670103092783506,1.6583632845141854,1.913308553512829,1.1690541716651441,1.1982623351786332,65,24
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_OPPOSING,POSITIVE_REPLICATING,2025Q2,11,11,6,5,0,0,54.54545454545455,1.1536403571990617,1.353297314687493,0.7305134018232249,1.5604256449010447,11,1
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_OPPOSING,POSITIVE_REPLICATING,2025Q3,66,65,35,30,1,0,53.84615384615385,1.1296267128729507,1.3099306710263612,1.028746148949386,1.1310724326212225,49,14
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_OPPOSING,POSITIVE_REPLICATING,2025Q4,45,45,22,23,0,0,48.888888888888886,1.3232005565351417,1.8719484180511519,0.9255737704917965,1.4182591777733247,38,11
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_OPPOSING,POSITIVE_REPLICATING,2026Q1,77,75,45,30,2,0,60.0,2.301151845875243,1.0746092173554782,1.629198821906574,0.7381889763779528,60,19
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_OPPOSING,POSITIVE_REPLICATING,2026Q2,62,61,32,29,1,0,52.459016393442624,2.073917157528854,1.4066522929046286,1.5542501072419237,0.8787577174669368,43,15
H5A,relative_multi_horizon_state,MIXED,market_3idx_prior_5d_state,MAJORITY_OPPOSING,POSITIVE_REPLICATING,2026Q3,70,68,35,33,1,1,51.470588235294116,1.8012715518025384,1.2037812874249305,1.4690152557926155,1.0893861169164842,56,15
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2025Q2,63,62,30,32,0,1,48.38709677419355,1.6807606958067174,1.1097679347492797,1.0958904109589103,0.849925705794952,44,17
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2025Q3,221,217,110,107,1,3,50.69124423963134,1.2350119287982169,1.289474480663637,0.8513816280806613,0.8909757594863208,91,48
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2025Q4,227,226,106,120,0,1,46.902654867256636,1.460402284645229,1.2031816883353286,1.066474220190845,0.8693673930353146,92,51
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2026Q1,181,179,92,87,2,0,51.39664804469274,1.4177699843088576,1.5747919952064802,0.9383465164156428,1.2215907426395314,82,39
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2026Q2,174,173,91,82,1,0,52.60115606936416,1.9829045644338195,2.1184743911502406,1.2639944662209759,1.4201351690187638,73,46
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2026Q3,119,110,43,67,8,1,39.09090909090909,1.7321937322097478,1.4719312639385083,1.3868373543410453,1.1590123558995846,67,26
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,NEGATIVE_REPLICATING,2025Q2,84,82,42,40,0,2,51.21951219512195,0.9827449988349567,1.16919019399782,0.6964851347469829,0.8857268657704382,53,17
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,NEGATIVE_REPLICATING,2025Q3,168,165,70,95,0,3,42.42424242424242,1.12831799069654,1.2567196126294224,0.7746736467975095,0.9452068952429742,81,49
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,NEGATIVE_REPLICATING,2025Q4,279,267,140,127,2,10,52.43445692883895,1.251418086873322,1.2130679605941896,0.8868432869330913,0.7471550497866352,101,52
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,NEGATIVE_REPLICATING,2026Q1,201,198,96,102,1,2,48.484848484848484,1.5780177585243398,1.437852271860512,1.1575562700964612,0.9940989559691318,92,42
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,NEGATIVE_REPLICATING,2026Q2,224,217,117,100,3,4,53.91705069124424,1.6404392112112218,1.389131513475324,1.204789093162308,0.8794392351139928,92,47
H5A,relative_multi_horizon_state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,NEGATIVE_REPLICATING,2026Q3,139,136,63,73,1,2,46.3235294117647,1.443702624752697,1.6335873410588961,1.093086402562142,1.0155868136642614,76,24
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2025Q2,73,71,25,46,0,2,35.2112676056338,1.079235069483092,1.3637003867575872,0.6729151646238836,1.04555970813313,52,15
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2025Q3,225,220,98,122,3,2,44.54545454545455,1.228749653788564,1.286716306982425,0.7944690399660223,0.8784313725490208,85,47
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2025Q4,209,204,126,78,1,4,61.76470588235294,1.4504303067972144,1.3676442215773712,1.009432922316179,0.8530251986524462,87,51
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2026Q1,184,179,104,75,4,1,58.100558659217874,1.9733025995316813,1.2642677337688262,1.4391794371914421,1.0508052409577546,84,41
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2026Q2,152,146,72,74,5,1,49.31506849315068,1.8069170557752203,1.9809203448023769,1.4728167644008991,1.5258092754978771,70,46
H5A,relative_multi_horizon_state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2026Q3,97,96,57,39,0,1,59.375,1.9547048316180324,1.3937131528667472,1.4600262123197885,1.020877631464423,59,25
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2025Q2,13,13,3,10,0,0,23.076923076923077,1.1946079359227801,1.5581989748973735,0.6978588421887467,1.6970658207771616,13,1
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2025Q3,70,70,29,41,0,0,41.42857142857143,1.107171217070189,1.310404788837876,0.7390307580512265,1.0754749171454268,48,14
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2025Q4,69,68,34,34,0,1,50.0,1.3226226148133258,1.750220148483167,0.876450676982585,1.2501539598472726,57,12
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2026Q1,122,121,55,66,1,0,45.45454545454545,1.5369611905612497,1.9039864194568208,1.0476722638146505,1.3406786569940703,76,19
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2026Q2,63,60,26,34,3,0,43.333333333333336,2.3664098876971016,1.613329680099762,1.099203203680194,1.1659192825112081,45,15
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,MAJORITY_ALIGNED,NEGATIVE_REPLICATING,2026Q3,78,77,35,42,1,0,45.45454545454545,1.8360870330128687,1.6308746425636598,1.3018389087352977,1.1361099245180004,51,15
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,2025Q2,5,5,3,2,0,0,60.0,1.4135725255729175,0.7784181474339305,0.8970485707645861,0.6410149681157528,5,1
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,2025Q3,112,109,62,47,0,3,56.88073394495413,1.1247256347174652,0.9877740536638948,0.9016527582664071,0.7010270856452331,71,14
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,2025Q4,68,66,33,33,0,2,50.0,1.5745170468250935,1.3551182302161546,1.146033340957306,0.9990704408842986,53,12
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,2026Q1,133,132,68,64,1,0,51.515151515151516,1.4564315112783,1.4907514107691089,1.1444393170281448,1.100864748007031,79,19
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,2026Q2,140,138,73,65,2,0,52.89855072463768,1.3306775022034891,1.3806972419472126,0.8813877572788646,1.0191741016496552,76,15
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,MAJORITY_ALIGNED,POSITIVE_REPLICATING,2026Q3,111,108,49,59,3,0,45.370370370370374,1.376182786846193,1.8396910763602983,1.054292619706475,1.2698819907644916,69,15
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2025Q2,138,137,68,69,0,1,49.63503649635037,1.4616222041474114,1.2515493976395193,0.9824447686771601,0.9005522568883985,75,18
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2025Q3,330,323,156,167,1,6,48.297213622291025,1.183480200354363,1.2848827100179319,0.8115263645973299,0.9048578383524954,99,49
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2025Q4,345,339,158,181,0,6,46.607669616519175,1.5285963079111198,1.2453095735816995,1.0539137803198861,0.9032976551382836,108,52
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2026Q1,258,251,136,115,7,0,54.18326693227092,1.4895314595619387,1.5271319425718324,1.0464015926890144,1.1150529093286057,99,40
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2026Q2,261,259,132,127,2,0,50.965250965250966,2.031100564718594,1.9643971815084467,1.3424226533822772,1.3888888888888846,87,47
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_ALIGNED,NEGATIVE_REPLICATING,2026Q3,177,163,66,97,10,4,40.49079754601227,1.8371603301435098,1.6180318400849385,1.3396042815439493,1.1590123558995846,76,26
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2025Q2,128,126,60,66,0,2,47.61904761904762,1.1342970669165304,1.209806800843245,0.7919535773091914,0.9680982056243501,70,17
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2025Q3,330,322,145,177,4,4,45.03105590062112,1.2073334166198368,1.2182070390703925,0.8468374894461695,0.8705804661699668,100,50
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2025Q4,314,305,178,127,2,7,58.36065573770492,1.424060205756017,1.4313500069059581,1.0088411174367304,0.8897568360126449,97,52
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2026Q1,247,241,135,106,5,1,56.016597510373444,1.9031075668363584,1.4000403646425912,1.3600891861761415,1.1285084964970389,95,41
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2026Q2,261,251,139,112,8,2,55.37848605577689,1.9466635272700588,1.7937137824075144,1.5362820086464886,1.4023897086874806,88,46
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_OPPOSING,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2026Q3,145,144,83,61,1,0,57.638888888888886,1.9056453513511735,1.785142120707545,1.3986855725944298,1.182742594052241,71,26
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2025Q2,137,132,69,63,0,5,52.27272727272727,1.0115420860846562,1.2295242075608035,0.7081723850640024,0.9094277480444535,75,18
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2025Q3,268,265,121,144,0,3,45.660377358490564,1.1288380269034552,1.2279484059268873,0.7772805315746576,0.8920332340617863,98,50
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2025Q4,394,379,204,175,3,12,53.82585751978892,1.2089253293458622,1.1858992626171878,0.8876068552396948,0.7833401328266483,107,52
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2026Q1,303,297,155,142,3,3,52.18855218855219,1.6814927080619315,1.3452848930825847,1.2805416544009487,0.9925034315278195,106,42
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2026Q2,321,314,166,148,3,4,52.86624203821656,1.6012770193055592,1.3595032153801976,1.2036642522368932,0.9178914509745518,100,47
H5B,directional_stock_vs_market_avg_5d_pct__state,RELATIVE_ALIGNED,market_3idx_prior_5d_state,ALL_3_OPPOSING,POSITIVE_REPLICATING,2026Q3,190,185,91,94,2,3,49.189189189189186,1.463896961729254,1.5412145027917739,1.1171710087439362,0.9614100360443774,89,25
