research_period,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction,feature
VALIDATION,OPPOSING,1032,1007,508,499,16,9,50.44687189672294,505,48.934108527131784,1.5663922655777425,1.5689635252282412,1.1249980756071003,1.0981073291005896,112,159,BEAR,directional_prior_ret_3d_pct
VALIDATION,ALIGNED,1135,1107,536,571,21,7,48.41915085817525,522,45.991189427312776,1.7134310012616283,1.5438678202439835,1.1638316920322265,1.1277842172864154,112,161,BULL,directional_prior_ret_3d_pct
VALIDATION,FLAT,2,2,1,1,0,0,50.0,0,0.0,0.8710800749447167,1.4991562617532561,0.8710800749447167,1.4991562617532561,2,2,BULL,directional_prior_ret_3d_pct
VALIDATION,OPPOSING,1016,989,478,511,22,5,48.33164812942366,481,47.34251968503937,1.697450953016407,1.5729957957474137,1.1842999880080791,1.130557241783991,112,160,BULL,directional_prior_ret_3d_pct
DISCOVERY,ALIGNED,2087,2047,1017,1030,4,36,49.682462139716655,918,43.9865836128414,1.3198327525090559,1.246377896952751,0.9188823484410438,0.8909757594863208,112,155,ALL,directional_prior_ret_5d_pct
DISCOVERY,FLAT,2,2,1,1,0,0,50.0,0,0.0,0.6877377816798345,2.0576438269592314,0.6877377816798345,2.0576438269592314,2,2,ALL,directional_prior_ret_5d_pct
DISCOVERY,OPPOSING,2040,1987,1025,962,10,43,51.58530447911424,980,48.03921568627451,1.2716377932310554,1.2506744614110248,0.9094316190139848,0.8796056416928865,112,155,ALL,directional_prior_ret_5d_pct
DISCOVERY,UNKNOWN,143,141,91,50,0,2,64.53900709219859,87,60.83916083916084,1.230568193605538,1.037823061218928,0.9549312853678329,0.7626422621142857,83,6,ALL,directional_prior_ret_5d_pct
VALIDATION,ALIGNED,2079,2028,969,1059,36,15,47.781065088757394,939,45.16594516594517,1.655518936835284,1.570561868671898,1.149800212019887,1.145230304555747,112,161,ALL,directional_prior_ret_5d_pct
VALIDATION,OPPOSING,2106,2060,1045,1015,33,13,50.728155339805824,1037,49.24026590693257,1.6867055946308116,1.5333652218496459,1.204593168481221,1.0870939937941224,112,161,ALL,directional_prior_ret_5d_pct
DISCOVERY,ALIGNED,915,903,428,475,3,9,47.397563676633446,389,42.513661202185794,1.3479276996859986,1.2871499931801096,0.9650951644360766,0.9586970684039057,112,154,BEAR,directional_prior_ret_5d_pct
DISCOVERY,FLAT,2,2,1,1,0,0,50.0,0,0.0,0.6877377816798345,2.0576438269592314,0.6877377816798345,2.0576438269592314,2,2,BEAR,directional_prior_ret_5d_pct
DISCOVERY,OPPOSING,1170,1133,573,560,8,29,50.57369814651368,549,46.92307692307692,1.2890173182007103,1.2653078768673458,0.9091503518000336,0.8906173581893999,112,153,BEAR,directional_prior_ret_5d_pct
DISCOVERY,UNKNOWN,85,85,51,34,0,0,60.0,53,62.35294117647059,1.1100691652303458,1.1081486965637677,0.8330600196785714,0.9782391694948989,64,6,BEAR,directional_prior_ret_5d_pct
DISCOVERY,ALIGNED,1172,1144,589,555,1,27,51.48601398601399,529,45.136518771331055,1.297898557400777,1.2145464395738834,0.8943148656586811,0.8421102748895466,111,152,BULL,directional_prior_ret_5d_pct
DISCOVERY,OPPOSING,870,854,452,402,2,14,52.92740046838407,431,49.54022988505747,1.2482653286166923,1.2309950406249375,0.9109840244041802,0.8647203819717455,112,151,BULL,directional_prior_ret_5d_pct
DISCOVERY,UNKNOWN,58,56,40,16,0,2,71.42857142857143,34,58.62068965517241,1.4071615972588363,0.9347596301101112,1.2087938245852592,0.45958900428979943,37,6,BULL,directional_prior_ret_5d_pct
VALIDATION,ALIGNED,940,921,450,471,11,8,48.85993485342019,433,46.06382978723404,1.6531325356453848,1.5857581887437173,1.1577362377077347,1.168663773313473,112,158,BEAR,directional_prior_ret_5d_pct
VALIDATION,OPPOSING,1092,1069,549,520,15,8,51.356407857811035,540,49.45054945054945,1.6199494080768104,1.5113558313052515,1.1886789219123035,1.0521394830401316,112,159,BEAR,directional_prior_ret_5d_pct
VALIDATION,ALIGNED,1139,1107,519,588,25,7,46.883468834688344,506,44.42493415276559,1.6574883987479316,1.5580205685248303,1.1425873465533463,1.1277842172864154,112,161,BULL,directional_prior_ret_5d_pct
VALIDATION,OPPOSING,1014,991,496,495,18,5,50.05045408678103,497,49.0138067061144,1.758596872458198,1.557067642435916,1.2235761594565098,1.1319900204430429,112,160,BULL,directional_prior_ret_5d_pct
DISCOVERY,ALIGNED,2001,1961,938,1023,6,34,47.83273839877614,887,44.32783608195902,1.2841831313708978,1.291778980499327,0.8905852417302765,0.914394102068573,112,150,ALL,directional_prior_ret_10d_pct
DISCOVERY,FLAT,1,1,0,1,0,0,0.0,1,100.0,0.3244837758112078,2.345132743362837,0.3244837758112078,2.345132743362837,1,1,ALL,directional_prior_ret_10d_pct
DISCOVERY,OPPOSING,1992,1946,1031,915,8,38,52.98047276464543,927,46.536144578313255,1.3215662513855801,1.2088940207535037,0.9462362280617133,0.8561038484319073,112,150,ALL,directional_prior_ret_10d_pct
DISCOVERY,UNKNOWN,278,269,165,104,0,9,61.33828996282528,170,61.15107913669065,1.1634671853152914,1.1143122142575934,0.8545087053503624,0.8245037293160631,101,11,ALL,directional_prior_ret_10d_pct
VALIDATION,ALIGNED,2087,2040,1000,1040,34,13,49.01960784313726,978,46.86152371825587,1.7118311819259728,1.577126617929691,1.1867491809246418,1.1276319728569957,112,161,ALL,directional_prior_ret_10d_pct
VALIDATION,FLAT,1,1,1,0,0,0,100.0,1,100.0,1.0987222267437127,0.5029706193537937,1.0987222267437127,0.5029706193537937,1,1,ALL,directional_prior_ret_10d_pct
VALIDATION,OPPOSING,2097,2047,1013,1034,35,15,49.48705422569614,997,47.54411063423939,1.631061255635096,1.5271812398405393,1.157912954614772,1.114890400604693,112,161,ALL,directional_prior_ret_10d_pct
DISCOVERY,ALIGNED,861,844,381,463,5,12,45.14218009478673,358,41.57955865272938,1.3089688838406053,1.3324668872235108,0.9066681996805301,0.9940989559691318,112,149,BEAR,directional_prior_ret_10d_pct
DISCOVERY,OPPOSING,1147,1120,582,538,6,21,51.964285714285715,532,46.38186573670445,1.3439198378545532,1.2378864906578273,0.9673518742442528,0.8784313725490208,112,149,BEAR,directional_prior_ret_10d_pct
DISCOVERY,UNKNOWN,164,159,90,69,0,5,56.60377358490566,101,61.58536585365854,1.0288853604239334,1.1545767797101387,0.7032614526967085,0.9704383763349429,89,11,BEAR,directional_prior_ret_10d_pct
DISCOVERY,ALIGNED,1140,1117,557,560,1,22,49.86571172784244,529,46.40350877192982,1.2654633656898293,1.2610489035786934,0.8859278769961831,0.873428108104283,111,149,BULL,directional_prior_ret_10d_pct
DISCOVERY,FLAT,1,1,0,1,0,0,0.0,1,100.0,0.3244837758112078,2.345132743362837,0.3244837758112078,2.345132743362837,1,1,BULL,directional_prior_ret_10d_pct
DISCOVERY,OPPOSING,845,826,449,377,2,17,54.35835351089588,395,46.74556213017752,1.2912235724744414,1.1695397450372211,0.9162903331369892,0.8156703977137439,111,146,BULL,directional_prior_ret_10d_pct
DISCOVERY,UNKNOWN,114,110,75,35,0,4,68.18181818181819,69,60.526315789473685,1.3570761263870694,1.056387751676738,1.1368084268511232,0.552204570816272,66,11,BULL,directional_prior_ret_10d_pct
VALIDATION,ALIGNED,941,923,470,453,13,5,50.92091007583965,441,46.86503719447396,1.6472432234210352,1.6333012494258425,1.1774193548387186,1.1813039193184647,112,158,BEAR,directional_prior_ret_10d_pct
VALIDATION,FLAT,1,1,1,0,0,0,100.0,1,100.0,1.0987222267437127,0.5029706193537937,1.0987222267437127,0.5029706193537937,1,1,BEAR,directional_prior_ret_10d_pct
VALIDATION,OPPOSING,1090,1066,528,538,13,11,49.530956848030016,531,48.71559633027523,1.6254814143675236,1.4711686411700529,1.164274305278907,1.0493232308198508,112,159,BEAR,directional_prior_ret_10d_pct
VALIDATION,ALIGNED,1146,1117,530,587,21,8,47.448522829006265,537,46.8586387434555,1.7648654480281947,1.5310006770589415,1.197885115520587,1.0776198760136593,112,161,BULL,directional_prior_ret_10d_pct
VALIDATION,OPPOSING,1007,981,485,496,22,4,49.43934760448522,466,46.27606752730884,1.6371010043755667,1.5878105671005496,1.1494252873563149,1.17346484722634,112,160,BULL,directional_prior_ret_10d_pct
DISCOVERY,ALIGNED,1875,1835,882,953,6,34,48.06539509536785,852,45.44,1.292509799950013,1.301117870217225,0.8789139135211523,0.9284508505388769,112,140,ALL,directional_prior_ret_20d_pct
DISCOVERY,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.4658839536917818,0.781079323203038,1.4658839536917818,0.781079323203038,1,1,ALL,directional_prior_ret_20d_pct
DISCOVERY,OPPOSING,1847,1801,963,838,8,38,53.470294280955024,845,45.74986464537087,1.3223602741106748,1.1955768995320504,0.9625447357201056,0.8382579079136353,112,140,ALL,directional_prior_ret_20d_pct
DISCOVERY,UNKNOWN,549,540,289,251,0,9,53.51851851851852,288,52.459016393442624,1.1997406098075074,1.1957794867229696,0.8879444465525868,0.9055627425614372,111,21,ALL,directional_prior_ret_20d_pct
VALIDATION,ALIGNED,2090,2052,1013,1039,26,12,49.36647173489279,967,46.26794258373206,1.6685586946451316,1.5796671004796543,1.157766361209442,1.1251704174809813,112,161,ALL,directional_prior_ret_20d_pct
VALIDATION,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.494827207876111,1.1060680980160795,1.494827207876111,1.1060680980160795,1,1,ALL,directional_prior_ret_20d_pct
VALIDATION,OPPOSING,2094,2035,1001,1034,43,16,49.189189189189186,1009,48.185291308500474,1.6739462048504508,1.524286043019931,1.1843895792062389,1.1165286065717996,112,161,ALL,directional_prior_ret_20d_pct
DISCOVERY,ALIGNED,725,712,329,383,5,8,46.20786516853933,312,43.03448275862069,1.3376006181273694,1.3445729593825506,0.9211187405794746,0.9940989559691318,107,136,BEAR,directional_prior_ret_20d_pct
DISCOVERY,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.4658839536917818,0.781079323203038,1.4658839536917818,0.781079323203038,1,1,BEAR,directional_prior_ret_20d_pct
DISCOVERY,OPPOSING,1144,1113,571,542,6,25,51.302785265049415,517,45.19230769230769,1.347296032026574,1.2238993752663792,0.9735696213405933,0.8699560518165362,112,140,BEAR,directional_prior_ret_20d_pct
DISCOVERY,UNKNOWN,302,297,153,144,0,5,51.515151515151516,162,53.64238410596027,1.0751737396722627,1.2606722727686865,0.7438620288164639,0.9815140551344288,109,21,BEAR,directional_prior_ret_20d_pct
DISCOVERY,ALIGNED,1150,1123,553,570,1,26,49.243098842386466,540,46.95652173913044,1.2640829797947233,1.2737222705260414,0.8643409244076061,0.8827749165990846,111,140,BULL,directional_prior_ret_20d_pct
DISCOVERY,OPPOSING,703,688,392,296,2,13,56.97674418604651,328,46.65718349928876,1.2817820279431236,1.1494874084366415,0.9490209913564995,0.7982583454281732,111,134,BULL,directional_prior_ret_20d_pct
DISCOVERY,UNKNOWN,247,243,136,107,0,4,55.96707818930041,126,51.012145748987855,1.3520450421186163,1.1164368900192991,1.0729223495180875,0.7626422621142857,94,21,BULL,directional_prior_ret_20d_pct
VALIDATION,ALIGNED,935,924,467,457,9,2,50.54112554112554,430,45.98930481283423,1.612022335269752,1.5972595115017887,1.1451162156635586,1.143024373928663,112,160,BEAR,directional_prior_ret_20d_pct
VALIDATION,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.494827207876111,1.1060680980160795,1.494827207876111,1.1060680980160795,1,1,BEAR,directional_prior_ret_20d_pct
VALIDATION,OPPOSING,1096,1065,532,533,17,14,49.95305164319249,543,49.543795620437955,1.6552861555122669,1.502253242565913,1.1930243475454745,1.0715814032688442,112,160,BEAR,directional_prior_ret_20d_pct
VALIDATION,ALIGNED,1155,1128,546,582,17,10,48.40425531914894,537,46.493506493506494,1.7143262236632961,1.5654256248903078,1.168404789494007,1.095139752418129,112,160,BULL,directional_prior_ret_20d_pct
VALIDATION,OPPOSING,998,970,469,501,26,2,48.350515463917525,466,46.6933867735471,1.6944386037228456,1.5484823850014982,1.177237815652724,1.147209968440877,111,158,BULL,directional_prior_ret_20d_pct
DISCOVERY,ALIGNED,2094,2056,1000,1056,5,33,48.63813229571984,919,43.887297039159506,1.3029171519212361,1.285188175692628,0.896346542961064,0.9271653256900174,112,152,ALL,directional_prior_close_vs_ema9_pct
DISCOVERY,OPPOSING,1954,1904,1003,901,9,41,52.67857142857143,928,47.49232343909928,1.2984161772601477,1.2054398174923555,0.940230426736812,0.8348639151098463,112,152,ALL,directional_prior_close_vs_ema9_pct
DISCOVERY,UNKNOWN,224,217,131,86,0,7,60.36866359447004,138,61.607142857142854,1.1632368457022644,1.1539156890476832,0.8606810917715632,0.9015394607522056,97,9,ALL,directional_prior_close_vs_ema9_pct
VALIDATION,ALIGNED,2135,2092,1016,1076,30,13,48.565965583174,988,46.276346604215455,1.6743773190337525,1.5667914474993605,1.157976452322423,1.1491875923190507,112,161,ALL,directional_prior_close_vs_ema9_pct
VALIDATION,OPPOSING,2050,1996,998,998,39,15,50.0,988,48.19512195121951,1.66791720772487,1.5362758740356561,1.187680611914887,1.0820799807202728,112,161,ALL,directional_prior_close_vs_ema9_pct
DISCOVERY,ALIGNED,899,885,412,473,4,10,46.55367231638418,381,42.380422691879865,1.3606190692940574,1.3100354417145883,0.9599096555618277,0.9875032771126413,112,151,BEAR,directional_prior_close_vs_ema9_pct
DISCOVERY,OPPOSING,1134,1102,563,539,7,25,51.08892921960073,522,46.03174603174603,1.2934411674265933,1.2479825722353906,0.9302174336151006,0.8784266404718144,112,150,BEAR,directional_prior_close_vs_ema9_pct
DISCOVERY,UNKNOWN,139,136,78,58,0,3,57.35294117647059,88,63.30935251798561,1.059544136390967,1.1764481117991779,0.7270606531881711,0.9782391694948989,83,9,BEAR,directional_prior_close_vs_ema9_pct
DISCOVERY,ALIGNED,1195,1171,588,583,1,23,50.213492741246796,538,45.02092050209205,1.2595079270524776,1.2664955462752707,0.8758402530644537,0.8876080691642606,111,151,BULL,directional_prior_close_vs_ema9_pct
DISCOVERY,OPPOSING,820,802,440,362,2,16,54.86284289276808,406,49.51219512195122,1.3052962518348445,1.1466063005672313,0.9490475327152894,0.7927886344678368,112,147,BULL,directional_prior_close_vs_ema9_pct
DISCOVERY,UNKNOWN,85,81,53,28,0,4,65.4320987654321,50,58.8235294117647,1.332804923281915,1.1170685506658278,1.1239515043647987,0.6424622740176265,54,9,BULL,directional_prior_close_vs_ema9_pct
VALIDATION,ALIGNED,962,948,475,473,9,5,50.10548523206751,447,46.46569646569647,1.6387621264861336,1.5992805414744315,1.168795760749185,1.1856130711396524,112,158,BEAR,directional_prior_close_vs_ema9_pct
VALIDATION,OPPOSING,1070,1042,524,518,17,11,50.287907869481764,526,49.1588785046729,1.6321870761185777,1.4976685834635757,1.1723716025075532,1.0399240540046302,112,158,BEAR,directional_prior_close_vs_ema9_pct
VALIDATION,ALIGNED,1173,1144,541,603,21,8,47.29020979020979,541,46.12105711849957,1.7035860276704187,1.5401465127985774,1.1563483330437654,1.1274315204446221,112,161,BULL,directional_prior_close_vs_ema9_pct
VALIDATION,OPPOSING,980,954,474,480,22,4,49.685534591194966,462,47.142857142857146,1.7069286779480672,1.578428732109254,1.207316992945008,1.1328883890548025,112,160,BULL,directional_prior_close_vs_ema9_pct
DISCOVERY,ALIGNED,1932,1893,903,990,5,34,47.70206022187005,864,44.72049689440994,1.3097552944013164,1.291583853677073,0.8853951390536141,0.9271653256900174,112,141,ALL,directional_prior_close_vs_ema20_pct
DISCOVERY,OPPOSING,1823,1776,960,816,9,38,54.054054054054056,847,46.46187602852441,1.3068601721947561,1.2006915107206542,0.9572940488220025,0.8390022675737064,112,141,ALL,directional_prior_close_vs_ema20_pct
DISCOVERY,UNKNOWN,517,508,271,237,0,9,53.346456692913385,274,52.99806576402321,1.1859293176640628,1.200947636903771,0.8799718409010912,0.9094277480444535,111,20,ALL,directional_prior_close_vs_ema20_pct
VALIDATION,ALIGNED,2095,2056,1001,1055,28,11,48.68677042801556,963,45.96658711217184,1.6679356860036272,1.5796505666551932,1.1575562700964612,1.1372053505293946,112,161,ALL,directional_prior_close_vs_ema20_pct
VALIDATION,OPPOSING,2090,2032,1013,1019,41,17,49.85236220472441,1013,48.4688995215311,1.6744978898542808,1.523970021551005,1.1949931381338863,1.0927926536475985,112,161,ALL,directional_prior_close_vs_ema20_pct
DISCOVERY,ALIGNED,787,773,354,419,4,10,45.79560155239327,335,42.566709021601014,1.354384821927331,1.305692670532748,0.9290808556414499,0.9646964153715106,111,138,BEAR,directional_prior_close_vs_ema20_pct
DISCOVERY,OPPOSING,1098,1068,555,513,7,23,51.96629213483146,502,45.71948998178507,1.3306782957886336,1.247861430037036,0.9696616891619,0.8771765573082961,112,140,BEAR,directional_prior_close_vs_ema20_pct
DISCOVERY,UNKNOWN,287,282,144,138,0,5,51.06382978723404,154,53.65853658536585,1.081009890183727,1.2499247549355228,0.7387949433590474,0.9782391694948989,109,20,BEAR,directional_prior_close_vs_ema20_pct
DISCOVERY,ALIGNED,1145,1120,549,571,1,24,49.017857142857146,529,46.200873362445414,1.2790798025559247,1.2818863524845696,0.8687485325193814,0.8943240235306589,111,140,BULL,directional_prior_close_vs_ema20_pct
DISCOVERY,OPPOSING,725,708,405,303,2,15,57.20338983050848,345,47.58620689655172,1.2707880346691327,1.1292534811904644,0.9460666713509887,0.7885384273656241,109,137,BULL,directional_prior_close_vs_ema20_pct
DISCOVERY,UNKNOWN,230,226,127,99,0,4,56.19469026548673,120,52.17391304347826,1.3168505163025688,1.1398327113598028,1.0326253548008784,0.7629496348734218,94,20,BULL,directional_prior_close_vs_ema20_pct
VALIDATION,ALIGNED,953,941,469,472,9,3,49.84059511158342,441,46.27492130115425,1.6014380032807052,1.607471006247616,1.1392811296534053,1.1668221256225682,112,155,BEAR,directional_prior_close_vs_ema20_pct
VALIDATION,OPPOSING,1079,1049,530,519,17,13,50.52430886558627,532,49.30491195551436,1.6652075254865863,1.491282109592633,1.1993656247935147,1.0534684953289626,112,159,BEAR,directional_prior_close_vs_ema20_pct
VALIDATION,ALIGNED,1142,1115,532,583,19,8,47.71300448430493,522,45.709281961471106,1.7234280604650498,1.5564343854541605,1.1641433679504818,1.1252318885807862,112,161,BULL,directional_prior_close_vs_ema20_pct
VALIDATION,OPPOSING,1011,983,483,500,24,4,49.1353001017294,481,47.57665677546983,1.6844131254158459,1.5588565269942127,1.1852993067117217,1.132854261539285,112,159,BULL,directional_prior_close_vs_ema20_pct
DISCOVERY,ALIGNED,1896,1861,912,949,5,30,49.00591080064481,865,45.62236286919831,1.3095423071510248,1.2737917715687481,0.8887237384454552,0.9186039095384202,112,141,ALL,directional_prior_ema9_vs_ema20_pct
DISCOVERY,OPPOSING,1859,1808,951,857,9,42,52.599557522123895,846,45.50833781603012,1.3071334633329965,1.2205978646872033,0.9499208399300062,0.8530251986524462,112,141,ALL,directional_prior_ema9_vs_ema20_pct
DISCOVERY,UNKNOWN,517,508,271,237,0,9,53.346456692913385,274,52.99806576402321,1.1859293176640628,1.200947636903771,0.8799718409010912,0.9094277480444535,111,20,ALL,directional_prior_ema9_vs_ema20_pct
VALIDATION,ALIGNED,2085,2047,1008,1039,28,10,49.242794333170494,972,46.618705035971225,1.688089093375542,1.57561319747661,1.1746453900709088,1.1230322567169502,112,161,ALL,directional_prior_ema9_vs_ema20_pct
VALIDATION,OPPOSING,2100,2041,1006,1035,41,18,49.28956393924547,1004,47.80952380952381,1.6544571868024003,1.5282436978311895,1.1660847661676472,1.1171662525482846,112,161,ALL,directional_prior_ema9_vs_ema20_pct
