research_period,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,c3_confirmed_n,c3_confirmation_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,direction,lookback_days
DISCOVERY,STRONG_ALIGNED,355,352,159,193,2,1,45.17045454545455,149,41.971830985915496,1.5958012927765832,1.560656638774499,1.1509728978457285,1.1800741862091542,98,130,BEAR,3
DISCOVERY,STRONG_OPPOSING,499,494,234,260,3,2,47.36842105263158,229,45.89178356713427,1.5675429010139414,1.3818451101333196,1.1155587636984103,0.9487659847772008,104,140,BEAR,3
DISCOVERY,UNKNOWN,59,59,30,29,0,0,50.847457627118644,31,52.54237288135593,0.9626598388496109,1.2048135295159246,0.6804841306945106,0.9921562516232906,49,4,BEAR,3
DISCOVERY,FLAT,1,1,1,0,0,0,100.0,0,0.0,0.5653104925053504,0.2740899357601655,0.5653104925053504,0.2740899357601655,1,1,BULL,3
DISCOVERY,MODERATE_ALIGNED,689,666,358,308,0,23,53.753753753753756,328,47.60522496371553,1.1626688710613495,1.0650012757592797,0.8444610840717173,0.7418091901916329,111,149,BULL,3
DISCOVERY,MODERATE_OPPOSING,551,538,292,246,1,12,54.27509293680298,278,50.45372050816697,1.1638867677476699,1.13094877250689,0.7864355491234482,0.8050421358260703,109,138,BULL,3
DISCOVERY,STRONG_ALIGNED,462,455,218,237,1,6,47.91208791208791,194,41.99134199134199,1.4219766193950825,1.508675311826567,0.9956133866996748,1.1179557315864392,105,129,BULL,3
DISCOVERY,STRONG_OPPOSING,318,317,162,155,1,0,51.10410094637224,148,46.540880503144656,1.483808975872357,1.3204593910935254,1.0709406869322053,0.915494007275879,102,112,BULL,3
DISCOVERY,UNKNOWN,31,29,22,7,0,2,75.86206896551724,18,58.064516129032256,1.2477075330272862,0.6884411021663213,1.1947839147948385,0.3881091156954614,28,4,BULL,3
VALIDATION,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.9516728624535302,1.115241635687737,1.9516728624535302,1.115241635687737,1,1,BEAR,3
VALIDATION,MODERATE_ALIGNED,517,507,267,240,3,7,52.662721893491124,263,50.870406189555126,1.34260699178376,1.3555479027669841,1.0885885885885853,0.9703875839589543,109,143,BEAR,3
VALIDATION,MODERATE_OPPOSING,492,482,249,233,5,5,51.6597510373444,237,48.170731707317074,1.342310779174799,1.3611283309122602,0.9240498516855057,0.9694247182969479,107,145,BEAR,3
VALIDATION,STRONG_ALIGNED,472,466,215,251,6,0,46.137339055793994,202,42.79661016949152,2.111463845982205,1.734783682214614,1.5634878345641559,1.4019429608046794,109,135,BEAR,3
VALIDATION,STRONG_OPPOSING,534,521,263,258,10,3,50.479846449136275,264,49.438202247191015,1.7661931241801225,1.7638425928922186,1.3002646913809923,1.214907100961267,112,137,BEAR,3
VALIDATION,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.2265978050355035,2.2918011620400285,1.2265978050355035,2.2918011620400285,1,1,BULL,3
VALIDATION,MODERATE_ALIGNED,551,542,269,273,3,6,49.6309963099631,254,46.098003629764065,1.432271568591732,1.4443196219242522,1.0061870283109353,1.070239862952389,111,152,BULL,3
VALIDATION,MODERATE_OPPOSING,488,475,232,243,8,5,48.8421052631579,242,49.59016393442623,1.480549696687813,1.3372187313199058,1.031141049152577,0.9665665841449236,109,145,BULL,3
VALIDATION,STRONG_ALIGNED,574,555,262,293,18,1,47.207207207207205,270,47.038327526132406,1.9710702239784292,1.6133307817798133,1.3799918272184348,1.1778499846173247,109,146,BULL,3
VALIDATION,STRONG_OPPOSING,504,490,241,249,14,0,49.183673469387756,227,45.03968253968254,1.9106965349920926,1.7935960797214452,1.3734320082601499,1.27274559358592,109,140,BULL,3
DISCOVERY,FLAT,2,2,1,1,0,0,50.0,0,0.0,0.6877377816798345,2.0576438269592314,0.6877377816798345,2.0576438269592314,2,2,ALL,5
DISCOVERY,MODERATE_ALIGNED,1223,1191,597,594,3,29,50.12594458438287,532,43.49959116925593,1.1633031430090888,1.1500164702343434,0.837267907832525,0.8274319253343712,112,152,ALL,5
DISCOVERY,MODERATE_OPPOSING,1193,1152,608,544,5,36,52.77777777777778,591,49.53897736797988,1.1565880525123908,1.114612560664359,0.8312447786132036,0.8011422225747528,112,152,ALL,5
DISCOVERY,STRONG_ALIGNED,806,798,387,411,1,7,48.49624060150376,352,43.67245657568238,1.5370434711389949,1.3925610434574767,1.0877280407680423,1.0225892103432423,108,150,ALL,5
DISCOVERY,STRONG_OPPOSING,806,794,396,398,5,7,49.87405541561713,369,45.78163771712159,1.441937359614988,1.458640099810341,1.005998310736281,1.003221634418023,110,150,ALL,5
DISCOVERY,UNKNOWN,143,141,91,50,0,2,64.53900709219859,87,60.83916083916084,1.230568193605538,1.037823061218928,0.9549312853678329,0.7626422621142857,83,6,ALL,5
VALIDATION,MODERATE_ALIGNED,1029,1008,487,521,8,13,48.31349206349206,456,44.31486880466473,1.3959507015518045,1.3465141507384337,1.0315533980582454,0.9939083039435659,112,159,ALL,5
VALIDATION,MODERATE_OPPOSING,967,955,472,483,4,8,49.424083769633505,497,51.39607032057911,1.4118795234467725,1.3592408598189096,1.0531898772541335,0.9919923509023524,112,159,ALL,5
VALIDATION,STRONG_ALIGNED,1036,1007,479,528,27,2,47.56703078450844,484,46.71814671814672,1.9239338248340612,1.7818444438408256,1.3559430148217912,1.303418081006149,112,158,ALL,5
VALIDATION,STRONG_OPPOSING,1102,1070,560,510,28,4,52.33644859813084,522,47.36842105263158,1.9134665038737635,1.694262812212887,1.4081867747690162,1.1995387986862283,112,159,ALL,5
DISCOVERY,FLAT,2,2,1,1,0,0,50.0,0,0.0,0.6877377816798345,2.0576438269592314,0.6877377816798345,2.0576438269592314,2,2,BEAR,5
DISCOVERY,MODERATE_ALIGNED,557,548,268,280,2,7,48.90510948905109,243,43.62657091561939,1.2099713116694666,1.1881689282641488,0.865041437299623,0.9039110190755153,112,144,BEAR,5
DISCOVERY,MODERATE_OPPOSING,638,609,312,297,4,25,51.23152709359606,306,47.96238244514107,1.144176139897407,1.149789052405189,0.8241252698158046,0.8135959100450902,110,144,BEAR,5
DISCOVERY,STRONG_ALIGNED,334,331,149,182,1,2,45.01510574018127,134,40.119760479041915,1.577574702568377,1.4555488780715582,1.1228206166176988,1.0644878117106007,96,126,BEAR,5
DISCOVERY,STRONG_OPPOSING,505,497,246,251,4,4,49.496981891348085,229,45.34653465346535,1.4731202110283552,1.4088906476275573,1.0095911155981852,0.980165101097929,105,141,BEAR,5
DISCOVERY,UNKNOWN,85,85,51,34,0,0,60.0,53,62.35294117647059,1.1100691652303458,1.1081486965637677,0.8330600196785714,0.9782391694948989,64,6,BEAR,5
DISCOVERY,MODERATE_ALIGNED,666,643,329,314,1,22,51.16640746500778,289,43.393393393393396,1.1242728578081425,1.1181081832634703,0.8081187494151716,0.7613849326063615,110,144,BULL,5
DISCOVERY,MODERATE_OPPOSING,555,543,296,247,1,11,54.51197053406998,285,51.351351351351354,1.1708561610679937,1.074175440428954,0.8461411336969104,0.793650793650792,111,143,BULL,5
DISCOVERY,STRONG_ALIGNED,472,467,238,229,0,5,50.96359743040685,218,46.186440677966104,1.5083624726275253,1.3479891435398852,1.0692389451006616,0.9515206663656386,98,136,BULL,5
DISCOVERY,STRONG_OPPOSING,301,297,150,147,1,3,50.505050505050505,140,46.51162790697674,1.3896206155493724,1.5421067886884334,0.9996297667530528,1.049644283918476,99,109,BULL,5
DISCOVERY,UNKNOWN,58,56,40,16,0,2,71.42857142857143,34,58.62068965517241,1.4071615972588363,0.9347596301101112,1.2087938245852592,0.45958900428979943,37,6,BULL,5
VALIDATION,MODERATE_ALIGNED,466,456,218,238,2,8,47.80701754385965,215,46.137339055793994,1.4238537818763453,1.3501670071620229,1.0567227241937593,0.9947509813218471,108,136,BEAR,5
VALIDATION,MODERATE_OPPOSING,489,484,234,250,2,3,48.34710743801653,239,48.875255623721884,1.2936088955182967,1.3900553065265782,1.0396151486778895,1.0035700771597171,107,145,BEAR,5
VALIDATION,STRONG_ALIGNED,467,459,228,231,8,0,49.673202614379086,215,46.03854389721627,1.906344771571987,1.8276684398956258,1.3868373543410453,1.4413449909792102,104,141,BEAR,5
VALIDATION,STRONG_OPPOSING,594,578,314,264,12,4,54.325259515570934,297,50.0,1.8685199225547189,1.6327987493679068,1.3971180099596077,1.1092688715505783,110,144,BEAR,5
VALIDATION,MODERATE_ALIGNED,563,552,269,283,6,5,48.731884057971016,241,42.80639431616341,1.3728550791162164,1.3434906496844508,1.0172432802979727,0.9894753951806258,109,151,BULL,5
VALIDATION,MODERATE_OPPOSING,478,471,238,233,2,5,50.530785562632694,258,53.97489539748954,1.5328718603861546,1.327717294044747,1.0705665541709468,0.961023346363955,108,146,BULL,5
VALIDATION,STRONG_ALIGNED,569,548,251,297,19,2,45.802919708029194,269,47.27592267135325,1.9383698316414226,1.7442349426851282,1.3396042815439493,1.217651536119566,111,148,BULL,5
VALIDATION,STRONG_OPPOSING,508,492,246,246,16,0,50.0,225,44.29133858267716,1.9660221521090246,1.766132208531624,1.4108931731547383,1.2907977230622678,107,146,BULL,5
DISCOVERY,FLAT,1,1,0,1,0,0,0.0,1,100.0,0.3244837758112078,2.345132743362837,0.3244837758112078,2.345132743362837,1,1,ALL,10
DISCOVERY,MODERATE_ALIGNED,1158,1127,552,575,6,25,48.97959183673469,515,44.47322970639033,1.1390333527288021,1.1533277751550879,0.8073634027128229,0.8280680584499461,112,147,ALL,10
DISCOVERY,MODERATE_OPPOSING,1178,1140,625,515,4,34,54.824561403508774,553,46.94397283531409,1.1724286734124645,1.1124040260058798,0.8432831736148032,0.7722258661442081,112,147,ALL,10
DISCOVERY,STRONG_ALIGNED,779,770,352,418,0,9,45.714285714285715,337,43.26059050064185,1.4824211058060472,1.5052756440697903,1.0409256888130094,1.0851590396434656,108,145,ALL,10
DISCOVERY,STRONG_OPPOSING,779,771,386,385,4,4,50.06485084306096,355,45.571245186136075,1.5433100961846609,1.3557071547489221,1.1591148577449888,0.9734196829432988,110,147,ALL,10
DISCOVERY,UNKNOWN,278,269,165,104,0,9,61.33828996282528,170,61.15107913669065,1.1634671853152914,1.1143122142575934,0.8545087053503624,0.8245037293160631,101,11,ALL,10
VALIDATION,FLAT,1,1,1,0,0,0,100.0,1,100.0,1.0987222267437127,0.5029706193537937,1.0987222267437127,0.5029706193537937,1,1,ALL,10
VALIDATION,MODERATE_ALIGNED,1006,981,495,486,12,13,50.45871559633027,486,48.31013916500994,1.430296893640032,1.4221947297611661,1.0528630131806045,1.01219740664772,112,158,ALL,10
VALIDATION,MODERATE_OPPOSING,1012,990,477,513,10,12,48.18181818181818,466,46.047430830039524,1.3493567611228061,1.3626334054880607,0.974794050209105,1.0343358856734328,112,159,ALL,10
VALIDATION,STRONG_ALIGNED,1065,1043,502,541,22,0,48.13039309683605,492,46.19718309859155,1.9650800772615065,1.7176417570420839,1.4040202020202048,1.217651536119566,111,155,ALL,10
VALIDATION,STRONG_OPPOSING,1050,1025,523,502,23,2,51.02439024390244,514,48.95238095238095,1.9097329324746763,1.6890600848281976,1.3734320082601499,1.219790952647007,112,159,ALL,10
DISCOVERY,MODERATE_ALIGNED,527,513,232,281,5,9,45.22417153996101,224,42.50474383301708,1.1294129186777173,1.2588345089674529,0.8026954712119734,0.9204784639868611,110,141,BEAR,10
DISCOVERY,MODERATE_OPPOSING,609,586,318,268,3,20,54.26621160409557,292,47.947454844006565,1.138290354060572,1.135074662907044,0.8398017394557203,0.7961914142657714,111,141,BEAR,10
DISCOVERY,STRONG_ALIGNED,302,299,135,164,0,3,45.1505016722408,120,39.735099337748345,1.6347193524411534,1.4500593181187782,1.1337097140116752,1.0570895039074284,84,115,BEAR,10
DISCOVERY,STRONG_OPPOSING,519,515,252,263,3,1,48.932038834951456,228,43.93063583815029,1.5793131645023821,1.3668434986256761,1.1591148577449888,0.9750233738480012,100,137,BEAR,10
DISCOVERY,UNKNOWN,164,159,90,69,0,5,56.60377358490566,101,61.58536585365854,1.0288853604239334,1.1545767797101387,0.7032614526967085,0.9704383763349429,89,11,BEAR,10
DISCOVERY,FLAT,1,1,0,1,0,0,0.0,1,100.0,0.3244837758112078,2.345132743362837,0.3244837758112078,2.345132743362837,1,1,BULL,10
DISCOVERY,MODERATE_ALIGNED,631,614,320,294,1,16,52.11726384364821,291,46.11727416798732,1.1470681684893753,1.0652104237777242,0.8235587721487473,0.7533341023434111,110,143,BULL,10
DISCOVERY,MODERATE_OPPOSING,569,554,307,247,1,14,55.415162454873645,261,45.86994727592267,1.2089668746168625,1.0881396712206266,0.8444610840717173,0.7377550910828615,109,132,BULL,10
DISCOVERY,STRONG_ALIGNED,477,471,217,254,0,6,46.07218683651805,217,45.492662473794546,1.385997477957406,1.5402344080890895,0.9621340380724337,1.1187441280925354,98,136,BULL,10
DISCOVERY,STRONG_OPPOSING,260,256,134,122,1,3,52.34375,127,48.84615384615385,1.471442432888902,1.3334772990872474,1.1548641536695279,0.965334122621009,87,108,BULL,10
DISCOVERY,UNKNOWN,114,110,75,35,0,4,68.18181818181819,69,60.526315789473685,1.3570761263870694,1.056387751676738,1.1368084268511232,0.552204570816272,66,11,BULL,10
VALIDATION,FLAT,1,1,1,0,0,0,100.0,1,100.0,1.0987222267437127,0.5029706193537937,1.0987222267437127,0.5029706193537937,1,1,BEAR,10
VALIDATION,MODERATE_ALIGNED,502,491,253,238,6,5,51.527494908350306,245,48.80478087649402,1.412772352684688,1.535839340179887,1.0126193526477618,1.1051978203721466,110,147,BEAR,10
VALIDATION,MODERATE_OPPOSING,503,492,242,250,3,8,49.1869918699187,239,47.514910536779325,1.3529473489529134,1.295853686880146,1.0396151486778895,0.991920646348288,110,151,BEAR,10
VALIDATION,STRONG_ALIGNED,434,427,214,213,7,0,50.11709601873536,194,44.70046082949309,1.9145877734491963,1.7790789878262239,1.4325326529696158,1.323536558159897,106,133,BEAR,10
VALIDATION,STRONG_OPPOSING,576,566,284,282,8,2,50.17667844522968,287,49.826388888888886,1.8654173630377098,1.6265442433643083,1.3014571779529893,1.1152271530865985,110,144,BEAR,10
VALIDATION,MODERATE_ALIGNED,504,490,242,248,6,8,49.38775510204081,241,47.817460317460316,1.4477518927661879,1.3090010900187097,1.0659072345853944,0.9328747489727505,110,148,BULL,10
VALIDATION,MODERATE_OPPOSING,509,498,235,263,7,4,47.18875502008032,227,44.59724950884087,1.345808498493054,1.4286259368432295,0.9362064296491222,1.070882202957683,107,149,BULL,10
VALIDATION,STRONG_ALIGNED,631,616,288,328,15,0,46.753246753246756,298,47.22662440570523,1.9998085397885155,1.6753854049655121,1.3564565018853794,1.1584006341970907,109,149,BULL,10
VALIDATION,STRONG_OPPOSING,474,459,239,220,15,0,52.069716775599126,227,47.89029535864979,1.9635847636892172,1.7650287023033042,1.4442097872239272,1.3174008022558867,105,141,BULL,10
DISCOVERY,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.4658839536917818,0.781079323203038,1.4658839536917818,0.781079323203038,1,1,ALL,20
DISCOVERY,MODERATE_ALIGNED,1093,1062,512,550,4,27,48.21092278719397,489,44.73924977127173,1.1321282755532744,1.2132636907208134,0.7810078936464312,0.8719596145020677,112,137,ALL,20
DISCOVERY,MODERATE_OPPOSING,1080,1044,563,481,3,33,53.9272030651341,481,44.53703703703704,1.1798278231637223,1.1265835208634278,0.8510718845826909,0.7848511937456268,112,137,ALL,20
DISCOVERY,STRONG_ALIGNED,725,716,343,373,2,7,47.90502793296089,334,46.06896551724138,1.5196696288890272,1.430625045607456,1.079066117323927,1.0517660342161366,106,135,ALL,20
DISCOVERY,STRONG_OPPOSING,725,715,373,342,5,5,52.16783216783217,339,46.758620689655174,1.5274763496620039,1.3096833693260674,1.1661807580175005,0.9301460796679338,107,136,ALL,20
DISCOVERY,UNKNOWN,549,540,289,251,0,9,53.51851851851852,288,52.459016393442624,1.1997406098075074,1.1957794867229696,0.8879444465525868,0.9055627425614372,111,21,ALL,20
VALIDATION,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.494827207876111,1.1060680980160795,1.494827207876111,1.1060680980160795,1,1,ALL,20
VALIDATION,MODERATE_ALIGNED,1051,1034,513,521,6,11,49.61315280464217,492,46.81255946717412,1.3403590832025598,1.4224858994169183,0.9962994591517261,1.070239862952389,112,159,ALL,20
VALIDATION,MODERATE_OPPOSING,1008,981,474,507,15,12,48.318042813455655,490,48.611111111111114,1.3817683180189797,1.3179304367761002,1.039243972436426,1.0210071918846881,112,159,ALL,20
VALIDATION,STRONG_ALIGNED,1016,995,488,507,20,1,49.04522613065327,471,46.35826771653543,1.9950434516511009,1.755064311017336,1.3534893569438613,1.1815240052990026,112,157,ALL,20
VALIDATION,STRONG_OPPOSING,1058,1029,523,506,26,3,50.82604470359573,506,47.82608695652174,1.9598841831497105,1.7062943920447178,1.4336920549940997,1.1995387986862283,112,159,ALL,20
DISCOVERY,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.4658839536917818,0.781079323203038,1.4658839536917818,0.781079323203038,1,1,BEAR,20
DISCOVERY,MODERATE_ALIGNED,454,443,208,235,3,8,46.95259593679458,201,44.27312775330397,1.2350877703645757,1.2909455252673165,0.8368425486557208,0.9186996728639472,106,127,BEAR,20
DISCOVERY,MODERATE_OPPOSING,625,600,305,295,2,23,50.833333333333336,273,43.68,1.1904563941517083,1.171149070732298,0.8219178082191815,0.8147841391448305,111,135,BEAR,20
DISCOVERY,STRONG_ALIGNED,248,246,113,133,2,0,45.9349593495935,101,40.725806451612904,1.543598021713549,1.4148802637545796,1.1479455124147422,1.107643366351033,69,101,BEAR,20
DISCOVERY,STRONG_OPPOSING,491,485,248,237,4,2,51.134020618556704,228,46.435845213849284,1.5412620221578912,1.3052437655351672,1.1658370447995878,0.8987230737431936,99,126,BEAR,20
DISCOVERY,UNKNOWN,302,297,153,144,0,5,51.515151515151516,162,53.64238410596027,1.0751737396722627,1.2606722727686865,0.7438620288164639,0.9815140551344288,109,21,BEAR,20
DISCOVERY,MODERATE_ALIGNED,639,619,304,315,1,19,49.11147011308562,288,45.070422535211264,1.0589770851865596,1.1580719021697765,0.7265979381443262,0.8194241787964016,109,133,BULL,20
DISCOVERY,MODERATE_OPPOSING,455,444,258,186,1,10,58.108108108108105,208,45.714285714285715,1.1652281377406648,1.0653671062083867,0.8561643835616439,0.7153771357132943,109,123,BULL,20
DISCOVERY,STRONG_ALIGNED,477,470,230,240,0,7,48.93617021276596,233,48.84696016771488,1.5072288711940975,1.438811011853815,1.0598561957232149,1.022764764104251,96,127,BULL,20
DISCOVERY,STRONG_OPPOSING,234,230,125,105,1,3,54.34782608695652,111,47.43589743589744,1.4985500026727694,1.3189989482206483,1.1671554720563628,0.9658290102234024,74,98,BULL,20
DISCOVERY,UNKNOWN,247,243,136,107,0,4,55.96707818930041,126,51.012145748987855,1.3520450421186163,1.1164368900192991,1.0729223495180875,0.7626422621142857,94,21,BULL,20
VALIDATION,FLAT,1,1,0,1,0,0,0.0,0,0.0,1.494827207876111,1.1060680980160795,1.494827207876111,1.1060680980160795,1,1,BEAR,20
VALIDATION,MODERATE_ALIGNED,548,543,277,266,3,2,51.01289134438306,257,46.8978102189781,1.3562388342496714,1.4038795981083405,1.0259169609317973,1.0887568368785159,109,152,BEAR,20
VALIDATION,MODERATE_OPPOSING,476,462,228,234,4,10,49.35064935064935,230,48.319327731092436,1.398400546859781,1.2706619972054887,1.0752939433147324,0.9605026966741503,106,142,BEAR,20
VALIDATION,STRONG_ALIGNED,386,380,187,193,6,0,49.21052631578947,174,45.07772020725388,1.9758867778410454,1.9144070135205429,1.4249879758793225,1.3204116552824763,90,124,BEAR,20
VALIDATION,STRONG_OPPOSING,605,591,302,289,11,3,51.099830795262264,305,50.413223140495866,1.8565451068691725,1.6827936909663872,1.3064673383165364,1.1672516529262857,110,150,BEAR,20
VALIDATION,MODERATE_ALIGNED,503,491,236,255,3,9,48.06517311608961,235,46.71968190854871,1.323058678483241,1.442756780365429,0.9823277314970966,1.0626992561105169,110,151,BULL,20
VALIDATION,MODERATE_OPPOSING,532,519,246,273,11,2,47.39884393063584,260,48.87218045112782,1.366886850108789,1.3602232511287529,1.016985750511794,1.0611057416820948,111,147,BULL,20
VALIDATION,STRONG_ALIGNED,630,615,301,314,14,1,48.94308943089431,297,47.142857142857146,2.006780715287103,1.6574352901185456,1.3175210343248096,1.1115005468503392,110,153,BULL,20
VALIDATION,STRONG_OPPOSING,453,438,221,217,15,0,50.45662100456621,201,44.370860927152314,2.097897739771622,1.7376805380764833,1.6389309127584468,1.253589301829523,101,140,BULL,20
