model_id,symbol,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n
M3_TRIAGE_PREFERRED,COP,3,3,1,2,0,0,33.333333333333336,1.949005920247753,0.8789676133131524,1.9295109766717118,0.6920573811815348,1,3
M3_TRIAGE_PREFERRED,COST,3,3,2,1,0,0,66.66666666666667,1.357704022452312,0.21964112437404362,1.0962905067001212,0.10489834116642655,1,3
M3_TRIAGE_PREFERRED,CRM,4,4,3,1,0,0,75.0,2.1946261685763773,1.0127955243221767,2.2335211528744345,1.0805140558142292,1,4
M3_TRIAGE_PREFERRED,CRWD,3,3,1,2,0,0,33.333333333333336,1.9939878392937505,2.3772487884335116,1.575132221757874,2.925451427418535,1,3
M3_TRIAGE_PREFERRED,CSCO,1,1,1,0,0,0,100.0,5.328809482906718,0.03435835767049651,5.328809482906718,0.03435835767049651,1,1
M3_TRIAGE_PREFERRED,CVS,3,3,1,2,0,0,33.333333333333336,0.6459729647238114,1.7714781813434577,0.10169060633023809,1.6009736916019173,1,3
M3_TRIAGE_PREFERRED,CVX,5,5,4,1,0,0,80.0,1.0818382479319504,1.3211267212139444,1.402137679242289,1.3122387427906184,1,5
M3_TRIAGE_PREFERRED,DASH,2,2,2,0,0,0,100.0,2.0522143048169035,1.132182281347293,2.0522143048169035,1.132182281347293,1,2
M3_TRIAGE_PREFERRED,DDOG,7,7,6,1,0,0,85.71428571428571,3.3801008326815425,1.1444730630643265,3.8989945506178514,0.9055952106838618,1,7
M3_TRIAGE_PREFERRED,DE,4,4,1,3,0,0,25.0,2.538088674372348,1.4314420702466482,2.2343645927620646,1.682393967912346,1,4
M3_TRIAGE_PREFERRED,DELL,7,7,4,3,0,0,57.142857142857146,3.4428306357743415,2.0324049082522415,3.0006256316473294,0.7459454256701532,1,7
M3_TRIAGE_PREFERRED,DIS,3,3,2,1,0,0,66.66666666666667,0.9372138407793073,1.1685698809655425,0.5675568656782174,1.2979013594966733,1,3
M3_TRIAGE_PREFERRED,EOG,2,2,1,1,0,0,50.0,1.9449843776220295,0.47121135941870396,1.9449843776220295,0.47121135941870396,1,2
M3_TRIAGE_PREFERRED,ETN,1,1,0,1,0,0,0.0,0.40934264387189706,1.8781603660004844,0.40934264387189706,1.8781603660004844,1,1
M3_TRIAGE_PREFERRED,GE,3,3,2,1,0,0,66.66666666666667,1.1876898891140195,1.4066490644506249,0.5277466815928282,1.6412238747297354,1,3
M3_TRIAGE_PREFERRED,GILD,1,1,0,1,0,0,0.0,0.7554296506137896,0.9611493322541367,0.7554296506137896,0.9611493322541367,1,1
M3_TRIAGE_PREFERRED,GOOG,2,2,2,0,0,0,100.0,2.3510442718737448,1.9092315723738664,2.3510442718737448,1.9092315723738664,1,2
M3_TRIAGE_PREFERRED,GS,5,5,3,2,0,0,60.0,1.731925227024139,1.1911869866223943,1.0654944634901002,1.0905780257244684,1,5
M3_TRIAGE_PREFERRED,HAL,3,3,2,1,0,0,66.66666666666667,0.8378154156213524,1.3758321573181291,0.9288824383164014,0.9724238026124843,1,3
M3_TRIAGE_PREFERRED,HD,5,5,3,2,0,0,60.0,1.3843024993565853,1.0753887809695262,1.5004167824395707,0.532038834951458,1,5
M3_TRIAGE_PREFERRED,HON,3,3,3,0,0,0,100.0,2.5756584091312327,0.2510367399486009,3.4878144482713522,0.23802624498074623,1,3
M3_TRIAGE_PREFERRED,HOOD,3,3,3,0,0,0,100.0,3.6481081073798265,1.2236075415342524,3.2685976046189795,1.3515358361774674,1,3
M3_TRIAGE_PREFERRED,IBM,4,4,3,1,0,0,75.0,1.8983976635543485,1.2941947475502333,1.785440580627836,1.5702230053236048,1,4
M3_TRIAGE_PREFERRED,INTC,5,5,5,0,0,0,100.0,2.234511788922494,3.724604884955099,1.1728367274150089,3.6732675150754193,1,5
M3_TRIAGE_PREFERRED,ISRG,3,3,3,0,0,0,100.0,2.838611352016759,0.9658516606320884,1.3935867947503657,0.24724657226343508,1,3
M3_TRIAGE_PREFERRED,IWM,5,4,3,1,0,1,75.0,0.8400453543125866,1.0124339404804394,0.7233402563918864,0.3679529611892848,1,5
M3_TRIAGE_PREFERRED,JNJ,6,6,3,3,0,0,50.0,0.7424680200631456,1.027142278379895,0.5887640043295452,0.8706749768270396,1,6
M3_TRIAGE_PREFERRED,JPM,3,3,2,1,0,0,66.66666666666667,0.8619457657909648,0.6244123924971429,1.0396151486778895,0.2776289025925748,1,3
M3_TRIAGE_PREFERRED,KLAC,1,1,1,0,0,0,100.0,0.8274610292547422,5.872304078582106,0.8274610292547422,5.872304078582106,1,1
M3_TRIAGE_PREFERRED,LLY,7,7,7,0,0,0,100.0,2.1810752206889767,1.5414763374670122,2.1934352348285535,1.0101346476184159,1,7
M3_TRIAGE_PREFERRED,LMT,1,1,0,1,0,0,0.0,1.786949903127582,1.217651536119566,1.786949903127582,1.217651536119566,1,1
M3_TRIAGE_PREFERRED,LOW,3,3,2,1,0,0,66.66666666666667,1.828622442832322,0.5639209325118735,1.9974834853727557,0.3471167614006211,1,3
M3_TRIAGE_PREFERRED,LRCX,3,3,2,1,0,0,66.66666666666667,1.3398933906186885,4.720576803923584,1.0101909429652585,5.814032900930713,1,3
M3_TRIAGE_PREFERRED,LULU,4,3,3,0,1,0,100.0,3.4958570705627405,0.567522151854339,3.5762512319226407,0.6766970303731127,1,4
M3_TRIAGE_PREFERRED,MA,6,6,3,3,0,0,50.0,1.6926632684172567,0.6247651217059808,1.6045665158032998,0.6323283414786686,1,6
M3_TRIAGE_PREFERRED,MCD,2,2,0,2,0,0,0.0,0.3300795576369787,2.064393413122276,0.3300795576369787,2.064393413122276,1,2
M3_TRIAGE_PREFERRED,META,5,5,3,2,0,0,60.0,2.222837509386336,0.7054699791750523,2.256816651266224,0.6244257664953822,1,5
M3_TRIAGE_PREFERRED,MNDY,9,8,3,5,1,0,37.5,3.150296422901171,1.9500535890033817,2.915492957746469,1.8873239436619764,1,9
M3_TRIAGE_PREFERRED,MRK,2,2,2,0,0,0,100.0,1.94674899823967,0.2683487473198969,1.94674899823967,0.2683487473198969,1,2
M3_TRIAGE_PREFERRED,MRNA,2,1,1,0,1,0,100.0,2.362752156824664,4.6754039585807226,2.362752156824664,4.6754039585807226,1,2
M3_TRIAGE_PREFERRED,MRVL,6,6,5,1,0,0,83.33333333333333,2.1124877284288517,4.089474988539934,2.2870468161590205,3.5468507217779246,1,6
M3_TRIAGE_PREFERRED,MS,3,3,3,0,0,0,100.0,1.1054827740574298,0.47372477713092503,0.8950789812517578,0.3761985594347815,1,3
M3_TRIAGE_PREFERRED,MSFT,2,2,0,2,0,0,0.0,2.229839502919312,0.7534337692742545,2.229839502919312,0.7534337692742545,1,2
M3_TRIAGE_PREFERRED,MU,7,6,4,2,1,0,66.66666666666667,2.317594050666353,3.985624378830823,1.4924998745798537,2.9712955779674104,1,7
M3_TRIAGE_PREFERRED,NEE,4,4,2,2,0,0,50.0,0.6360530669928343,0.9923612248661284,0.6406169011953002,1.100960064750383,1,4
M3_TRIAGE_PREFERRED,NFLX,7,7,2,5,0,0,28.571428571428573,1.9184131696151607,0.7360600843386363,1.1529592621060691,0.5381165919282533,1,7
M3_TRIAGE_PREFERRED,NKE,6,6,3,3,0,0,50.0,0.8180859798868392,1.683005896281849,0.4785474945526085,1.5909072434783043,1,6
M3_TRIAGE_PREFERRED,NOW,6,6,3,3,0,0,50.0,2.5015846732303753,1.9079880777398415,2.1501227673629906,1.5212822238192993,1,6
M3_TRIAGE_PREFERRED,NVDA,4,4,1,3,0,0,25.0,1.1430771018174204,1.478465430001095,1.1765707570981077,1.152360525781772,1,4
M3_TRIAGE_PREFERRED,ORCL,7,7,3,4,0,0,42.857142857142854,2.019828128548163,1.3997463092644924,1.3068783068783063,1.6157434785465559,1,7
M3_TRIAGE_PREFERRED,OXY,9,9,4,5,0,0,44.44444444444444,1.4930137984157605,1.9358192426698568,1.2454152742684863,0.7114905727499086,1,9
M3_TRIAGE_PREFERRED,PANW,1,1,0,1,0,0,0.0,1.9500513171399207,1.6968867601778923,1.9500513171399207,1.6968867601778923,1,1
M3_TRIAGE_PREFERRED,PEP,3,3,3,0,0,0,100.0,0.8679082755658792,1.081284596563285,0.8875872944356789,1.377187054141334,1,3
M3_TRIAGE_PREFERRED,PFE,5,5,4,1,0,0,80.0,1.9859069197798327,0.47223035007137726,2.4500090073860554,0.6018602954586875,1,5
M3_TRIAGE_PREFERRED,PLTR,2,2,1,1,0,0,50.0,0.5356299484107971,1.8301364555160973,0.5356299484107971,1.8301364555160973,1,2
M3_TRIAGE_PREFERRED,PYPL,3,3,2,1,0,0,66.66666666666667,1.4867376936154348,1.3935589764503493,1.4812202433433193,0.9875032771126413,1,3
M3_TRIAGE_PREFERRED,QCOM,3,3,2,1,0,0,66.66666666666667,2.4288507555597048,0.9053892311765709,2.640510843927977,0.8148190761088313,1,3
M3_TRIAGE_PREFERRED,QQQ,1,1,0,1,0,0,0.0,0.22532037741163535,1.298408674834534,0.22532037741163535,1.298408674834534,1,1
M3_TRIAGE_PREFERRED,RBLX,2,2,1,1,0,0,50.0,2.7164456813568205,1.5170703871928506,2.7164456813568205,1.5170703871928506,1,2
M3_TRIAGE_PREFERRED,REGN,2,2,1,1,0,0,50.0,3.383857941751179,0.8187716883191362,3.383857941751179,0.8187716883191362,1,2
M3_TRIAGE_PREFERRED,RTX,2,2,1,1,0,0,50.0,2.5159657451864526,0.36007307069317046,2.5159657451864526,0.36007307069317046,1,2
M3_TRIAGE_PREFERRED,SBUX,4,4,2,2,0,0,50.0,1.6514494885154036,0.9759259677061616,1.7914190561234542,0.925790620325974,1,4
M3_TRIAGE_PREFERRED,SCHW,3,3,3,0,0,0,100.0,2.076146551856626,0.7822156954962182,1.163099474215305,0.9400393010781145,1,3
M3_TRIAGE_PREFERRED,SHOP,5,5,3,2,0,0,60.0,4.778015201669002,0.5665500235405092,4.388556168633536,0.709870876935314,1,5
M3_TRIAGE_PREFERRED,SLB,6,6,1,5,0,0,16.666666666666668,1.2889045953298106,1.1317920267945167,1.3556880636155335,1.0787931787915315,1,6
M3_TRIAGE_PREFERRED,SNOW,5,5,3,2,0,0,60.0,2.318017285781091,2.897106173711431,2.4415925836244594,2.7430903870766916,1,5
M3_TRIAGE_PREFERRED,SPY,1,0,0,0,0,1,,0.24271447829764528,0.4617966222111201,0.24271447829764528,0.4617966222111201,1,1
M3_TRIAGE_PREFERRED,T,2,2,0,2,0,0,0.0,0.5910615295585295,3.366153750837091,0.5910615295585295,3.366153750837091,1,2
M3_TRIAGE_PREFERRED,TEAM,4,4,3,1,0,0,75.0,4.5090744999713985,1.9381824324157926,4.577574494278413,2.233654513045781,1,4
M3_TRIAGE_PREFERRED,TGT,1,1,0,1,0,0,0.0,0.5427068548050359,1.536277865909663,0.5427068548050359,1.536277865909663,1,1
M3_TRIAGE_PREFERRED,TMO,5,5,4,1,0,0,80.0,2.37439406160048,0.6881739589556222,2.5795997892581335,0.3677601060304966,1,5
M3_TRIAGE_PREFERRED,TMUS,1,1,0,1,0,0,0.0,0.8234318872616638,1.9148936170212787,0.8234318872616638,1.9148936170212787,1,1
M3_TRIAGE_PREFERRED,TQQQ,1,1,1,0,0,0,100.0,0.686250084931951,3.9637736960115815,0.686250084931951,3.9637736960115815,1,1
M3_TRIAGE_PREFERRED,TSLA,3,3,1,2,0,0,33.333333333333336,1.2925242285943424,1.2884984652030635,0.9541106370274489,1.2874895819079752,1,3
M3_TRIAGE_PREFERRED,TXN,2,2,2,0,0,0,100.0,2.605874395080218,0.6146971017448863,2.605874395080218,0.6146971017448863,1,2
M3_TRIAGE_PREFERRED,UBER,4,4,2,2,0,0,50.0,1.241005189457318,1.7447811105963968,1.1561592042455313,1.730455374383088,1,4
M3_TRIAGE_PREFERRED,UNH,3,3,2,1,0,0,66.66666666666667,1.2296494160901745,0.9915282987200221,1.33611214206184,0.4571483107463249,1,3
M3_TRIAGE_PREFERRED,UPS,1,1,0,1,0,0,0.0,2.9098785196346206,0.6026932856201155,2.9098785196346206,0.6026932856201155,1,1
M3_TRIAGE_PREFERRED,URI,1,1,1,0,0,0,100.0,1.1729988933972517,0.428347473257099,1.1729988933972517,0.428347473257099,1,1
M3_TRIAGE_PREFERRED,V,6,6,3,3,0,0,50.0,1.2216464039566466,1.1271350107113618,0.8898731978461049,0.7428869718655836,1,6
M3_TRIAGE_PREFERRED,VRTX,2,2,2,0,0,0,100.0,1.1238585928136389,0.860773523010122,1.1238585928136389,0.860773523010122,1,2
M3_TRIAGE_PREFERRED,VZ,4,4,2,2,0,0,50.0,1.0450464581630745,0.5942490888529585,1.149658404647024,0.48175829799345493,1,4
M3_TRIAGE_PREFERRED,WMT,4,4,2,2,0,0,50.0,1.0469197851832228,1.788041456932916,1.207403634677013,1.2427908069255416,1,4
M3_TRIAGE_PREFERRED,XOM,7,7,6,1,0,0,85.71428571428571,1.3881244865263198,1.392517576659155,1.409722222222223,1.6062142057797366,1,7
M4_TRIAGE_STANDARD_PLUS,AAPL,26,26,14,12,0,0,53.84615384615385,1.1332729296483182,0.8818119925171216,0.8600756158304386,0.7852546971093732,1,26
M4_TRIAGE_STANDARD_PLUS,ABBV,26,25,12,13,1,0,48.0,1.1144523991122208,1.1970947936214598,0.9770268955672431,1.0365345159267978,1,26
M4_TRIAGE_STANDARD_PLUS,ABNB,19,19,8,11,0,0,42.10526315789474,1.1220872636652646,1.6412761475977367,1.0835150918173446,1.3521501403871823,1,19
M4_TRIAGE_STANDARD_PLUS,ADBE,29,29,12,17,0,0,41.37931034482759,1.917362260715409,1.3443530813190814,1.6078713702903809,1.151461470327721,1,29
M4_TRIAGE_STANDARD_PLUS,AMAT,32,31,17,14,1,0,54.83870967741935,2.9445986642981476,1.9386778014392045,2.1681413189039476,1.675757568156123,1,32
M4_TRIAGE_STANDARD_PLUS,AMD,33,33,15,18,0,0,45.45454545454545,2.622936672044704,2.1031960718929845,2.436823104693135,1.5108225108225146,1,33
M4_TRIAGE_STANDARD_PLUS,AMGN,25,25,12,13,0,0,48.0,1.169196422363383,1.1766983842637393,0.8177231340253995,1.0540217915830588,1,25
M4_TRIAGE_STANDARD_PLUS,AMZN,33,33,15,18,0,0,45.45454545454545,0.9557947639806389,1.3418579106571125,0.7478790166035387,0.8446087940510832,1,33
M4_TRIAGE_STANDARD_PLUS,ANET,29,29,19,10,0,0,65.51724137931035,2.3912441080287543,1.850077483736493,2.097681923727818,1.5295396882928696,1,29
M4_TRIAGE_STANDARD_PLUS,APP,46,43,23,20,3,0,53.48837209302326,3.2316600673411986,1.9789454896576806,3.0168247666192807,1.3396851588223921,1,46
M4_TRIAGE_STANDARD_PLUS,ARM,36,31,18,13,5,0,58.064516129032256,3.6150009354204165,2.634827812506761,2.5511368300601864,1.8027327382307172,1,36
M4_TRIAGE_STANDARD_PLUS,ASML,28,28,15,13,0,0,53.57142857142857,2.077458670816095,1.1497622707550477,2.0480399034361785,0.9096607333256539,1,28
M4_TRIAGE_STANDARD_PLUS,AVGO,24,23,5,18,1,0,21.73913043478261,1.1236862012101214,1.9418723662634791,0.7361940818521548,1.4700232638153592,1,24
M4_TRIAGE_STANDARD_PLUS,AXON,18,18,8,10,0,0,44.44444444444444,2.5647773848346054,3.3846129008188695,2.08548910252932,4.0156510783770365,1,18
M4_TRIAGE_STANDARD_PLUS,AXP,19,19,9,10,0,0,47.36842105263158,1.1392782032313573,1.0184871555516586,0.8084841740041145,0.8907863442305665,1,19
M4_TRIAGE_STANDARD_PLUS,BA,34,34,16,18,0,0,47.05882352941177,1.585020699968185,1.166796514723795,1.56311048164547,0.6480865554639128,1,34
M4_TRIAGE_STANDARD_PLUS,BAC,24,24,10,14,0,0,41.666666666666664,0.6485615817528984,1.412185036365716,0.42823546391319023,1.4261150310621336,1,24
M4_TRIAGE_STANDARD_PLUS,BKNG,24,23,11,12,1,0,47.82608695652174,1.3943741751271006,1.9896652557474586,0.7974835651056302,1.5928777676665566,1,24
M4_TRIAGE_STANDARD_PLUS,BLK,14,14,8,6,0,0,57.142857142857146,1.9928414585728305,1.2519115739402518,1.3848159089830205,0.9188413168454325,1,14
M4_TRIAGE_STANDARD_PLUS,BMY,29,28,15,13,1,0,53.57142857142857,1.193088120613606,1.295730262355217,0.8113590263691631,1.1257485029940162,1,29
M4_TRIAGE_STANDARD_PLUS,C,39,39,26,13,0,0,66.66666666666667,1.2725608883145219,1.5202621267449654,0.8651820643996219,1.2656309208033467,1,39
M4_TRIAGE_STANDARD_PLUS,CAT,24,24,12,12,0,0,50.0,1.297561181673469,1.6520286021358228,1.0622410979976513,1.3910550310466634,1,24
M4_TRIAGE_STANDARD_PLUS,CEG,26,25,11,14,1,0,44.0,1.7505069135134168,1.6338388471301788,1.3334265516742536,1.2895885845710775,1,26
M4_TRIAGE_STANDARD_PLUS,CMCSA,19,19,9,10,0,0,47.36842105263158,1.0039994690982936,1.3844939870118338,0.7381974248927033,1.1603878556668321,1,19
M4_TRIAGE_STANDARD_PLUS,CME,25,25,8,17,0,0,32.0,0.9071202367964011,1.4462521362754452,0.5726031419762158,1.1659192825112081,1,25
M4_TRIAGE_STANDARD_PLUS,CMG,26,25,12,13,1,0,48.0,1.9600789293970218,1.348729301926728,1.5042213642897997,1.185228029248478,1,26
M4_TRIAGE_STANDARD_PLUS,COIN,34,33,17,16,1,0,51.515151515151516,2.710835207540517,3.1104181984661845,1.8877422874808603,2.690612972921303,1,34
M4_TRIAGE_STANDARD_PLUS,COP,22,22,12,10,0,0,54.54545454545455,1.4466869436746697,0.7765457757385971,1.3100553418754928,0.6844000982675387,1,22
M4_TRIAGE_STANDARD_PLUS,COST,35,35,18,17,0,0,51.42857142857143,0.7998929387983934,0.8793338351014623,0.6593705914270208,0.715734600145033,1,35
M4_TRIAGE_STANDARD_PLUS,CRM,27,27,15,12,0,0,55.55555555555556,2.0568396919391683,1.7164680534898606,1.494827207876111,1.1060680980160795,1,27
M4_TRIAGE_STANDARD_PLUS,CRWD,25,25,11,14,0,0,44.0,2.528843263064864,1.9374064829654534,2.2207394497697006,1.76488665964325,1,25
M4_TRIAGE_STANDARD_PLUS,CSCO,22,22,8,14,0,0,36.36363636363637,1.3196985281277607,1.2242577435506201,0.9150995003432596,0.7945401403143642,1,22
M4_TRIAGE_STANDARD_PLUS,CVS,28,27,13,14,1,0,48.148148148148145,1.375655625367184,1.2535834847636143,1.051320938576035,0.7882202317607523,1,28
M4_TRIAGE_STANDARD_PLUS,CVX,32,32,14,18,0,0,43.75,0.8159352365741535,1.0673686748674838,0.6672251598881854,0.8784010575079217,1,32
M4_TRIAGE_STANDARD_PLUS,DASH,28,27,12,15,1,0,44.44444444444444,2.144121318935805,2.3826102502874944,1.590209232987156,1.8356408870643617,1,28
M4_TRIAGE_STANDARD_PLUS,DDOG,31,29,21,8,2,0,72.41379310344827,2.923501334359806,2.2847893355216473,2.82985896069408,1.6892496866232933,1,31
M4_TRIAGE_STANDARD_PLUS,DE,20,20,7,13,0,0,35.0,1.8371749284341554,1.036532486704401,1.6451882626371868,0.7433911898872535,1,20
M4_TRIAGE_STANDARD_PLUS,DELL,35,34,18,16,1,0,52.94117647058823,3.6934287069750122,2.078854149659808,2.805996375816821,1.6335466487032773,1,35
M4_TRIAGE_STANDARD_PLUS,DIS,34,34,17,17,0,0,50.0,0.9573383868782471,0.9236702488448503,0.7559054064446882,0.6869896712731789,1,34
M4_TRIAGE_STANDARD_PLUS,EOG,14,14,8,6,0,0,57.142857142857146,1.0067782019301197,1.6684389428351467,0.906966266567946,1.4736150143079452,1,14
M4_TRIAGE_STANDARD_PLUS,ETN,19,19,10,9,0,0,52.63157894736842,1.6494705939170118,1.3530849067812045,1.4942980731419553,0.9974691082328376,1,19
M4_TRIAGE_STANDARD_PLUS,FDX,19,19,13,6,0,0,68.42105263157895,1.5329830351367826,0.8997134321104621,1.2284716367577937,0.5578678465982787,1,19
M4_TRIAGE_STANDARD_PLUS,GE,28,28,12,16,0,0,42.857142857142854,1.2540386046564862,1.5279119189114767,0.8176289403703743,1.469397433473461,1,28
M4_TRIAGE_STANDARD_PLUS,GILD,21,21,12,9,0,0,57.142857142857146,1.3135570147845863,0.9124499503714818,1.0869565217391304,0.852018827828647,1,21
M4_TRIAGE_STANDARD_PLUS,GOOG,26,26,14,12,0,0,53.84615384615385,1.2887028935379459,1.1681621607914023,0.8788319133792888,0.8723610333422346,1,26
M4_TRIAGE_STANDARD_PLUS,GS,35,35,16,19,0,0,45.714285714285715,1.3583571248098572,1.5597308049970293,0.9731834762890708,1.292449562215552,1,35
M4_TRIAGE_STANDARD_PLUS,HAL,28,27,17,10,1,0,62.96296296296296,1.1211913498248396,1.6037455872663888,1.045995923219101,1.288298597499987,1,28
M4_TRIAGE_STANDARD_PLUS,HD,32,32,15,17,0,0,46.875,1.2232849937600445,1.0538661334929686,1.0046095220917675,0.694138169967766,1,32
M4_TRIAGE_STANDARD_PLUS,HON,20,20,14,6,0,0,70.0,1.6233101009166906,0.9716401864832118,1.2950886707858387,0.6575170782340019,1,20
M4_TRIAGE_STANDARD_PLUS,HOOD,35,33,23,10,2,0,69.6969696969697,3.1118855815940782,2.146961137101962,3.0723955267804506,1.3515358361774674,1,35
M4_TRIAGE_STANDARD_PLUS,IBM,25,25,15,10,0,0,60.0,2.0740232006335924,1.243144984343861,1.5960905999739927,1.092533616418966,1,25
M4_TRIAGE_STANDARD_PLUS,INTC,35,35,18,17,0,0,51.42857142857143,3.020378337005436,2.883317613335494,2.2122176511682015,2.474916387959865,1,35
M4_TRIAGE_STANDARD_PLUS,ISRG,20,20,10,10,0,0,50.0,1.6761922087426075,1.1281748420608182,1.2883216675748463,0.632438140804827,1,20
M4_TRIAGE_STANDARD_PLUS,IWM,38,36,18,18,0,2,50.0,0.7875364472828948,0.7766663234984078,0.5952298293338187,0.6153335658532211,1,38
M4_TRIAGE_STANDARD_PLUS,JNJ,27,27,13,14,0,0,48.148148148148145,0.8389340630875791,0.961161019316158,0.5735433742176602,0.8427579581677561,1,27
M4_TRIAGE_STANDARD_PLUS,JPM,30,30,18,12,0,0,60.0,0.8287966082378143,1.1625969339173416,0.8226969835088391,0.6521510041862558,1,30
M4_TRIAGE_STANDARD_PLUS,KLAC,23,23,14,9,0,0,60.869565217391305,2.7107584768685737,2.5874724279535486,1.5475021972452718,1.8951978254303767,1,23
M4_TRIAGE_STANDARD_PLUS,LLY,38,37,22,15,1,0,59.45945945945946,1.4237278544073833,1.6816704529603286,1.0991504309035673,1.3085952952711981,1,38
M4_TRIAGE_STANDARD_PLUS,LMT,20,20,11,9,0,0,55.0,1.6518754977032823,1.0939159187358165,1.3418096655776788,1.1214750452439466,1,20
M4_TRIAGE_STANDARD_PLUS,LOW,14,14,10,4,0,0,71.42857142857143,1.318705998701073,0.8533675700992214,1.3146982601877744,0.6495036841927713,1,14
M4_TRIAGE_STANDARD_PLUS,LRCX,32,32,16,16,0,0,50.0,2.555791925702426,2.416788639428861,1.977575994043454,2.0293344957153128,1,32
M4_TRIAGE_STANDARD_PLUS,LULU,30,29,18,11,1,0,62.06896551724138,2.1296310708645434,1.8531646171150848,1.8254009735142778,1.0220630335578764,1,30
M4_TRIAGE_STANDARD_PLUS,MA,25,25,10,15,0,0,40.0,0.9400213807899805,1.0237597574667496,0.7271465062256776,0.8562251306390588,1,25
M4_TRIAGE_STANDARD_PLUS,MCD,30,30,11,19,0,0,36.666666666666664,0.7191123529872454,0.9368490073459347,0.6356457231288345,0.6447235682465358,1,30
M4_TRIAGE_STANDARD_PLUS,META,41,41,22,19,0,0,53.65853658536585,1.3204255815506651,1.1944555072696772,1.1424017003188192,1.0224715436548026,1,41
M4_TRIAGE_STANDARD_PLUS,MNDY,25,22,9,13,3,0,40.90909090909091,2.918831149854296,2.8448701012550357,2.8958210712183563,2.001177163037084,1,25
M4_TRIAGE_STANDARD_PLUS,MRK,22,22,11,11,0,0,50.0,0.9865197899724065,1.0532105099238565,1.1400050882330204,0.7454857303748543,1,22
M4_TRIAGE_STANDARD_PLUS,MRNA,31,29,19,10,2,0,65.51724137931035,3.364479661993831,2.921712785844333,3.3092037228541913,2.286813421671298,1,31
M4_TRIAGE_STANDARD_PLUS,MRVL,30,28,18,10,2,0,64.28571428571429,3.8502717709505823,2.3265220581850445,2.819962911413569,1.9033248187152072,1,30
M4_TRIAGE_STANDARD_PLUS,MS,21,21,13,8,0,0,61.904761904761905,1.085860504022415,1.2444770647022827,0.7986037656018568,0.8375301072914392,1,21
M4_TRIAGE_STANDARD_PLUS,MSFT,29,29,8,21,0,0,27.586206896551722,1.0722976173885048,1.1598730359576062,0.8776180477036535,0.9650938350271002,1,29
M4_TRIAGE_STANDARD_PLUS,MU,34,31,16,15,3,0,51.61290322580645,3.4991632240767343,2.5929235140023392,2.5431613096241286,1.9325917581512284,1,34
M4_TRIAGE_STANDARD_PLUS,NEE,21,21,9,12,0,0,42.857142857142854,0.6927902059703667,0.9659823328241909,0.6076186024772097,0.6241313792671169,1,21
M4_TRIAGE_STANDARD_PLUS,NFLX,40,39,17,22,1,0,43.58974358974359,1.398957449950298,1.3026086519231577,1.1017875056809663,0.9839814996470211,1,40
M4_TRIAGE_STANDARD_PLUS,NKE,32,30,15,15,2,0,50.0,1.1053952542733283,1.58382821703621,0.8531312682273006,1.5046542772283873,1,32
M4_TRIAGE_STANDARD_PLUS,NOW,30,29,17,12,1,0,58.62068965517241,2.3175493173635835,1.9452411267558607,2.2507140977608135,1.4411029507318154,1,30
M4_TRIAGE_STANDARD_PLUS,NVDA,40,40,24,16,0,0,60.0,1.836642213820032,1.1195726318674972,1.4180798514914297,0.9496197159314602,1,40
M4_TRIAGE_STANDARD_PLUS,ORCL,38,36,23,13,2,0,63.888888888888886,2.675979714893032,1.83827210880806,2.2515063654361547,1.3902865398737823,1,38
M4_TRIAGE_STANDARD_PLUS,OXY,40,40,15,25,0,0,37.5,1.0959474476841722,1.4424182079257561,0.8455404679263381,1.0204874557785342,1,40
M4_TRIAGE_STANDARD_PLUS,PANW,22,22,10,12,0,0,45.45454545454545,1.8509840910070088,1.9082184495147887,1.809142016801427,1.5954944941125357,1,22
M4_TRIAGE_STANDARD_PLUS,PEP,24,23,10,13,0,1,43.47826086956522,0.8054389692396255,1.028302151249622,0.5545976790278111,0.9963925259170077,1,24
M4_TRIAGE_STANDARD_PLUS,PFE,30,30,15,15,0,0,50.0,0.9654976043912129,0.8766318812962125,0.6881649577319922,0.7823346878087206,1,30
M4_TRIAGE_STANDARD_PLUS,PLTR,26,26,14,12,0,0,53.84615384615385,2.4153259203616386,1.6899317175006408,2.0883056725581532,1.5844570814589773,1,26
M4_TRIAGE_STANDARD_PLUS,PYPL,29,29,17,12,0,0,58.62068965517241,1.6047208847005583,1.5657238820885404,1.1673850574712619,1.0506465517241395,1,29
M4_TRIAGE_STANDARD_PLUS,QCOM,33,30,17,13,3,0,56.666666666666664,2.5992710913876755,1.7957958497692628,2.407506702412874,1.2283683559950582,1,33
M4_TRIAGE_STANDARD_PLUS,QQQ,49,47,22,25,0,2,46.808510638297875,0.7070633070769538,0.6762632532493262,0.5545788391178377,0.6086274045225035,1,49
M4_TRIAGE_STANDARD_PLUS,RBLX,21,21,8,13,0,0,38.095238095238095,2.139165678865711,2.3078996784835146,1.7010358262852858,2.2228102672664627,1,21
M4_TRIAGE_STANDARD_PLUS,REGN,17,17,7,10,0,0,41.1764705882353,1.6138886330528162,1.1740007708588582,1.373570386311569,1.4666746404329674,1,17
M4_TRIAGE_STANDARD_PLUS,RTX,27,27,20,7,0,0,74.07407407407408,1.5476824536757,0.8631912324139057,1.267580399534181,0.49387232485823307,1,27
