research_period,state,total_n,binary_n,favorable_n,adverse_n,both_n,unresolved_n,favorable_first_pct,avg_mfe_pct,avg_mae_pct,median_mfe_pct,median_mae_pct,symbol_n,trade_date_n,feature
DISCOVERY,8.0,56,55,49,6,0,1,89.0909090909091,1.9246566427558516,0.6724059681058885,1.6430903177281762,0.320426589866602,47,45,first_vwap_loss_candle
DISCOVERY,9.0,31,31,29,2,0,0,93.54838709677419,2.056890963291518,0.8146908506630709,1.6662562587211776,0.3298108635659828,26,26,first_vwap_loss_candle
DISCOVERY,10.0,12,12,10,2,0,0,83.33333333333333,1.404795666039104,1.2006574686516733,1.2371104112832367,0.7045715728315686,12,11,first_vwap_loss_candle
VALIDATION,-1.0,18,18,16,2,0,0,88.88888888888889,3.4534483255177553,1.017138383825276,3.299011056779747,0.4778747151749282,16,17,first_vwap_loss_candle
VALIDATION,3.0,2192,2146,723,1423,35,11,33.690587138863,1.4454319642053912,1.7264388320869737,0.9489807687383793,1.2800439874083926,112,159,first_vwap_loss_candle
VALIDATION,4.0,929,904,541,363,16,9,59.84513274336283,1.6640523194295294,1.4278675449724072,1.204255816672514,0.989348968986254,112,159,first_vwap_loss_candle
VALIDATION,5.0,498,485,326,159,10,3,67.21649484536083,1.9326796755340974,1.4016472821473114,1.5013267564438693,0.9323819969622525,111,147,first_vwap_loss_candle
VALIDATION,6.0,248,244,190,54,2,2,77.8688524590164,2.076192997611022,1.2777168484884724,1.4593557750081363,0.8286127695778067,95,118,first_vwap_loss_candle
VALIDATION,7.0,127,124,101,23,1,2,81.45161290322581,2.3475604757938586,1.2621300273097373,1.5924136697083566,0.8398707891093778,79,84,first_vwap_loss_candle
VALIDATION,8.0,53,51,41,10,2,0,80.3921568627451,2.9653019644411547,0.9871878783215878,2.380275011853964,0.5975805276198792,43,44,first_vwap_loss_candle
VALIDATION,9.0,43,43,40,3,0,0,93.02325581395348,3.0820824334975665,0.6710458204744169,2.3269191918615375,0.2600732600732636,37,36,first_vwap_loss_candle
VALIDATION,10.0,26,25,20,5,1,0,80.0,2.38083421977423,1.057904195203083,2.0724725424519885,0.5509998199760464,24,23,first_vwap_loss_candle
